Abnormality of body height	HP:0000002
Breast cancer	None
Breast carcinoma	None
Invaginated nipples	None
Inverted nipples	None
Underdeveloped breasts	None
Breast hypoplasia	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Widely-spaced nipples	None
Widely spaced nipples	None
Wide-spaced nipples	None
Wide intermamillary distance	None
Multifocal breast carcinoma	None
Multifocal breast cancer	None
Absent/rudimentary nipples	None
Absent/small nipples	None
Nipples absent or rudimentary	None
Absent/underdeveloped nipples	None
Aplasia/Hypoplasia of the nipples	None
Aplasia/Hypoplasia of the breasts	None
Absent/underdeveloped breasts	None
Absent/small breasts	None
Asymmetry of the breasts	None
Breast hypertrophy	None
Hypertrophy of the breasts	None
Breasts enlarged	None
Breast enlargement	None
Large breast	None
Macromastia	None
Gigantomastia	None
Breast fibroadenosis	None
Breast fibroadenomas	None
Fibroadenoma of the breast	None
Breast fibroadenoma	None
Fibroadenosis - breast	None
Fibroadenosis of breast	None
Unilateral breast hypoplasia	None
One underdeveloped breast	None
Bilateral breast hypoplasia	None
Two underdeveloped breasts	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Lactation incapacity	None
Agalactia	None
Dry nipple	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast mass	None
Breast lump	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Breast tumour	None
Neoplasia of the breast	None
Neoplasm of the breast	None
Breast tumor	None
Tumours of the breast	None
Mammary gland aplasia	None
Absent breast	None
Breast aplasia	None
Congenital absence of breast	None
Galactorrhea	None
Spontaneous milk flow from breast	None
Galactorrhoea	None
Hypoplastic areolae	None
Hypoplastic areola	None
Hypocalcemic tetany	None
Hypoprolinemia	None
Low blood proline concentration	None
Decreased blood proline levels	None
Green urine	None
Abnormal serum HCO3 concentration	None
Abnormal serum bicarbonate concentration	None
Abnormality of magnesium homeostasis	None
Abnormal magnesium metabolism	None
Abnormal magnesium concentration	None
Abnormal Mg concentration	None
Abnormality of folate in blood	None
Abnormal blood folate concentration	None
Abnormal serum folate	None
Dark yellow urine	None
Abnormal alpha-aminobutyrate levels in cerebrospinal fluid	None
Abnormal CSF alpha-aminobutyrate concentration	None
Hyperargininemia	None
High blood arginine levels	None
Increased blood arginine concentration	None
Elevated circulating sitosterol concentration	None
Elevated circulating beta-sitosterol concentration	None
Abnormality of divalent inorganic cation homeostasis	None
Abnormal blood inorganic cation concentration	None
Increased serum long-chain fatty acids	None
Elevated long chain fatty acids	None
Elevated circulating long chain fatty acid concentration	None
Elevated serum long-chain fatty acids	None
Homoargininuria	None
Homoarginine high in urine	None
Decreased serum thromboxane B2	None
Increased urine citrate concentration	None
Hypercitraturia	None
Episodic ketoacidosis	None
Ketoacidosis, episodic	None
Reduced CSF dopamine concentration	None
Elevated circulating acylcarnitine concentration	None
Elevated plasma acylcarnitine levels	None
Abnormal circulating thyroglobulin level	None
Increased stool alpha1-antitrypsin concentration	None
Hyperuricaemia	None
Hyperuricemia	None
High blood uric acid level	None
Transthyretin cardiac amyloidosis	None
TTR cardiac amyloidosis	None
Increased CSF glycine concentration	None
High glycine levels in cerebrospinal fluid	None
Abnormal serum methylfolate Level	None
Abnormal blood 5-methyltetrahydrofolate level	None
Abnormal urinary sulfate concentration	None
Abnormal urinary sulphate concentration	None
Abnormality of the kinin-kallikrein system	None
Elevated alkaline phosphatase of renal origin	None
Elevated ALP of renal origin	None
Decreased CSF serine concentration	None
Low serine levels in cerebrospinal fluid	None
Mild proteinuria	None
Increased iron concentration in liver	None
Elevated hepatic iron concentration	None
Increased liver iron level	None
Increased circulating thyroglobulin level	None
Hematuria	None
Blood in urine	None
High urine occult blood	None
Respiratory acidosis	None
Acidemia	None
Abnormality of urine bicarbonate level	None
Abnormality of urine HCO3 concentration	None
Increased level of gamma-aminobutyric acid in urine	None
Increased urinary excretion of gamma-aminobutyric acid (GABA)	None
5-oxoprolinase deficiency	None
Reduced 5-oxoprolinase level	None
Abnormal phytanic acid/pristanic acid ratio	None
Abnormal phytanic acid:pristanic acid ratio	None
Abnormal phytanic acid to pristanic acid ratio	None
Elevated urinary 4-hydroxybutyric acid	None
Elevated C-reactive protein level	None
Elevated circulating C-reactive protein concentration	None
Elevated CRP	None
Abnormality of vitamin C metabolism	None
Abnormal circulating short-chain fatty-acid concentration	None
Low blood uric acid levels	None
Hypouricemia	None
Positive blood 1,3 beta glucan test	None
Increased HDL3c concentration	None
Abnormal circulating ceruloplasmin concentration	None
Severe albuminuria	None
Heavy albuminuria	None
Increased level of phenylalanine in urine	None
Phenylalaninuria	None
Elevated CSF glial fibrillary acidic protein concentration	None
Elevated CSF glial fibrillary acidic protein level	None
Elevated circulating isovalerylcarnitine concentration	None
Elevated circulating O-isovalerylcarnitine concentration	None
Persistent lactic acidosis	None
Elevated circulating tiglylglycine concentration	None
Congenital lactic acidosis	None
Increased level of ribose in CSF	None
Increased level of ribose in cerebrospinal fluid	None
Decreased circulating free fatty acid level	None
Low fatty acids level	None
Low blood triglyceride levels	None
Hypotriglyceridemia	None
Decreased circulating Tg levels	None
Decreased plasma Tg levels	None
Decreased cystatin C level	None
Abnormal circulating monocarboxylic acid concentration	None
Abnormal circulating asparagine concentration	None
Abnormality of asparagine metabolism	None
Exercise-induced myoglobinuria in adults	None
Exercise-induced myoglobinuria	None
Decreased urine urobilinogen	None
Abnormal cholesterol homeostasis	None
Abnormality of cholesterol metabolism	None
Abnormal circulating cholesterol concentration	None
Asymptomatic hyperammonemia	None
Hyperammonemia, asymptomatic	None
Abnormal circulating amylase level	None
Abnormal circulating amylase concentration	None
Defective interstrand cross-link repair	None
Predominantly lower limb lymphedema	None
Increased circulating inosine concentration	None
Abnormal circulating aspartate family amino acid concentration	None
Abnormal circulating vitamin B6 level	None
Abnormal CSF protein level	None
Abnormal CSF protein concentration	None
Elevated circulating apolipoprotein A-IV concentration	None
Elevated apolipoprotein A-IV level	None
Elevated circulating stearoylcarnitine concentration	None
Decreased circulating beta-C-terminal telopeptide level	None
Decreased circulating beta-C-terminal telopeptide concentration	None
Decreased circulating beta-CTx level	None
Decreased circulating beta-CrossLaps level	None
Low levels of vitamin K	None
Abnormal urinary 1-methylhistidine concentration	None
Increased urinary renal tubular epithelial cell count	None
Increased blood urea nitrogen	None
Increased BUN	None
Decreased HDL2a concentration	None
Abnormal liver function tests during pregnancy	None
Abnormal liver function tests during pregnancy, resolves postpartum	None
High erythrocyte sedimentation rate	None
High ESR	None
Elevated erythrocyte sedimentation rate	None
Raised erythrocyte sedimentation rate	None
Elevated ESR	None
Increased erythrocyte sedimentation rate	None
Elevated sedimentation rate	None
Nonketotic hyperglycinemia	None
Hyperleucinemia	None
High blood leucine concentration	None
Elevated plasma branched chain amino acids	None
Positive urine norpropoxyphene test	None
Calcium oxalate crystalluria	None
Increased anti-venom IgE antibody level	None
Abnormality of iron homeostasis	None
Decreased superoxide dismutase level	None
Decreased superoxide:superoxide oxidoreductase activity	None
Abnormal glutamic acid levels in cerebrospinal fluid	None
Abnormal CSF glutamate concentration	None
Decreased HDL3a concentration	None
Hydroxyphenylpyruvic aciduria	None
4-Hydroxyphenylpyruvic aciduria	None
Decreased urine alpha-ketoglutarate concentration	None
Decreased urinary 2-oxoglutarate	None
L-2-hydroxyglutaric aciduria	None
Methioninuria	None
Low blood Mg levels	None
Low blood magnesium levels	None
Hypomagnesemia	None
Renal tubular epithelial cell casts	None
Abnormal circulating acetylcarnitine concentration	None
Abnormal acetylcarnitine profile	None
Abnormal circulating esterified carnitine concentration	None
Abnormality of icosanoid metabolism	None
Abnormal circulating eicosanoid concentration	None
Abnormal CSF isoleucine concentration	None
Abnormal isoleucine levels in cerebrospinal fluid	None
Low serum calcifediol	None
Low serum calcidiol	None
Decreased 25-hydroxyvitamin D3	None
Decreased circulating calcifediol concentration	None
Low serum 25-hydroxycholecalciferol	None
High urine trimethylamine levels	None
Trimethylaminuria	None
Abnormal urinary copper concentration	None
Abnormal glucose-6-phosphate dehydrogenase level	None
Abnormal G6PD level	None
Elevated lactate:pyruvate ratio	None
Elevated urinary N,N-dimethylglycine level	None
Low urinary cyclic AMP response to PTH administration	None
Neonatal unconjugated hyperbilirubinemia	None
Increased fecal isocoproporphyrin	None
Isocoproporphyrin high in stool	None
Low threonine levels in the cerebrospinal fluid	None
Decreased CSF threonine concentration	None
Abnormal circulating serine concentration	None
Increased level of anti-food allergen IgE antibody	None
Increased anti-food allergen IgE antibody level	None
Elevated circulating cartilage oligomeric matrix protein concentration	None
Bacterial cell casts	None
Decreased beta-mannosidase activity	None
Elevated circulating biliverdin concentration	None
Increased urinary copper concentration	None
Pyruvate dehydrogenase complex deficiency	None
Decreased activity of the PDH complex	None
Decreased activity of the pyruvate dehydrogenase complex	None
High blood bilirubin levels in neonate	None
Hyperbilirubinemia, neonatal	None
Neonatal hyperbilirubinemia	None
Increased level of D-threitol in cerebrospinal fluid	None
Increased level of D-threitol in CSF	None
Reduced circulating 3-ketoacyl-CoA thiolase concentration	None
3-ketoacyl-CoA thiolase (THIO) deficiency	None
Dark urine	None
Abnormal circulating globulin level	None
Abnormal circulating globulin concentration	None
Abnormal circulating citrulline concentration	None
Abnormal concentration of acylcarnitine in the urine	None
Increased disialylated core 1 O-glycan level	None
Increased disialyl T-antigen concentration	None
Elevated circulating hydroxyphenlyllactic acid concentration	None
Increased urinary 1-methylhistidine	None
1-Methylhistidinuria	None
Low urine calcium levels	None
Hypocalciuria	None
Decreased serum bile acid concentration	None
Vitamin B2 deficiency	None
Riboflavin deficiency	None
Low levels of vitamin B2	None
Decreased level of platelet-activating factor	None
Decreased level of PAF	None
Ketotic hypoglycemia	None
Ketotic low blood sugar	None
Glycine low in CSF	None
Decreased CSF glycine concentration	None
Brain swelling	None
Cerebral edema	None
Brain oedema	None
Brain edema	None
Cerebral oedema	None
Swelling of brain	None
red brown urine	None
Red-brown urine	None
Metabolic acidosis	None
Decreased circulating aspartic acid concentration	None
Aspartic acid low in blood	None
Increased circulating IgG2 level	None
Abnormal circulating nitrogen compound concentration	None
Increased blood heparan sulphate concentration	None
Increased circulating heparan sulfate level	None
Increased circulating heparan sulphate level	None
Increased blood heparan sulfate concentration	None
Generalized tissue edema	None
Generalized edema	None
Generalised oedema	None
Generalised tissue oedema	None
Abnormal urinary odor	None
Abnormal urine smell	None
Abnormal urinary odour	None
Elevated circulating 3-methylhistidine concentration	None
Increased NAA levels in CSF	None
Increased N-acetyl aspartic acid levels in CSF	None
Increased N-acetylaspartate levels in CSF	None
Increased CSF N-acetylaspartic acid concentration	None
Increased N-acetyl aspartate levels in CSF	None
Increased N-acetyl-L-aspartic acid levels in CSF	None
Abnormal circulating protein level	None
Abnormality of circulating protein level	None
Abnormal circulating protein concentration	None
Blood protein disease	None
Serum protein abnormality	None
Abnormal CSF valine concentration	None
Abnormal valine levels in cerebrospinal fluid	None
Increased blood folate concentration	None
Decreased low-density lipoprotein particle size	None
Abnormality of the mitochondrion	None
Mitochondrial abnormalities	None
Hyperhomocystinemia	None
Homocystinemia	None
Elevated blood homocystine	None
Hyperchloremic metabolic acidosis	None
Non-gap acidosis	None
Low HDL-cholesterol	None
Decreased HDL cholesterol	None
Hypoalphalipoproteinemia	None
Decreased HDL cholesterol concentration	None
Decreased circulating high-density lipoprotein levels	None
Decreased circulating high-density lipoprotein cholesterol	None
Increased level of L-fucose in urine	None
Decreased lipoprotein lipase level	None
Decreased circulating lipoprotein lipase concentration	None
Chondroitin sulfate excretion in urine	None
Chondroitin sulphate excretion in urine	None
Elevated urinary N-hexanoylglycine concentration	None
Increased level of hexanoylglycine in urine	None
Decreased circulating cholesterol level	None
Hypocholesterolemia	None
Abnormal circulating CPK concentration	None
Abnormal circulation phospho-CK concentration	None
Abnormal levels of creatine kinase in blood	None
Abnormal circulating CK concentration	None
Abnormal circulating creatine kinase concentration	None
Increased circulating creatine kinase MB isoform	None
Increased circulating CK MB isoform	None
Proteinuria	None
High urine protein levels	None
Protein in urine	None
Increased circulating mead acid level	None
Macular oedema	None
Macular edema	None
Abnormal circulating glutamine concentration	None
Abnormal migration of corneal endothelium	None
Abnormal horizontal rectus muscle physiology	None
Punctate opacification of the cornea	None
Punctate corneal opacities	None
Amyloid deposition in the vitreous humor	None
Vitreous amyloid deposits	None
Amyloid deposition in the vitreous humour	None
Macrosquare-wave jerks	None
Placoid macular lesion	None
Optic neuropathy	None
Damaged optic nerve	None
Cataracts, congenital, cerulean	None
Cerulean cataract	None
Increased vertical cup-to-disc ratio - 1.0	None
Impaired horizontal smooth pursuit	None
Abnormal horizontal ocular pursuit	None
Impaired horizontal visual pursuit	None
Abnormal amplitude of pattern onset/offset VEP	None
Abnormal amplitude of pattern onset/offset visual evoked potentials	None
Corneal hypesthesia	None
Decreased corneal sensation	None
Reduced corneal sensation	None
Decreased corneal sensitivity	None
Corneal hypaesthesia	None
Abnormal sclera morphology	None
Abnormality of the outer white part of eyeball	None
Abnormality of the sclera	None
Absent corneal reflex	None
Dysmetric horizontal saccades	None
Decreased corneal thickness	None
Thin cornea	None
Optic nerve gray crescent	None
Optic nerve grey crescent	None
Temporal gray pigmentary crescent	None
Temporal grey pigmentary crescent	None
Sub-retinal fluid	None
Subretinal fluid	None
Corneal opacity	None
Corneal opacities	None
Scarring or clouding of the cornea of the eye	None
Reduction of corneal clarity	None
Corneal clouding	None
Downgaze paresis	None
Supranuclear downgaze palsy	None
Downgaze palsy	None
Bear track congenital hypertrophy of retinal pigment epithelium	None
Grouped congenital hypertrophy of retinal pigment epithelium	None
Retinoschisis involving the fovea	None
Foveoschisis	None
Decreased tear drainage	None
Retinal atrophy	None
Abnormal amplitude of light-adapted single flash electroretinogram	None
Vertical nystagmus	None
Opacification of the corneal epithelium	None
Superficial corneal opacities	None
Retinitis	None
Abnormality of refraction	None
Age-related cataract	None
Clouding of the lens of the eye with age	None
Gaze-evoked horizontal nystagmus	None
Nystagmus, horizontal gaze-evoked	None
Nystagmus, horizontal, gaze-evoked	None
Best corrected visual acuity 0.6 LogMAR	None
Total ophthalmoplegia	None
Total internal and external ophthalmoplegia	None
Complete ophthalmoplegia	None
Global paralysis of gaze	None
Scintillating scotoma	None
Corneal deposits	None
Corneal crystals	None
Distance exotropia	None
Inferior chorioretinal coloboma	None
Ciliary body melanoma	None
Macular exudates	None
Macular exudate	None
Macular exudation	None
Increased corneal thickness	None
Chorioretinal degeneration	None
Retinopathy of prematurity stage 3	None
ROP stage 3	None
Spots in front of eyes	None
Vitreous floaters	None
Vitreous veils	None
Myodeopsia	None
Vitreous condensations	None
Vitreous debris	None
Vitreous opacities	None
Flitting flies	None
Myodesopsia	None
Eye floaters	None
Mouches volantes	None
Uncoordinated eye movement	None
Dysmetric eye movements	None
Dysmetric eye saccades	None
Dysmetric saccades	None
Abnormality of foveal pigmentation	None
Intraretinal haemorrhage	None
Intraretinal hemorrhage	None
Abnormal OCT-measured macular thickness	None
Abnormal foveal pit on macular OCT	None
Cystoid macular oedema	None
Cystoid macular edema	None
Dislocated lens	None
Dislocated lenses	None
Lens luxation	None
Limited vertical extraocular movement	None
Macular dots	None
Anisometropia	None
Retinal exudate	None
Retinal exudates	None
Congruous heteronymous hemianopia	None
Severe near sightedness	None
Severely close sighted	None
Severely near sighted	None
High myopia	None
Severe myopia	None
Severe myopia (> -6.00 diopters)	None
Best corrected visual acuity 0.5 LogMAR	None
Thick sclera	None
Scleral thickening	None
Abnormality of fundus pigmentation	None
Cloudy corneas	None
Cloudy cornea	None
Corneal stromal opacity	None
Opacification of the corneal stroma	None
Unaided visual acuity 0.1 LogMAR	None
Lens subluxation	None
Partially dislocated lens	None
Hypopyon	None
Chorioretinal hyperpigmentation	None
Hypoautofluorescent retinal lesion	None
Hypo-autofluorescent retinal lesion	None
Primary congenital glaucoma	None
Heterotropia	None
Undetectable pattern electroretinogram	None
Prominent corneal nerve fibers	None
Visible corneal nerve fibres	None
Prominent corneal nerve fibres	None
Visible corneal nerve fibers	None
Abnormal rectus muscle physiology	None
Hypometric horizontal saccades	None
Central retinal artery occlusion	None
Large hyperpigmented retinal spots	None
Infantile (constant) exotropia	None
Infantile constant exotropia	None
Pseudoexfoliation	None
Inferior rectus muscle underaction	None
Band-shaped corneal dystrophy	None
Yellow/white lesions of the retina	None
Cornea-iris adhesion	None
Anterior synechiae	None
Iridocorneal adhesions	None
Anterior synechiae of the anterior chamber	None
Iridocorneal synechia	None
Optic disc drusen	None
Optic nerve head drusen	None
Glial remnants posterior to lens	None
Mittendorf dot	None
Inflammation of eyelids	None
Cellulitis of eyelids	None
Blepharitis	None
Hyperautofluorescent macular lesion	None
Abnormal Ishihara plate test	None
ROP plus	None
Retinopathy of prematurity plus	None
Iridodonesis	None
Cortical cataract	None
Retinopathy of prematurity stage 4a	None
ROP stage 4a	None
Pupillary abnormality	None
Pupillary abnormalities	None
Abnormal pupillary morphology	None
Abnormality of the pupil	None
Abnormal pupil morphology	None
Prominent eyes	None
Exophthalmos	None
Prominent globes	None
Anterior bulging of the globe of eye	None
Proptosis	None
Protrusio bulbi	None
Ocular proptosis	None
Anterior bulging of the globe	None
Eyeballs bulging out	None
Protruding eyes	None
Bulging eye	None
High hypermetropia	None
High hyperopia	None
High-grade hypermetropia	None
Severe farsightedness	None
Severe long-sightedness	None
Pinhole visual acuity 0.2 LogMAR	None
Abnormality of Descemet's membrane	None
Abnormal Descemet membrane morphology	None
Perifoveal hypoautofluorescence	None
Abnormal corneal epithelium morphology	None
Abnormality of corneal epithelium	None
Abnormal superior oblique muscle physiology	None
Pinhole visual acuity 0.4 LogMAR	None
Abnormal Hardy-Rand-Rittler plate test	None
Lester's sign	None
Reduced number of corneal endothelial cells	None
Anterior chamber flare grade 1+	None
Abnormal stereopsis	None
Unaided visual acuity 0.8 LogMAR	None
Arcuate scotoma	None
Arc-shaped blind spot	None
Corneal perforation	None
Iridocele	None
Underdeveloped pupil dilator muscle	None
Hypoplasia of the pupil dilator muscle	None
Hypoplasia of the iris dilator muscle	None
Underdeveloped iris dilator muscle	None
Abnormal static automated perimetry test	None
S-cone monochromacy	None
Blue cone monochromatism	None
Incomplete achromatopsia	None
Blue cone monochromacy	None
Abnormal ocular alignment	None
Unaided visual acuity 0.4 LogMAR	None
Night blindness, congenital stationary	None
Congenital night blindness	None
Static congenital hemeralopia	None
Night blindness, stationary	None
Night blindness, congenital stationary, complete	None
Night blindness, congenital	None
Night blindness since birth	None
Congenital stationary night blindness	None
Best corrected visual acuity 0.8 LogMAR	None
Rod-cone dystrophy	None
Retinitis pigmentosa	None
Rod cone dystrophy	None
Retinal hamartoma	None
Crossed asymmetry of pattern reversal visual evoked potentials	None
Asymmetrical distribution of pattern reversal visual evoked potentials	None
Keratoconjunctivitis	None
Lateral rectus muscle underaction	None
Abnormality of the globe	None
Abnormal eye structure	None
Abnormal eye morphology	None
Abnormally shaped eye	None
Foveal subretinal hyporeflective spaces on macular OCT	None
Best corrected visual acuity 1.3 LogMAR	None
Progressive external ophthalmoplegia	None
External ophthalmoplegia, progressive	None
Abnormality of lens shape	None
Congenital Horner syndrome	None
Paracentral scotoma	None
Vitreous snowballs	None
Abnormality of the ciliary body	None
Abnormal ciliary body morphology	None
Cyclic exotropia	None
Convergence-retraction nystagmus	None
Convergence retraction nystagmus	None
Glaucomatous visual field defect	None
Progressive night blindness	None
Static ophthalmoparesis	None
Abnormality of corneal thickness	None
VMT	None
Vitreomacular traction	None
Abnormal visual fixation	None
Pattern dystrophy of the retina	None
Abnormal paracentral response of multifocal electroretinogram	None
Abnormal confrontational visual field test	None
Whites of eyes are a bluish-gray colour	None
Grey sclerae	None
Whites of eyes are a bluish-gray color	None
Blue sclera	None
Bluish sclerae	None
Gray sclerae	None
Blue sclerae	None
Blue outer white part of eyeball	None
Bitemporal hemianopia	None
Ocular albinism	None
Albinism, Ocular	None
Absent pigmentation in the eye	None
Subretinal hyporeflective spaces on macular OCT	None
Microphakia	None
Small lens	None
Absent smooth pursuit	None
Hemianopic blurring	None
Hemianoptic blurring of vision	None
Transient unilateral blurred vision	None
Transient unilateral blurring of vision	None
Iris transillumination defect	None
Retinopathy of prematurity stage 5b	None
ROP stage 5b	None
Complete anophthalmia	None
True anophthalmia	None
Completely missing eyeball	None
Total anophthalmia	None
Ciliary body coloboma	None
Large central loss of field of vision	None
Large central visual field defect	None
Ultra-low vision	None
Posterior crocodile shagreen of the cornea	None
Absolute eccentric fixation	None
Hypoplastic optic disks	None
Optic disc hypoplasia	None
Hypoplastic optic discs	None
Axial myopia	None
Optic nerve arteriovenous malformation	None
Nonprogressive restrictive external ophthalmoplegia	None
Inferior rectus muscle weakness	None
ROP 4b	None
Retinopathy of prematurity stage 4b	None
Multiple bilateral CHRPE	None
Multiple bilateral congenital hypertrophy of retinal pigment epithelium	None
Abnormal amplitude of dark-adapted bright flash electroretinogram	None
Abnormal chorioretinal morphology	None
Chorioretinal abnormality	None
Visual acuity light perception with projection	None
Abnormality of eye movement	None
Abnormal ocular movements	None
Abnormal extraocular movement	None
Abnormal extraocular movements	None
Eye movement issue	None
Abnormal eye motility	None
Abnormal movement of the globe of the eye	None
Abnormal eye movements	None
Ocular movement abnormalities	None
Abnormal eye movement	None
Oculomotor abnormalities	None
Abnormal motility of the globe of the eye	None
Eye movement abnormalities	None
Extrafoveal choroidal neovascularization	None
Basic constant esotropia	None
Basic (constant) esotropia	None
Blurred vision	None
Nodular corneal dystrophy	None
Increased front to back length of eyeball	None
Increased axial length of the globe	None
Increased axial globe length	None
Globe elongated	None
Dissociated horizontal deviation	None
Mizuo-Nakamura phenomenon	None
Mizuo phenomenon	None
Lazy eye	None
Wandering eyes	None
Wandering eye	None
Amblyopia	None
Abnormal light-adapted electroretinogram	None
Abnormal cone-mediated electroretinogram	None
Primary angle closure glaucoma	None
Angle closure glaucoma	None
Juvenile posterior subcapsular lenticular opacities	None
Difficulty adjusting to changes in luminance	None
Complete congenital stationary night blindness	None
Abnormal timing of pattern reversal visual evoked potentials	None
Vertical orbital dystopia	None
Unequal eye height	None
Eyes at different heights	None
Misaligned eyes	None
Retinal thinning	None
Jerky smooth pursuit	None
Jerky ocular pursuit movements	None
Increased OCT-measured macular thickness	None
Abnormality of the posterior segment of the eye	None
Abnormal posterior eye segment morphology	None
Abnormal morphology of the posterior segment of the globe	None
Abnormality of the posterior segment of the globe	None
Abnormality of the posterior segment of the eyeball	None
Beaded vitreous appearance	None
Hypodeviation	None
Crossed asymmetry of flash visual evoked potentials	None
Asymmetrical distribution of flash visual evoked potentials	None
Retinal disease	None
Retina issue	None
Abnormal retina	None
Anomaly of the retina	None
Abnormality of the retina	None
Abnormal retinal morphology	None
Slow saccades	None
Slow eye movements	None
Slow saccadic eye movements	None
Slow visual tracking	None
Hypometric saccades	None
Cyclophoria	None
Moderate hyperopia	None
Moderate hypermetropia	None
Visual acuity light perception without projection	None
Saccadic intrusion	None
Decreased visual acuity	None
Decreased central vision	None
Decreased clarity of vision	None
Poor visual acuity	None
Reduced visual acuity	None
Abnormal central response of multifocal electroretinogram	None
Best corrected visual acuity 0.7 LogMAR	None
Laryngeal paralysis	None
Vocal cord paralysis	None
Inability to move vocal cords	None
Voice abnormality	None
Abnormality of the voice	None
Hoarseness	None
Husky voice	None
Hoarse voice	None
Hypernasal voice	None
Nasal voice	None
Nasal speech	None
Hypernasal speech	None
Weak cry	None
Hoarse cry	None
Dysphonia	None
Voice change	None
Inability to produce voice sounds	None
High pitched voice	None
High-pitched voice	None
Quiet voice	None
Weak voice	None
Soft voice	None
Hypophonia	None
Aphonia	None
Loss of voice	None
Imperfect vocal cord adduction	None
Pseudobulbar palsy	None
Pseudobulbar syndrome	None
Pseudobulbar paralysis	None
Unilateral paralysis of the vocal cord	None
Unilateral vocal cord paralysis	None
Speech articulation difficulties	None
Abnormally low-pitched voice	None
Spasmodic dysphonia	None
Laryngeal dystonia	None
Bilateral vocal cord paralysis	None
Unilateral vocal cord paresis	None
Bilateral vocal cord paresis	None
Abnormal cry	None
High-pitched cry	None
Staccato cry	None
Abnormal speech prosody	None
Monotonic speech	None
Increased pitch variability of speech	None
Vocal cord dysfunction	None
Hyponasal speech	None
Cat cry	None
cat-like cry	None
cri de chat-associated cry	None
Acute lymphocytic leukemia	None
Acute lymphatic leukaemia	None
Acute lymphoblastic leukaemia	None
Acute lymphocytic leukaemia	None
Acute lymphatic leukemia	None
Acute lymphoid leukemia	None
Acute lymphoid leukaemia	None
Acute lymphoblastic leukemia	None
Male reproductive system neoplasm	None
Hepatic focal nodular hyperplasia	None
Focal nodular hyperplasia	None
Wilm's tumor	None
Wilms tumor	None
Wilm's tumour	None
Wilms tumour	None
Nephroblastoma	None
Acute promyelocytic leukaemia	None
Acute promyelocytic leukemia	None
Exostoses of hand bones	None
Papilloma	None
Labial hemangioma	None
Angiosarcoma	None
Glucagonoma	None
Hamartoma of the orbital region	None
Bladder carcinoma	None
Acute myelocytic leukaemia	None
Acute myeloid leukaemia	None
Acute myelogenous leukemia	None
Acute myeloid leukemia	None
AML	None
Acute myeloblastic leukaemia	None
Acute myelocytic leukemia	None
Acute myelogenous leukaemia	None
Acute myeloblastic leukemia	None
Cutaneous hamartoma	None
Skin hamartoma	None
Multiple exostoses of long tubular bones	None
Multiple long-bone exostoses	None
Pleomorphic xanthoastrocytoma	None
Juvenile GI polyposis	None
Juvenile gastrointestinal polyposis	None
Non-small cell lung cancer	None
Non-small cell lung carcinoma	None
Neoplasm by anatomical site	None
renal TCC	None
Renal transitional cell carcinoma	None
Transitional renal cell carcinoma	None
Renal urothelial carcinoma	None
Orbital rhabdomyosarcoma	None
Painful noncancerous fat tissue tumor under the skin	None
Painful noncancerous fat tissue tumour under the skin	None
Painful subcutaneous lipomas	None
Neoplasia of the thyroid gland	None
Neoplasm of the thyroid gland	None
Lipomatous tumor	None
Lipomatous tumour	None
Laryngeal papilloma	None
Laryngeal papillomatosis	None
Laryngeal papillomas	None
Osteoid osteoma	None
Head and neck tumor	None
Head and neck cancer	None
Neoplasm of head and neck	None
Head and neck tumour	None
Craniofacial teratoma	None
Vascular hamartoma	None
Hypertrophic hemangioma	None
Angioblastoma of Nakagawa	None
Progressive capillary hemangioma	None
Tufted angioma	None
Tufted hemangioma	None
Angioblastoma	None
Germinoma	None
Haemangioblastoma	None
Hemangioblastoma	None
Lymphoid leukaemia	None
Lymphoid leukemia	None
Ganglioneuroblastoma	None
Fibroma	None
Benign uterine leiomyomas	None
Uterine leiomyoma	None
Uterine fibroid	None
Tubulonodular pericallosal lipoma	None
Liposarcoma	None
Paragangliomas	None
Carotid body tumors	None
Paraganglioma	None
Carotid body tumours	None
Throat hemangioma	None
Laryngeal hemangioma	None
Conjunctival hamartoma	None
Giant cell tumor of bone	None
Giant cell tumour of bone	None
Benign neoplasm of the CNS	None
Benign neoplasm of the central nervous system	None
Keratoacanthoma	None
Gastrointestinal stroma tumor	None
Gastrointestinal stromal tumour	None
GI stroma tumour	None
GIST	None
Gastrointestinal stromal tumors	None
Gastrointestinal stromal tumor	None
Gastrointestinal stroma tumour	None
Gastrointestinal stromal tumours	None
GI stroma tumor	None
Sebaceous adenoma	None
Sebaceous adenomas	None
Facial angiofibromas	None
Adenoma sebaceum	None
Glioblastoma	None
Glioblastoma multiforme	None
Perifollicular fibroma	None
Acute myelomonocytic leukemia	None
Acute myelomonocytic leukaemia	None
Colon tumor	None
Neoplasm of the colon	None
Colon tumour	None
Ganglioneuroma	None
Tympanic nerve tumour	None
Tympanic nerve tumors	None
Glomus tympanicum paraganglioma	None
Tympanic nerve tumours	None
Tympanic nerve tumor	None
Extraadrenal pheochromocytoma	None
Pheochromocytoma, extraadrenal	None
Lung cancer	None
Lung tumour	None
Lung tumor	None
