Inguinal hernia	HP:0000023
delay ossification of the proximal femoral epiphysis	HP:0008828
delayed ossification of the proximal femoral epiphysis	HP:0008828
delay proximal femoral epiphyseal ossification	HP:0008828
delayed proximal femoral epiphyseal ossification	HP:0008828
delay ossification proximal femoral epiphysis	HP:0008828
increased bone density in 2nd toe bone	HP:0100926
sclerosis of the phalanx of the 2nd toe	HP:0100926
sclerosis of the phalanges of the 2nd toe	HP:0100926
increase bone density in 2nd toe bone	HP:0100926
sclerosis of 2nd toe phalanx	HP:0100926
pseudoepiphyses of middle phalanx of middle - finger	HP:0009328
pseudoepiphysis of the middle phalanx of the 3rd finger	HP:0009328
triangular epiphysis of the 1st metatarsal	HP:0010159
triangular end part of the 1st long bone of foot	HP:0010159
complete duplication of the middle bone of the 2nd toe	HP:0010426
complete duplication of the middle phalanx of the 2nd toe	HP:0010426
joint contractures of the fourth finger	HP:0009274
joint contracture of the 4th finger	HP:0009274
joint contracture of the fourth finger	HP:0009274
aplasia / hypoplasia of the maxilla	HP:0009117
underdevelopment of upper jaw bones	HP:0009117
underdevelopment of upper jaw bone	HP:0009117
underdevelopment of maxilla	HP:0009117
sclerosis of the distal phalanges of the toes	HP:0100948
increase bone density in the outermost bone of the toe	HP:0100948
sclerosis of the distal phalanx of the toe	HP:0100948
increased bone density in the outermost bone of the toes	HP:0100948
sclerosis of distal toe phalanx	HP:0100948
restricted large joint movement	HP:0005193
restrict large joint movement	HP:0005193
patchy sclerosis of the distal phalanx of the 3rd toe	HP:0100467
uneven increase in bone density in the outermost bone of the 3rd toe	HP:0100467
external tibial rotation	HP:0034373
external tibial torsion	HP:0034373
abnormality of the skull bone	HP:0000929
abnormality of the skull bones	HP:0000929
Malformation skull	HP:0000929
abnormal skull morphology	HP:0000929
Skull malformation	HP:0000929
abnormality of the skull	HP:0000929
Skull malformation NOS	HP:0000929
atrophy masseter muscle	HP:0045085
atrophied masseter muscle	HP:0045085
masseter muscle atrophy	HP:0045085
atrophy of masseter muscle	HP:0045085
complete duplication of the outermost bones of the hand	HP:0010001
complete duplication of the distal phalanges of the hand	HP:0010001
complete duplication of the distal phalanx of the hand	HP:0010001
complete duplication of the outermost bone of the hand	HP:0010001
proximal limb weakness	HP:0003701
proximal limb muscle weakness	HP:0003701
muscle weakness , proximal	HP:0003701
weakness in muscles of upper arms and upper legs	HP:0003701
proximal neurogenic muscle weakness	HP:0003701
weakness in muscle of upper arm and upper leg	HP:0003701
proximal muscle weakness	HP:0003701
Bowing of arm	HP:0006488
bowing of the arm	HP:0006488
bending of the arm	HP:0006488
Bowing of arm (finding)	HP:0006488
increased fibre size variation	HP:0003557
increased variation in fibre size	HP:0003557
increased variation in fiber size	HP:0003557
increase variability in muscle fiber diameter	HP:0003557
increase variation in fiber size	HP:0003557
increased variability in muscle fiber size	HP:0003557
increase variability in muscle fiber size	HP:0003557
variation in muscle fiber size	HP:0003557
increase variability in muscle fibre size	HP:0003557
increased variability in muscle fiber diameter	HP:0003557
increase variation in muscle fiber size	HP:0003557
increased variability in muscle fibre diameter	HP:0003557
increase variation in fibre size	HP:0003557
increase fibre size variation	HP:0003557
increase variation in muscle fibre size	HP:0003557
variation in muscle fibre size	HP:0003557
increased fiber size variation	HP:0003557
increased variation in muscle fibre size	HP:0003557
increase fiber size variation	HP:0003557
increased variability in muscle fibre size	HP:0003557
increased variation in muscle fiber size	HP:0003557
increase variability in muscle fibre diameter	HP:0003557
Fracture of radius NOS	HP:0003978
Fracture of radius (disorder)	HP:0003978
Fracture of radius NOS (disorder)	HP:0003978
Fracture, Radius	HP:0003978
Radius Fractures	HP:0003978
Radius Fracture	HP:0003978
Radial Fracture	HP:0003978
Fracture, radius	HP:0003978
Fractures, Radius	HP:0003978
Radius fracture	HP:0003978
Radius Fractures [Disease/Finding]	HP:0003978
fractured radius	HP:0003978
Fracture of Radius	HP:0003978
Fracture of radius	HP:0003978
fracture radius	HP:0003978
round humeral epiphysis	HP:0003899
round humeral epiphyses	HP:0003899
round end part of long bone in upper arm	HP:0003899
broad shaft of long bone in upper arm	HP:0003935
broad humeral diaphysis	HP:0003935
wide humeral diaphysis	HP:0003935
wide shaft of long bone in upper arm	HP:0003935
progressive bowing of long bone	HP:0006383
progressive bowing of long bones	HP:0006383
abnormality of the outermost bone of ring finger	HP:0009282
abnormality of the distal phalanx of the 4th finger	HP:0009282
small soft spot	HP:0005486
small bregma suture	HP:0005486
small cranial sutures	HP:0005486
little cranial suture	HP:0005486
small fontanelle	HP:0005486
microfontanelle	HP:0005486
small cranial suture	HP:0005486
Small fontanelles	HP:0005486
little cranial sutures	HP:0005486
small bregma sutures	HP:0005486
little fontanelle	HP:0005486
congenital extraocular muscle anomaly	HP:0007647
sacroiliitis	HP:0012317
Arthritis, sacroiliac	HP:0012317
Arthritis, Sacroiliac	HP:0012317
sacroiliac arthritis	HP:0012317
type a brachydactyly	HP:0009370
abnormality of the end part of the 4th toe bone	HP:0010335
abnormality of the epiphysis of the 4th toe	HP:0010335
abnormality of the epiphyses of the 4th toe	HP:0010335
patchy sclerosis of the distal phalanx of the hallux	HP:0010081
uneven increase in bone density in the outermost bone of big toe	HP:0010081
irregular epiphysis of the 3rd toe	HP:0100060
irregular epiphyses of the 3rd toe	HP:0100060
irregular end part of the 3rd toe bone	HP:0100060
narrowness of interpediculate distance in low thoracic region	HP:0008470
narrowness of interpediculate distances in lower thoracic regions	HP:0008470
low thoracic interpediculate narrowness	HP:0008470
lower thoracic interpediculate narrowness	HP:0008470
fractured middle phalanx of manual digit 5	HP:0041185
fracture middle phalanx of manual digit 5	HP:0041185
Klippel-Feil Sequence	HP:0004602
Klippel Feil Syndrome	HP:0004602
Vertebral Cervical Fusion Syndrome	HP:0004602
fusion of cervical vertebrae c2 - 3	HP:0004602
Klippel-FEIL deformity	HP:0004602
Dystrophia Brevicollis Congenitas	HP:0004602
Congenital dystrophia brevicollis (disorder)	HP:0004602
Syndrome, Klippel-Feil	HP:0004602
Nielsen's disease	HP:0004602
Dystrophia Brevicollis Congenita	HP:0004602
Klippel-Feil syndrome NOS	HP:0004602
Cervical vertebral fusion (C2/C3)	HP:0004602
klippel - feil anomaly	HP:0004602
Klippel-Feil Syndrome	HP:0004602
Klippel-Feil syndrome NOS (disorder)	HP:0004602
Cervical Fusion Syndrome	HP:0004602
Bonnevie-Ullrich and Klippel-Feil syndrome	HP:0004602
Congenital dystrophia brevicollis	HP:0004602
Klippel-Feil Syndrome [Disease/Finding]	HP:0004602
cervical c2 / c3 vertebral fusion	HP:0004602
Klippel-Feil deformity	HP:0004602
Klippel-Feil and Turner syndrome	HP:0004602
fusion of cervical vertebra c2 - 3	HP:0004602
Klippel-FEIL deformity (diagnosis)	HP:0004602
KLIPPEL-FEIL SYNDROME	HP:0004602
klippel - feil syndrome	HP:0004602
increase bone density of end part of the innermost bone of the 2nd toe	HP:0100128
ivory epiphysis of the proximal phalanx of the 2nd toe	HP:0100128
increased bone density of end part of the innermost bone of the 2nd toe	HP:0100128
lytic defects in metaphyses of the upper limbs	HP:0003851
lytic defect in metaphyses of the upper limb	HP:0003851
distal clavicular thinning	HP:0025681
EMG	HP:0100285
emg : impaired neuromuscular transmission	HP:0100285
complete duplication of the proximal bone of the index finger	HP:0009954
complete duplication of the proximal phalanx of the 2nd finger	HP:0009954
paradoxical myotonia	HP:0011809
abnormality of the vertebral epiphysis	HP:0100734
abnormal shape of the end part of the vertebra bone	HP:0100734
abnormality of vertebral epiphysis morphology	HP:0100734
abnormality of the vertebral epiphyses	HP:0100734
aplasia involve forearm bone	HP:0009822
absent forearm bones	HP:0009822
aplasia involving forearm bones	HP:0009822
absent forearm bone	HP:0009822
unossified sacrum	HP:0030290
absence of sacrum ossification	HP:0030290
increased muscle glycogen content	HP:0009051
increase muscle glycogen content	HP:0009051
lethal skeletal dysplasia	HP:0005716
lethal dwarfism identifiable at birth	HP:0005716
absent muscle fiber delta sarcoglycan	HP:0030110
absent muscle fibre delta sarcoglycan	HP:0030110
osteolytic defects of the proximal phalanx of the 2nd finger	HP:0009584
lytic defects of proximal index finger phalanx	HP:0009584
lytic defect of proximal index finger phalanx	HP:0009584
osteolytic defect of the proximal phalanx of the 2nd finger	HP:0009584
triangular epiphysis of the 5th toe	HP:0100087
triangular end part of the pinkie toe bone	HP:0100087
triangular epiphyses of the 5th toe	HP:0100087
triangular end part of the little toe bone	HP:0100087
triangular end part of the pinky toe bone	HP:0100087
sclerosis of the proximal phalanx of the 3rd toe	HP:0100932
increase bone density in the innermost bone of the 3rd toe	HP:0100932
increased bone density in the innermost bone of the 3rd toe	HP:0100932
enlarged end part of the middle bone of the 4th toe	HP:0100183
enlarged epiphysis of the middle phalanx of the 4th toe	HP:0100183
enlarged end part of the middle bone of the 2nd toe	HP:0100114
enlarged epiphysis of the middle phalanx of the 2nd toe	HP:0100114
proximal / middle symphalangism of 3rd toe	HP:0100480
symphalangism of the middle and proximal phalanges of the 3rd toe	HP:0100480
fused innermost and middle bones of 3rd toe	HP:0100480
fuse innermost and middle bone of 3rd toe	HP:0100480
symphalangism of the middle and proximal phalanx of the 3rd toe	HP:0100480
fractured sternal end of clavicle	HP:0041200
fracture sternal end of clavicle	HP:0041200
synovial chondromatosis of the elbow	HP:0003942
uneven increase in bone density in 4th toe bone	HP:0010376
patchy sclerosis of the phalanx of the 4th toe	HP:0010376
patchy sclerosis of 4th toe phalanx	HP:0010376
patchy sclerosis of the phalanges of the 4th toe	HP:0010376
aplasia of the thumb	HP:0009777
absent thumb	HP:0009777
absent thumbs	HP:0009777
thumb aplasia	HP:0009777
partial / complete duplication of the distal phalanx of the 5th toe	HP:0100400
duplication of the outermost bone of the little toe	HP:0100400
duplication of the distal phalanx of the fifth toe	HP:0100400
duplication of the outermost bone of the pinky toe	HP:0100400
duplication of the outermost bone of the pinkie toe	HP:0100400
duplication of the distal phalanx of the 5th toe	HP:0100400
duplication of the outermost bone of the fifth toe	HP:0100400
cerebral artery calcification	HP:0031309
temporal bossing	HP:0032569
Spastic quadriplegia (disorder)	HP:0002510
obsolete slowly progressive spastic quadriparesis	HP:0002510
Spastic quadraplegia	HP:0002510
Quadriplegia	HP:0002510
Tetraplegia, Spastic	HP:0002510
Spastic Quadriplegias	HP:0002510
Spastic Tetraplegias	HP:0002510
Tetraplegias, Spastic	HP:0002510
Quadriplegia, Spastic	HP:0002510
Quadriplegias, Spastic	HP:0002510
spastic tetraplegia	HP:0002510
Spastic Quadriplegia	HP:0002510
spastic quadriplegia	HP:0002510
Spastic Tetraplegia	HP:0002510
abnormally shaped carpal bones	HP:0006014
abnormally shaped wrist bones	HP:0006014
abnormally shaped wrist bone	HP:0006014
abnormally shape carpal bone	HP:0006014
aplasia / hypoplasia involve the skeleton	HP:0009115
absent / underdevelop skeleton	HP:0009115
absent / underdeveloped skeleton	HP:0009115
absent / small skeleton	HP:0009115
aplasia / hypoplasia involving the skeleton	HP:0009115
generalised limb muscle atrophy	HP:0009055
generalized muscle wasting	HP:0009055
generalised muscle waste	HP:0009055
generalized limb muscle atrophy	HP:0009055
generalize muscle atrophy , proximal and distal	HP:0009055
generalize limb muscle atrophy	HP:0009055
generalise limb muscle atrophy	HP:0009055
generalised muscle atrophy , proximal and distal	HP:0009055
generalised muscle wasting	HP:0009055
generalize muscle waste	HP:0009055
generalized muscle atrophy , proximal and distal	HP:0009055
upper limb phocomelia	HP:0009813
Phocomelia of upper limb (disorder)	HP:0009813
Phocomelia of Upper Limb	HP:0009813
Phocomelia NOS of upper limb	HP:0009813
Phocomelia of the upper limb (disorder)	HP:0009813
Phocomelia of upper limb NOS (disorder)	HP:0009813
Phocomelia of the upper limb	HP:0009813
Phocomelia of the Upper Limb	HP:0009813
Phocomelia of upper limb NOS	HP:0009813
Phocomelia of upper limb	HP:0009813
abnormality of pharynx musculature	HP:0430015
abnormality of musculature of pharynx	HP:0430015
abnormality of muscles of the pharynx	HP:0430015
abnormality of pharyngeal musculature	HP:0430015
abnormal morphology of musculature of pharynx	HP:0430015
abnormality of muscle of the pharynx	HP:0430015
inward turn thumb	HP:0001181
thumb - in - palm deformity	HP:0001181
thumb - in - palm pattern	HP:0001181
adducted thumb	HP:0001181
adducted thumbs	HP:0001181
inward turned thumb	HP:0001181
adduct thumb	HP:0001181
metopic suture patent to nasal root	HP:0005495
congenital microthorax	HP:0006647
ivory epiphysis of the distal phalanx of the 3rd finger	HP:0009341
increased bone density of end part of the outermost middle finger bone	HP:0009341
increase bone density of end part of the outermost middle finger bone	HP:0009341
abnormality of the posterior fossa	HP:0000932
abnormal posterior cranial fossa morphology	HP:0000932
posterior fossa anomaly	HP:0000932
abnormality of the posterior cranial fossa	HP:0000932
abnormality of the phalanges of the 4th toe	HP:0010336
abnormality of the phalanx of the 4th toe	HP:0010336
curve innermost bone of middle finger	HP:0009452
curved proximal phalanx of the 3rd finger	HP:0009452
curve proximal phalanx of the 3rd finger	HP:0009452
curved innermost bone of middle finger	HP:0009452
bilateral camptodactyly	HP:0005617
dorsal subluxation of ulna	HP:0006459
bullet - shape innermost bone of the middle finger	HP:0009451
bullet - shape proximal phalanx of the 3rd finger	HP:0009451
bullet - shaped proximal phalanx of the 3rd finger	HP:0009451
bullet - shaped innermost bone of the middle finger	HP:0009451
osteolytic defects of the proximal phalanx of the hallux	HP:0010089
osteolytic defect of the proximal phalanx of the hallux	HP:0010089
rib cup	HP:0000887
rib flaring	HP:0000887
rib cupping	HP:0000887
cup rib	HP:0000887
cupped ribs	HP:0000887
Flared ribs (finding)	HP:0000887
lordosis	HP:0003307
[X]Lordosis, unspecified (disorder)	HP:0003307
Swayback	HP:0003307
lordosis <2>	HP:0003307
LORDOSIS	HP:0003307
Saddle back	HP:0003307
hyperlordosis	HP:0003307
prominent swayback	HP:0003307
Hollow back	HP:0003307
Swayback <2>	HP:0003307
[X]Lordosis, unspecified	HP:0003307
Lordosis [Disease/Finding]	HP:0003307
limited movement of hinge joint	HP:0006064
limited movement of hinge joints	HP:0006064
limited interphalangeal movement	HP:0006064
duplication of the middle bone of the pinkie toe	HP:0100403
partial / complete duplication of the middle phalanx of the 5th toe	HP:0100403
duplication of the middle bone of the pinky toe	HP:0100403
duplication of the middle bone of the little toe	HP:0100403
duplication of the middle phalanx of the 5th toe	HP:0100403
duplication of the middle phalanx of the fifth toe	HP:0100403
mild microcephaly	HP:0040196
muscle issues in the shoulder	HP:0410169
abnormality of the shoulder musculature	HP:0410169
abnormal morphology of the shoulder musculature	HP:0410169
muscle issue in the shoulder	HP:0410169
osteoporotic tarsals	HP:0008076
osteoporotic tarsal	HP:0008076
aplasia / hypoplasia of the 2nd finger	HP:0006264
absent / underdeveloped index finger	HP:0006264
absent / small index finger	HP:0006264
absent / underdevelop index finger	HP:0006264
anterior beaking of lumbar vertebrae	HP:0008430
anterior beaking of lumbar vertebra	HP:0008430
anterior tongue - like protrusion of lumbar vertebral body	HP:0008430
anterior tongue - like protrusion of lumbar vertebral bodies	HP:0008430
abnormality of the end part of the innermost thighbone	HP:0010574
abnormality of the proximal femoral epiphysis	HP:0010574
abnormality of the epiphysis of the femoral head	HP:0010574
cone - shaped end part of the outermost bone of the pinky toe	HP:0100204
cone - shaped epiphysis of the distal phalanx of the 5th toe	HP:0100204
cone - shaped end part of the outermost bone of the little toe	HP:0100204
cone - shaped end part of the outermost bone of the pinkie toe	HP:0100204
absent epiphyses of the 4th toe	HP:0100066
absent epiphysis of the 4th toe	HP:0100066
absent end part of the 4th toe bone	HP:0100066
fuse innermost bone of pinky toe	HP:0100475
fused innermost bone of pinky toe	HP:0100475
fused innermost bone of pinkie toe	HP:0100475
fuse innermost bone of little toe	HP:0100475
symphalangism affecting the proximal phalanx of the 5th toe	HP:0100475
symphalangism affect the proximal phalanx of the 5th toe	HP:0100475
fuse innermost bone of pinkie toe	HP:0100475
fused innermost bone of little toe	HP:0100475
broad middle phalanx of the hand	HP:0009844
broad middle finger bone	HP:0009844
broad middle finger bones	HP:0009844
broad middle phalanges of finger	HP:0009844
broad middle phalanges of the hand	HP:0009844
broad middle phalanx of finger	HP:0009844
absent frontal sinuses	HP:0002688
missing frontal sinus	HP:0002688
absence of frontal sinus	HP:0002688
aplasia sinus frontalis	HP:0002688
absent frontal sinus	HP:0002688
miss frontal sinus	HP:0002688
aplasia of frontal sinus	HP:0002688
absence of frontal sinuses	HP:0002688
speckled calcifications in the end part of the outermost bone of the ring finger	HP:0009259
stippling of the epiphysis of the distal phalanx of the 4th finger	HP:0009259
speckled calcification in the end part of the outermost bone of the ring finger	HP:0009259
abnormal radial ray morphology	HP:0410049
deformity of radial ray	HP:0410049
radial ray anomaly	HP:0410049
radial ray abnormality	HP:0410049
abnormality of radial ray	HP:0410049
radial ray deformity	HP:0410049
fatigable weakness of speech muscles	HP:0030194
fatigable weakness of speech muscle	HP:0030194
archibald 's sign	HP:0031809
knuckle dimple	HP:0031809
archibald 's metacarpal sign	HP:0031809
broad outermost bone of the thumb	HP:0009642
wide distal phalanx of thumb	HP:0009642
broad distal phalanx of the thumb	HP:0009642
wide outermost bone of thumb	HP:0009642
broad terminal thumb phalanx	HP:0009642
increase bone density of end part of the innermost bone of the 4th toe	HP:0100197
increased bone density of end part of the innermost bone of the 4th toe	HP:0100197
ivory epiphysis of the proximal phalanx of the 4th toe	HP:0100197
bifid xiphoid process	HP:0100891
bifid xiphisternum	HP:0100891
occipital encephalocele	HP:0002085
Encephalocele	HP:0002085
Encephaloceles, Occipital	HP:0002085
occipital meningoencephalocele	HP:0002085
Notoencephaloceles	HP:0002085
brain tissue stick out through back of skull	HP:0002085
Occipital encephalocele ICD10CM:Q01.2	HP:0002085
posterior encephalocele	HP:0002085
brain tissue sticks out through back of skull	HP:0002085
Occipital Encephalocele	HP:0002085
Notoencephalocele	HP:0002085
Encephalocele, Occipital	HP:0002085
Occipital Encephaloceles	HP:0002085
absent / underdevelop tailbone	HP:0008436
absent / small tailbone	HP:0008436
absent / hypoplastic coccyx	HP:0008436
absent / underdeveloped tailbone	HP:0008436
absent / underdevelop middle finger	HP:0009318
absent / small middle finger	HP:0009318
aplasia / hypoplasia of the 3rd finger	HP:0009318
absent / underdeveloped middle finger	HP:0009318
abnormality involve the diaphysis of the limb	HP:0000940
abnormal diaphysis morphology	HP:0000940
anomaly of the limb diaphyses morphology	HP:0000940
abnormal shape of shaft of long bone	HP:0000940
obsolete anomaly of the limb diaphyses morphology	HP:0000940
anomaly of the limb diaphyses	HP:0000940
anomaly of the limb diaphysis	HP:0000940
abnormality of shaft of long bone of the limbs	HP:0000940
abnormality of the diaphysis	HP:0000940
abnormality of shaft of long bone of the limb	HP:0000940
abnormality involving the diaphyses of the limbs	HP:0000940
abnormality of the diaphyses	HP:0000940
absent / small outermost big toe bone	HP:0010076
absent / underdevelop outermost big toe bone	HP:0010076
absent / underdeveloped outermost big toe bone	HP:0010076
aplasia / hypoplasia of the distal phalanx of the hallux	HP:0010076
thin bony cortex	HP:0002753
thin cortex	HP:0002753
thin cortices	HP:0002753
biconcave flattened vertebrae	HP:0003321
biconcave flatten vertebra	HP:0003321
increased bone density of end part of the middle finger bone	HP:0009416
increase bone density of end part of the middle finger bone	HP:0009416
ivory epiphysis of the 3rd finger	HP:0009416
ivory epiphyses of the 3rd finger	HP:0009416
short fourth metatarsals	HP:0004689
bilateral fourth metatarsal shorten	HP:0004689
short fourth metatarsal	HP:0004689
short fourth metatarsus	HP:0004689
bilateral fourth metatarsal shortening	HP:0004689
SHORT FOURTH METATARSALS	HP:0004689
short 4th long bone of foot	HP:0004689
curve 2nd toe phalanx	HP:0010350
curved phalanges of the 2nd toe	HP:0010350
curved 2nd toe phalanx	HP:0010350
curved bones of the 2nd toe	HP:0010350
curve bone of the 2nd toe	HP:0010350
curve phalanx of the 2nd toe	HP:0010350
increase bone density in the innermost bone of the little toe	HP:0100934
increased bone density in the innermost bone of the pinky toe	HP:0100934
increased bone density in the innermost bone of the little toe	HP:0100934
increase bone density in the innermost bone of the pinkie toe	HP:0100934
increase bone density in the innermost bone of the pinky toe	HP:0100934
increased bone density in the innermost bone of the pinkie toe	HP:0100934
sclerosis of the proximal phalanx of the 5th toe	HP:0100934
humero - scapulo synostosis	HP:0006595
fusion of shoulder blade to long bone in upper arm	HP:0006595
scapulohumeral synostosis	HP:0006595
humeroscapular synostosis	HP:0006595
synostosis of shoulder joint	HP:0006595
partial duplication of the outermost bone of the 2nd finger	HP:0009951
partial duplication of the distal phalanx of the 2nd finger	HP:0009951
notch outermost bone of the index finger	HP:0009951
bifid terminal phalanx of the 2nd finger	HP:0009951
notched outermost bone of the index finger	HP:0009951
abnormality of the distal phalanx of the 2nd toe	HP:0010356
abnormality of the outermost bone of the 2nd toe	HP:0010356
sclerosis of the middle phalanx of the 2nd finger	HP:0100904
increased bone density in the middle bone of the index finger	HP:0100904
increase bone density in the middle bone of the index finger	HP:0100904
splayed end part of bone	HP:0200003
splayed epiphyses	HP:0200003
splay epiphysis	HP:0200003
Scars	HP:0100699
Scar	HP:0100699
Cicatrix	HP:0100699
Scar NOS	HP:0100699
Scarring -RETIRED-	HP:0100699
scar	HP:0100699
Cicatrices	HP:0100699
scar tissue	HP:0100699
Cicatrization	HP:0100699
scarring	HP:0100699
Scarring (morphologic abnormality)	HP:0100699
anterior beaking of lower thoracic vertebrae	HP:0004607
anterior beaking of low thoracic vertebra	HP:0004607
triphalangeal hallux	HP:0032612
distal tapering femur	HP:0006408
tapering of outermost end of thighbone	HP:0006408
fusion of midcervical facet joints	HP:0004575
fusion of midcervical facet joint	HP:0004575
patchy sclerosis of the phalanges of the 3rd finger	HP:0009444
uneven increase in bone density in middle finger bone	HP:0009444
patchy sclerosis of middle finger phalanges	HP:0009444
patchy sclerosis of middle finger phalanx	HP:0009444
patchy sclerosis of 3rd finger phalanx	HP:0009444
patchy sclerosis of the phalanx of the 3rd finger	HP:0009444
large unciform bone	HP:0004260
large hamate bone	HP:0004260
absent end part of innermost long bone of index finger	HP:0009524
absent epiphysis of the proximal phalanx of the 2nd finger	HP:0009524
hamstring contracture	HP:0003089
hamstring contractures	HP:0003089
mandibular osteolysis	HP:0034046
speckled calcifications in end part of pinkie finger bone	HP:0009391
speckled calcification in end part of pinkie finger bone	HP:0009391
speckled calcifications in end part of pinky finger bone	HP:0009391
speckled calcification in end part of little finger bone	HP:0009391
speckled calcification in end part of pinky finger bone	HP:0009391
stippling of the epiphyses of the 5th finger	HP:0009391
stippling of the epiphysis of the 5th finger	HP:0009391
speckled calcifications in end part of little finger bone	HP:0009391
sclerosis of 2nd finger phalanx	HP:0100918
sclerosis of the phalanx of the 2nd finger	HP:0100918
sclerosis of the phalanges of the 2nd finger	HP:0100918
increase bone density in 2nd finger bone	HP:0100918
increased bone density in 2nd finger bone	HP:0100918
broad xiphisternum	HP:0100894
broad xiphoid process	HP:0100894
thenar muscle hypoplasia	HP:0001245
decrease thenar eminence	HP:0001245
small thenar eminence	HP:0001245
hypoplastic thenar eminences	HP:0001245
hypoplastic thenar eminence	HP:0001245
thenar hypoplasia	HP:0001245
decreased thenar eminence	HP:0001245
Spondylolistheses	HP:0003302
spondylolithesis	HP:0003302
displacement of one backbone compare to another	HP:0003302
slip backbone	HP:0003302
Spondylistheses	HP:0003302
displacement of one backbone compared to another	HP:0003302
slipped backbone	HP:0003302
Spondylolisthesis [Disease/Finding]	HP:0003302
Spondylolisthesis NOS	HP:0003302
spondylolisthesis	HP:0003302
Spondylisthesis	HP:0003302
aplasia / hypoplasia involving the musculature of the upper limbs	HP:0001467
aplasia / hypoplasia involve the musculature of the upper limb	HP:0001467
absent / small upper limb muscle	HP:0001467
absent / underdeveloped upper limb muscles	HP:0001467
absent / underdevelop upper limb muscle	HP:0001467
absent / small upper limb muscles	HP:0001467
triangular shape outermost pinkie finger bone	HP:0009245
triangular shaped distal phalanx of the 5th finger	HP:0009245
triangular shape outermost pinky finger bone	HP:0009245
triangular shape distal phalanx of the 5th finger	HP:0009245
triangular shaped outermost little finger bone	HP:0009245
triangular shaped outermost pinkie finger bone	HP:0009245
triangular shaped outermost pinky finger bone	HP:0009245
triangular shape outermost little finger bone	HP:0009245
absent triceps	HP:0009785
triceps aplasia	HP:0009785
absent paranasal sinuses	HP:0002689
absent paranasal sinus	HP:0002689
Paranasal sinus aplasia	HP:0002689
missing paranasal sinuses	HP:0002689
miss sinus	HP:0002689
aplasia of paranasal sinus	HP:0002689
missing sinuses	HP:0002689
aplasia of paranasal sinuses	HP:0002689
absence of paranasal sinus	HP:0002689
miss paranasal sinus	HP:0002689
absence of paranasal sinuses	HP:0002689
abnormality of the deltoid tuberosities	HP:0003889
abnormality of the deltoid tuberosity	HP:0003889
abnormal deltoid tuberosity morphology	HP:0003889
wide tip of outermost digital bone	HP:0006095
wide tufts of distal phalanges	HP:0006095
wide tips of outermost digital bone	HP:0006095
wide tuft of distal phalanx	HP:0006095
speckled calcification in end part of ring finger bone	HP:0009402
stippling of the epiphyses of the 4th finger	HP:0009402
stippling of the epiphysis of the 4th finger	HP:0009402
speckled calcifications in end part of ring finger bone	HP:0009402
wide head of thigh bone	HP:0008804
broad femoral head	HP:0008804
popliteal pterygium	HP:0009756
narrow small joint of the hand	HP:0004267
narrow small joints of the hand	HP:0004267
hypoplastic / small phalanges of the 5th toe	HP:0100368
hypoplastic / small phalanx of the 5th toe	HP:0100368
short pinky toe bone	HP:0100368
short pinkie toe bone	HP:0100368
short phalanx of the fifth toe	HP:0100368
short phalanx of the 5th toe	HP:0100368
short little toe bone	HP:0100368
fusion involve the 2nd long bone of hand	HP:0009705
synostosis involving the 2nd metacarpal	HP:0009705
fusion involving the 2nd long bone of hand	HP:0009705
synostosis involve the 2nd metacarpal	HP:0009705
premature fusion of the radial epiphyseal plate	HP:0004012
premature fusion of the radial epiphyseal plates	HP:0004012
lytic defect of the humeral metaphysis	HP:0003915
lytic defects of the humeral metaphysis	HP:0003915
abnormality of the epiphysis of the 5th metacarpal	HP:0010226
abnormality of the end part of the long bone of little finger	HP:0010226
abnormality of the end part of the long bone of pinkie finger	HP:0010226
abnormality of the end part of the long bone of pinky finger	HP:0010226
tibial metaphyseal irregularity	HP:0030292
ghost teeth	HP:0000694
teeth with thin dentin and large pulp chambers	HP:0000694
teeth with thin dentin and large pulp chamber	HP:0000694
odontodysplasia	HP:0000694
shell teeth	HP:0000694
Shell teeth ICD10CM:K00.5	HP:0000694
teeth with type iii dentinogenesis imperfecta	HP:0000694
teeth with dentinal dysplasia	HP:0000694
narrow femoral necks	HP:0008819
narrow neck of thigh bone	HP:0008819
narrow femoral neck	HP:0008819
NARROW FEMORAL NECKS	HP:0008819
abnormality of the end part of the outermost thighbone	HP:0010590
abnormality of the distal femoral epiphysis	HP:0010590
large sternal ossification centre	HP:0006642
large sternal ossification centres	HP:0006642
large sternal ossification center	HP:0006642
large sternal ossification centers	HP:0006642
hypoplasia of the musculature of the pelvis	HP:0500026
absent / small shoulder blade	HP:0006713
aplasia / hypoplasia of the scapulae	HP:0006713
absent / underdeveloped shoulder blade	HP:0006713
aplasia / hypoplasia of the scapula	HP:0006713
absent / underdevelop shoulder blade	HP:0006713
laterally deficient tibial plateau	HP:0003833
laterally deficient tibial plateaux	HP:0003833
abnormality of the humeri	HP:0003063
abnormality of the humerus	HP:0003063
hyperechoic muscle	HP:0025718
muscle ultrasound hyperechogenicity	HP:0025718
skeletal muscle hyperechogenicity	HP:0025718
elbow limited extension	HP:0001377
limited forearm extension	HP:0001377
restricted elbow extension	HP:0001377
restrict elbow extension	HP:0001377
limited elbow extension	HP:0001377
limitation of elbow extension	HP:0001377
decreased elbow extension	HP:0001377
limited extension at elbows	HP:0001377
limited extension at elbow	HP:0001377
decrease elbow extension	HP:0001377
hypoplastic iliac wing	HP:0002866
