Abnormality of body height	HP:0000002
Anti-carbonic anhydrase II antibody positivity	HP:0033394
Antilactoferrin antibody positivity	HP:0033395
Glomerular extracapillary fibrin	HP:0033396
Bowman-space proteinaceous debris	HP:0033397
Pleural plaque	HP:0033398
Persistent fever	HP:0033399
Acute abdomen	HP:0033400
Acute abdominal pain	HP:0033400
Tissue ischemia	HP:0033401
Digital ischemia	HP:0033402
Testicular ischemia	HP:0033403
Intestinal ischemia	HP:0033404
Abnormal circulating organic amino compound concentration	HP:0033405
Elevated circulating o-phosphoethanolamine concentration	HP:0033406
Elevated urine acetoacetic acid level	HP:0033407
Elevated circulating acetoacetic acid concentration	HP:0033408
Elevated urinary 2-hydroxybutyric acid	HP:0033409
Elevated circulating cartilage oligomeric matrix protein concentration	HP:0033410
Lower extremity akinesia	HP:0033411
Upper extremity akinesia	HP:0033412
Akinesia of the upper extremities	HP:0033412
Hypokinesia of the upper extremities	HP:0033413
Upper extremity hypokinesia	HP:0033413
Hypokinesia of the lower extremities	HP:0033414
Lower extremity hypokinesia	HP:0033414
Cardiac tamponade	HP:0033415
Hip adductor weakness	HP:0033416
Elevated circulating hydroxybutyric acid concentration	HP:0033417
Elevated circulating 2-hydroxybutyric acid concentration	HP:0033418
Elevated circulating 3-hydroxybutyric acid concentration	HP:0033419
Pulmonary arterial plexiform lesion	HP:0033420
Pulmonary artery intimal thickening	HP:0033421
Pulmonary artery adventitial fibrosis	HP:0033422
Pulmonary arterial hypertension with positive acute response to NO challenge	HP:0033423
Pulmonary arterial hypertension with lack of acute response to NO challenge	HP:0033424
Periungual erythema	HP:0033425
Pulmonary air embolism	HP:0033426
Venous air embolism	HP:0033426
Pulmonary capillary angioectasia	HP:0033427
Systemic autoinflammation	HP:0033428
Neuroinflammation	HP:0033429
Non-infectious meningitis	HP:0033430
Cytomegalovirus colitis	HP:0033431
CMV colitis	HP:0033431
Opportunistic viral infection	HP:0033432
Ileocecal ulcer	HP:0033433
Ileo-cecal ulcer	HP:0033433
Perforation of the nasal septum	HP:0033434
Nasal-septum perforation	HP:0033434
Nasal septum perforation	HP:0033434
Abnormal circulating keto acid concentration	HP:0033435
Elevated circulating 3-methyl-2-oxovaleric acid concentration	HP:0033436
Elevated circulating 4-methyl-2-oxopentanoic acid concentration	HP:0033437
Increased circulating alpha-ketoisocaproic acid concentration	HP:0033437
Elevated circulating myoglobin concentration	HP:0033438
Elevated circulating decenoylcarnitine concentration	HP:0033439
Elevated plasma decenoylcarnitine, C10:1	HP:0033439
Elevated circulating O-decenoylcarnitine concentration	HP:0033439
Elevated circulating octenoylcarnitine concentration	HP:0033440
Elevated circulating O-octenoylcarnitine concentration	HP:0033440
Elevated plasma octenoylcarnitine, C8:1	HP:0033440
Elevated circulating hexanoylcarnitine concentration	HP:0033441
Elevated circulating O-hexanoylcarnitine concentration	HP:0033441
Elevated plasma hexanoylcarnitine, C6:0	HP:0033441
Elevated circulating O-glutarylcarnitine concentration	HP:0033442
Elevated circulating glutarylcarnitine concentration	HP:0033442
Elevated plasma glutarylcarnitine, C5-DC	HP:0033442
Elevated circulating propionylcarnitine concentration	HP:0033443
Elevated plasma dodecanoylcarnitine, C12:0	HP:0033444
Elevated circulating dodecanoylcarnitine concentration	HP:0033444
Elevated circulating O-dodecanoylcarnitine concentration	HP:0033444
Reduced circulating acylcarnitine concentration	HP:0033445
Elevated circulating butyrylcarnitine concentration	HP:0033446
Elevated circulating O-butyrylcarnitine concentration	HP:0033446
Elevated circulating O-isovalerylcarnitine concentration	HP:0033447
Elevated circulating isovalerylcarnitine concentration	HP:0033447
Increased mid-arm muscle circumference	HP:0033448
Decreased mid-arm muscle circumference	HP:0033449
Abnormal circulating prealbumin concentration	HP:0033450
Increased circulating prealbumin concentration	HP:0033451
Decreased circulating prealbumin concentration	HP:0033452
Limited neck extension	HP:0033453
Tube feeding	HP:0033454
Elevated urine keto acid level	HP:0033456
Elevated urine 3-methyl-2-oxovaleric acid level	HP:0033457
Elevated urine 4-methyl-2-oxopentanoic acid level	HP:0033458
Increased urine alpha-ketoisocaproic acid level	HP:0033458
Decreased circulating apolipoprotein concentration	HP:0033459
Decreased apolipoprotein level	HP:0033459
Increased circulating apolipoprotein circulation	HP:0033460
Elevated circulating 3-hydroxylinoleylcarnitine concentration	HP:0033461
Elevated plasma 3-OH-Linoleylcarnitine, C18:1-OH	HP:0033461
Elevated circulating oleylcarnitine concentration	HP:0033462
Elevated plasma oleylcarnitine, C18:1	HP:0033462
Elevated circulating 3-OH-palmitoleylcarnitine concentration	HP:0033464
Elevated plasma 3-OH-Palmitoleylcarnitine, C16:1-OH	HP:0033464
Elevated circulating 3-hydroxypalmitoleylcarnitine concentration	HP:0033464
Elevated circulating myristoylcarnitine concentration	HP:0033465
Elevated circulating tetradecanoylcarnitine concentration	HP:0033465
Elevated circulating C14 carnitine concentration	HP:0033465
Weak grip	HP:0033466
Low 10-minute APGAR score	HP:0033467
10-minute APGAR score of 0	HP:0033468
10-minute APGAR score of 1	HP:0033469
10-minute APGAR score of 2	HP:0033470
10-minute APGAR score of 3	HP:0033471
10-minute APGAR score of 4	HP:0033472
10-minute APGAR score of 5	HP:0033473
10-minute APGAR score of 6	HP:0033474
Limited shoulder abduction	HP:0033475
Extractable nuclear antigen positivity	HP:0033476
Abnormal circulating lipoprotein lipase concentration	HP:0033477
Increased circulating lipoprotein lipase concentration	HP:0033478
Elevated lipoprotein lipase level	HP:0033478
Abnormal circulating bilirubin concentration	HP:0033479
Hypobilirubinemia	HP:0033480
Limited lateral neck flexion	HP:0033481
Limited shoulder flexion	HP:0033482
Podocyte infolding	HP:0033483
Elevated circulating linoleylcarnitine concentration	HP:0033484
Elevated plasma linoleylcarnitine, C18:2	HP:0033484
Disruption of the glomerular basement membrane	HP:0033485
Glomerular basement membrane rupture	HP:0033485
Glomerular basement membrane disruption	HP:0033485
Abnormal glomerular basement membrane texture	HP:0033486
Glomerular basement membranes powdery deposit	HP:0033487
Glomerular basement membranes with powdery deposit	HP:0033487
Glomerular endocapillary hypercellularity consisting of leukocytes	HP:0033488
Glomerular endocapillary leukocyte hypercellularity	HP:0033488
Glomerular endocapillary neutrophil hypercellularity	HP:0033489
Glomerular endocapillary foam-cell hypercellularity	HP:0033490
Global mesangial sclerosis	HP:0033491
Podocyte cytoskeletal condensation	HP:0033492
Increased glomerular mesangial matrix	HP:0033493
Mesangial matrix expansion	HP:0033493
Glomerular basement membrane amyloid spicule	HP:0033494
Segmental glomerulosclerosis	HP:0033495
Segmental glomerulosclerosis, perihilar pattern	HP:0033496
Perihilar segmental glomerulosclerosis	HP:0033496
Segmental glomerulosclerosis, tip variant	HP:0033497
Tip variant segmental glomerulosclerosis	HP:0033497
Segmental glomerulosclerosis away from the vascular and tubular poles	HP:0033498
Glomerular basement membrane electron dense deposits	HP:0033499
Subendothelial glomerular basement membrane electron dense deposits	HP:0033500
Subepithelial glomerular basement membrane electron dense deposits	HP:0033501
Abnormal esterified to free carnitine ratio	HP:0033502
Elevated CSF fumarate concentration	HP:0033503
Elevated circulating fumarate concentration	HP:0033504
Livedo reticularis	HP:0033505
Increased esterified to free carnitine ratio	HP:0033506
Decreased esterified to free carnitine ratio	HP:0033507
EBV meningitis	HP:0033508
Epstein-Barr virus meningitis	HP:0033508
Epstein-Barr virus encephalitis	HP:0033509
EBV encephalitis	HP:0033509
Cutaneous horn	HP:0033510
Cornu cutaneum	HP:0033510
Drug addiction	HP:0033511
Stimulant dependence	HP:0033512
Stimulant addiction	HP:0033512
Cocaine dependence	HP:0033513
Cocaine addiction	HP:0033513
Dextroamphetamine dependence	HP:0033514
Dextroamphetamine addiction	HP:0033514
Amphetamine dependence	HP:0033514
Amphetamine addiction	HP:0033514
Opioid dependence	HP:0033515
Opioid addiction	HP:0033515
Benzodiazepine dependence	HP:0033516
Benzodiazepine addiction	HP:0033516
Heroin addiction	HP:0033517
Heroin dependence	HP:0033517
Methylphenidate dependence	HP:0033518
Methylphenidate addiction	HP:0033518
Methamphetamine addiction	HP:0033519
Methamphetamine dependence	HP:0033519
Paradoxical embolism	HP:0033520
Nasal dryness	HP:0033521
Cerebral cavernous malformation	HP:0033522
Abnormal sperm principal piece morphology	HP:0033523
Abnormal sperm axoneme morphology	HP:0033524
Absent sperm axoneme central pair complex	HP:0033525
Absent central pair complex (9+0 pattern)	HP:0033525
Tight heel cord	HP:0033526
Limited ankle dorsiflexion	HP:0033526
Heel cord tightness	HP:0033526
Decreased gonadotropin-stimulated testosterone-to-androstenedione ratio	HP:0033527
Decreased plasma testosterone-to-androstenedione ratio	HP:0033527
Abnormal cardiac output	HP:0033528
Abnormal cardiac index	HP:0033529
Increased cardiac index	HP:0033530
Decreased cardiac index	HP:0033531
Decreased cardiac output	HP:0033532
Increased cardiac output	HP:0033533
Increased circulating brain natriuretic peptide concentration	HP:0033534
Elevated circulating BNP concentration	HP:0033534
Increased B-type natriuretic peptide	HP:0033534
Increased ventricular natriuretic peptide	HP:0033534
Reduced platelet dense granules	HP:0033535
Reduced platelet alpha granules	HP:0033536
Mosaic pulmonary attenuation pattern	HP:0033537
Aortic annulus calcification	HP:0033538
Aortic annular calcification	HP:0033538
Bilateral apical pulmonary fibrosis	HP:0033539
Reversible airflow obstruction	HP:0033540
Reversible pulmonary obstruction	HP:0033540
Irreversible airflow obstruction	HP:0033541
Irreversible pulmonary obstruction	HP:0033541
Peribronchial cuffing	HP:0033542
Bronchial wall thickening	HP:0033542
Peribronchial thickening	HP:0033542
Nicotine dependence	HP:0033543
Nicotine addiction	HP:0033543
Mesangial fibril deposition	HP:0033544
Mesangial fibrillary deposits	HP:0033545
Mesangial microfibril deposition	HP:0033546
Mesangial immunotactoid deposits	HP:0033547
Mesangial amyloid deposition	HP:0033548
Nodular mesangiosclerosis	HP:0033549
Caseating pulmonary granulomatosis	HP:0033550
Necrotizing pulmonary granulomatosis	HP:0033550
Non-necrotizing pulmonary granulomatosis	HP:0033551
Non-caseating pulmonary granulomatosis	HP:0033551
Chronic villitis	HP:0033552
Nonspecific chronic villitis	HP:0033552
Villitis of unknown etiology	HP:0033552
Villitis of unknown aetiology	HP:0033552
Chronic villitis (non-infectious)	HP:0033552
Septic embolism	HP:0033553
Septic emboli	HP:0033553
Anti-Mi2 antibody positivity	HP:0033554
Anti-Ro/SSA antibody positivity	HP:0033555
Anti-Ro/SS-A antibody positivity	HP:0033555
Anti-p62 antibody positivity	HP:0033556
Anti-nucleoporin 62 antibody positivity	HP:0033556
Anti-PR3 antibody positivity	HP:0033557
Anti-proteinase 3 antibody positivity	HP:0033557
Anti-histone antibody positivity	HP:0033558
Anti-myeloperoxidase antibody positivity	HP:0033559
Anti-MPO antibody positivity	HP:0033559
Anti-PM/Scl antibody positivity	HP:0033560
Anti-PM-Scl antibody positivity	HP:0033560
Anti-bactericidal/permeability-increasing protein antibody positivity	HP:0033561
Anti-BPI antibody positivity	HP:0033561
Anti-gp210 antibody positivity	HP:0033562
Anti-glycoprotein-210 antibody positivity	HP:0033562
Anti-tissue transglutaminase antibody positivity	HP:0033563
Anti-tTG antibody positivity	HP:0033563
Stasis dermatitis	HP:0033564
Varicose eczema	HP:0033564
Venous eczema	HP:0033564
Anti-epidermal transglutaminase antibody positivity	HP:0033565
Anti-epidermal transglutaminase (anti-eTG) antibody	HP:0033565
Anti-eTG antibody positivity	HP:0033565
Anti-keratinocyte transglutaminase	HP:0033565
Anti-TG3 antibody	HP:0033565
Abnormal ventricular axis	HP:0033566
Abnormal QRS axis	HP:0033566
Right axis deviation	HP:0033567
RAD	HP:0033567
Electrical right axis deviation	HP:0033567
Left axis deviation	HP:0033568
Electrical left axis deviation	HP:0033568
Extreme axis deviation	HP:0033569
Indeterminate ventricular axis	HP:0033570
Peripheral lung neovascularity	HP:0033571
Anti-H1 antibody positivity	HP:0033572
Anti-H4 antibody positivity	HP:0033573
Anti-H3 antibody positivity	HP:0033574
Anti-H2A antibody positivity	HP:0033575
Anti-H2B antibody positivity	HP:0033576
In situ pulmonary artery thrombosis	HP:0033577
Precapillary pulmonary hypertension	HP:0033578
Pre-capillary pulmonary hypertension	HP:0033578
Decreased growth hormone responses to growth hormone-releasing hormone challenge	HP:0033579
Impaired growth hormone secretory responses after growth hormone-releasing hormone challenge	HP:0033579
Compound motor action potential abnormality	HP:0033580
Absent peripheral lymph nodes in presence of infection	HP:0033581
Pulmonary interstitial lymphocyte infiltration	HP:0033582
Follicular bronchiolitis	HP:0033583
NSIP	HP:0033584
Nonspecific interstitial pneumonitis	HP:0033584
Nonspecific interstitial pneumonia	HP:0033584
Temporally uniform pulmonary inflammation	HP:0033584
Fibrotic non-specific interstitial pneumonia	HP:0033585
Cellular non-specific interstitial pneumonia	HP:0033586
Vulvar abscess	HP:0033587
Labial agglutination	HP:0033588
Synechia vulvae	HP:0033588
Labial adhesion	HP:0033588
Flatulence	HP:0033589
Inguinal abscess	HP:0033590
Groin abscess	HP:0033590
Staghorn renal stone	HP:0033591
Staghorn calculus	HP:0033591
Anti-H3-H4 antibody positivity	HP:0033592
Anti-H2A-H2B antibody positivity	HP:0033593
Primapterinuria	HP:0033594
Elevated urinary 7-biopterin level	HP:0033594
Elevated circulating globotriaosylceramide concentration	HP:0033595
Elevated circulating ceramidetrihexoside concentration	HP:0033595
Elevated urinary 3-methylcrotonylglycine level	HP:0033596
Decreased mucosal sucrase-isomaltase activity	HP:0033597
Fibrillar glomerular subepithelial deposits	HP:0033598
Glomerular amyloid subepithelial deposits	HP:0033599
Fibrillary glomerular subepithelial deposits	HP:0033600
Glomerular subepithelial immune-complex deposits	HP:0033601
Glomerular hyaline subepithelial deposits	HP:0033602
Glomerular subepithelial deposits	HP:0033603
Glomerular capillary wire loop deposits	HP:0033604
Pustulosis	HP:0033605
Pustular rash	HP:0033605
Bone marrow maturation arrest	HP:0033606
Haematopoietic maturation arrest	HP:0033606
Hematopoietic maturation arrest	HP:0033606
Bone marrow arrest at the promyelocytic stage	HP:0033607
Pulmonary nodule	HP:0033608
Spot on the lung	HP:0033608
Solid pulmonary nodule	HP:0033609
Subsolid pulmonary nodule	HP:0033610
Part-solid pulmonary nodule	HP:0033611
Pure ground-glass pulmonary nodule	HP:0033612
Perifissural pulmonary nodule	HP:0033613
Tracheal bronchus	HP:0033614
Displaced tracheal bronchus	HP:0033615
Accessory cardiac bronchus	HP:0033616
Supernumerary tracheal bronchus	HP:0033617
Displaced lobar tracheal bronchus	HP:0033618
Pig bronchus	HP:0033618
Bronchus suis	HP:0033618
Typical perifissural nodule	HP:0033619
Atypical perifissural nodule	HP:0033620
Bronchial diverticula	HP:0033621
Migratory erythematous plaque	HP:0033622
Emotional insecurity	HP:0033625
Increased non-HDL cholesterol concentration	HP:0033626
Elevated non-HDL cholesterol concentration	HP:0033626
Increased urine harderoporphyrin level	HP:0033627
Bowel irritability	HP:0033628
IgG4 autoimmune antibody positivity	HP:0033629
Mental fog	HP:0033630
Mental fatigue	HP:0033630
Brain fog	HP:0033630
Mental clouding	HP:0033630
Spondylitis	HP:0033631
Abnormal alveolar volume	HP:0033632
Decreased alveolar volume	HP:0033633
Increased alveolar volume	HP:0033634
Post-capillary pulmonary hypertension	HP:0033635
Postcapillary pulmonary hypertension	HP:0033635
Combined pre- and post-capillary pulmonary hypertension	HP:0033636
Anti-transglutaminase 2 antibody positivity	HP:0033637
Anti-endomysial antibody positivity	HP:0033637
Intralobular lines	HP:0033638
Intralobular septal thickening	HP:0033638
Septic pulmonary embolism	HP:0033639
Septic pulmonary emboli	HP:0033639
Acetabular erosions	HP:0033640
Aortic cusp calcification	HP:0033641
Aortic valve leaflet calcification	HP:0033641
Aortic valve cusp calcification	HP:0033641
Mitral valve leaflet calcification	HP:0033642
Increased circulating very long-chain fatty acid concentration	HP:0033643
Increased plasma levels of very long-chain fatty acid	HP:0033643
Elevated circulating erythropoietin	HP:0033644
Elevated circulating erythropoietin concentration	HP:0033644
Midline brainstem cleft	HP:0033645
Agenesis of the hippocampal commissure	HP:0033646
Absent hippocampal commissure	HP:0033646
Silhouette sign	HP:0033647
Pulmonary pseudocavity	HP:0033648
Paraseptal emphysema	HP:0033649
Distal acinar emphysema	HP:0033649
Pulmonary parenchymal band	HP:0033650
Pulmonary mycetoma	HP:0033651
Lung fungus ball	HP:0033651
Broncholith	HP:0033652
Bronchocele	HP:0033653
Beaded septum sign	HP:0033654
Pulmonary cavern	HP:0033655
Pulmonary cavity	HP:0033655
Juxtaphrenic peak	HP:0033656
Platelike atelectasis	HP:0033657
Linear atelectasis	HP:0033657
Discoid atelectasis	HP:0033657
Comet tail sign	HP:0033658
Blesovsky syndrome	HP:0033658
Pleural pseudotumor	HP:0033658
Folded lung syndrome	HP:0033658
Helical atelectasis	HP:0033658
Pleuroma	HP:0033658
Rounded atelectasis	HP:0033658
Hand paresthesia	HP:0033660
Hand tingling	HP:0033660
Air crescent	HP:0033661
Air bronchogram	HP:0033662
Air trapping	HP:0033663
Ganglioglioma	HP:0033664
Diminished health-related quality of life	HP:0033665
Diminished physical health	HP:0033666
Diminished physical functioning	HP:0033666
Decline in physical functional health	HP:0033666
Diminished mental health	HP:0033667
Mental impairment	HP:0033667
Reduced mental health	HP:0033667
Abnormal amygdala morphology	HP:0033668
Abnormal morphology of the amygdala	HP:0033668
Enlarged amygdala	HP:0033669
Amygdalar enlargement	HP:0033669
Organizing pneumonia	HP:0033670
Pulmonary oligemia	HP:0033671
Positive carpal Hoffmann Tinel sign	HP:0033672
Positive carpal Tinel sign	HP:0033672
Positive Phalen test	HP:0033673
Phalen manoeuvre	HP:0033673
Phalen maneuver	HP:0033673
Pulmonary blood flow redistribution	HP:0033674
Frailty	HP:0033675
PTSD	HP:0033676
Posttraumatic stress symptom	HP:0033676
Acute respiratory distress syndrome	HP:0033677
ARDS	HP:0033677
Acute coronary syndrome	HP:0033678
Abnormal red nucleus morphology	HP:0033679
Pilocytic astrocytoma	HP:0033680
Oligodendroglioma	HP:0033681
Pleomorphic xanthoastrocytoma	HP:0033682
Brisk jaw jerk	HP:0033683
Jaw hyperreflexia	HP:0033683
Abnormal muscle fiber-type distribution	HP:0033684
Fibre type grouping	HP:0033685
Fiber type grouping	HP:0033685
Megamitochondria	HP:0033686
Mitochondrial hypertrophy	HP:0033686
Short term memory impairment	HP:0033687
Short term memory loss	HP:0033687
Long term memory loss	HP:0033688
Long term memory impairment	HP:0033688
Anterograde amnesia	HP:0033689
Anterograde memory impairment	HP:0033689
Retrograde memory impairment	HP:0033690
Retrograde amnesia	HP:0033690
Procedural memory deficit	HP:0033691
Impaired procedural memory	HP:0033691
Procedural memory loss	HP:0033691
Impaired declarative memory	HP:0033692
Declarative memory loss	HP:0033692
Olfactory hallucination	HP:0033693
Phantom odor	HP:0033693
Phantosmia	HP:0033693
Phantom smell	HP:0033693
Phantom odour	HP:0033693
Tactile hallucination	HP:0033694
Tactile hallucinations	HP:0033694
Occupational disability	HP:0033695
Pseudo-chilblain	HP:0033696
Chilblain-like lesion	HP:0033696
Vesicular eruption	HP:0033697
Monomorphic vesicular eruption	HP:0033698
Polymorphic vesicular eruption	HP:0033699
Papulo-vesicular eruption	HP:0033700
Papulovesicular eruption	HP:0033700
Cortical sclerosis of the iliac wing	HP:0033701
Subpleural curvilinear line	HP:0033702
DNT	HP:0033703
Dysembryoplastic neuroepithelial tumor	HP:0033703
DNET	HP:0033703
Elevated urinary homogentisic acid	HP:0033704
Tearfulness	HP:0033705
Progressive massive fibrosis	HP:0033706
Perioral hyperkeratosis	HP:0033707
Anti-3-hydroxy- 3-methylglutaryl-coA reductase antibody positivity	HP:0033708
Anti-3-hydroxy- 3-methylglutaryl-coA reductase antibodies	HP:0033708
Anti-HMGCR autoantibodies	HP:0033708
Increased phlegm	HP:0033709
Increased sputum production	HP:0033709
Dyspnoea at rest	HP:0033710
Shortness of breath at rest	HP:0033710
Rest dyspnea	HP:0033710
Breathlessness at rest	HP:0033710
Dyspnea at rest	HP:0033710
Pulmonary interstitial thickening	HP:0033711
Repeated implantation failure	HP:0033712
Recurrent implantation failure	HP:0033712
Anti-SRP antibody positivity	HP:0033713
Anti-signal recognition particle antibody positivity	HP:0033713
Multiple meningiomas	HP:0033714
Multifocal meningiomata	HP:0033714
Multiple meningiomata	HP:0033714
Mesial temporal sclerosis	HP:0033715
Hippocampal sclerosis	HP:0033715
EEG with frontal epileptiform discharges	HP:0033716
EEG with temporal epileptiform discharges	HP:0033717
EEG with central epileptiform discharges	HP:0033718
EEG with parietal epileptiform discharges	HP:0033719
EEG with occipital epileptiform discharges	HP:0033720
EEG with centrotemporal epileptiform discharges	HP:0033721
Autonomic aura	HP:0033722
Autonomic epileptic aura	HP:0033722
Autonomic auras	HP:0033722
Vegetative aura	HP:0033722
Abnormal dural venous sinus morphology	HP:0033723
Abnormal cerebral venous sinus morphology	HP:0033723
Abnormality of the cerebral venous sinuses	HP:0033723
Cerebral venous sinus thrombosis	HP:0033724
Small corpus callosum	HP:0033725
Thin corpus callosum	HP:0033725
Thinning of the corpus callosum	HP:0033725
Lupus nephritis	HP:0033726
Class IV lupus nephritis	HP:0033727
Diffuse lupus nephritis	HP:0033727
Class II lupus nephritis	HP:0033728
Mesangial proliferative lupus nephritis	HP:0033728
Minimal mesangial lupus nephritis	HP:0033729
Class I lupus nephritis	HP:0033729
Membranous lupus nephritis	HP:0033730
Class V lupus nephritis	HP:0033730
Focal lupus nephritis	HP:0033731
Class III lupus nephritis	HP:0033731
Class VI lupus nephritis	HP:0033732
Advanced sclerotic lupus nephritis	HP:0033732
Low-grade vesicoureteral reflux	HP:0033733
High-grade vesicoureteral reflux	HP:0033734
VUR I	HP:0033735
Grade I VUR	HP:0033735
Grade I vesicoureteral reflux	HP:0033735
Grade II vesicoureteral reflux	HP:0033736
VUR II	HP:0033736
Grade II VUR	HP:0033736
VUR III	HP:0033737
Grade III vesicoureteral reflux	HP:0033737
Grade III VUR	HP:0033737
Primary vesicoureteral reflux	HP:0033738
Secondary vesicoureteral reflux	HP:0033739
Grade V vesicoureteral reflux	HP:0033740
Grade V VUR	HP:0033740
VUR V	HP:0033740
Grade IV VUR	HP:0033741
VUR IV	HP:0033741
Grade IV vesicoureteral reflux	HP:0033741
Intrarenal reflux	HP:0033742
Macular agenesis	HP:0033743
Global cerebellar dysplasia	HP:0033744
Dysplasia of the superior cerebellar vermis	HP:0033745
Pain between shoulder blades	HP:0033746
Intrascapular pain	HP:0033746
Abnormal exteroceptive sensation	HP:0033747
Numbness	HP:0033748
Hypoesthesia	HP:0033748
Hypoaesthesia	HP:0033748
Abnormal functional residual capacity	HP:0033749
Reduced functional residual capacity	HP:0033750
Elevated functional residual capacity	HP:0033751
Abnormal residual volume	HP:0033752
Reduced residual volume	HP:0033753
Abnormal left ventricular end-diastolic volume	HP:0033754
Increased left ventricular end-diastolic volume	HP:0033755
Decreased left ventricular end-diastolic volume	HP:0033756
Pancreatic fatty replacement	HP:0033757
Pancreatic lipomatosis	HP:0033757
Fatty pancreas	HP:0033757
Pancreatic fatty infiltration	HP:0033757
Non-alcoholic fatty pancreatic disease	HP:0033757
Pancreatic steatosis	HP:0033757
Pancreatic lipomatous pseudohypertrophy	HP:0033757
Labial abscess	HP:0033758
Abscess of the labia	HP:0033758
Impaired renal tubular reabsorption of magnesium	HP:0033759
Decreased maximal oxygen uptake	HP:0033760
Xanthogranulomatous pyelonephritis	HP:0033761
Middle cerebral artery stroke	HP:0033762
Polymelia	HP:0033766
Abnormal single motor unit action potential	HP:0033767
Penile thrush	HP:0033768
Penile candidiasis	HP:0033768
Gastric polyposis	HP:0033769
Fundic gland polyposis	HP:0033769
Proximal polyposis of the stomach	HP:0033769
Fundic gland polyps	HP:0033769
Gastric adenocarcinoma	HP:0033770
Pleuritic chest pain	HP:0033771
Abnormal RV/TLC ratio	HP:0033772
Decreased RV/TLC ratio	HP:0033773
Impaired renal tubular reabsorption of uric acid	HP:0033774
Pulmonary imaging sign	HP:0033775
Enamel pearls	HP:0033776
Supernumerary cusp	HP:0033777
Extra cusp	HP:0033777
Additional cusp	HP:0033777
Leung cusp	HP:0033778
Barrel-shaped tooth	HP:0033779
Bulbous tooth	HP:0033780
Tapered tooth	HP:0033781
Crescent-shape tooth	HP:0033782
Semicircular tooth	HP:0033782
Semilunar tooth	HP:0033782
Tooth, semilunar	HP:0033782
Hutchinson incisor	HP:0033782
Molar incisor malformation	HP:0033783
Dentin dysplasia	HP:0033784
Enamel agenesis	HP:0033785
Enamel opacity	HP:0033786
Hypomature enamel	HP:0033786
Cementum aplasia	HP:0033787
Cementum hypoplasia	HP:0033787
Hypercementosis	HP:0033788
Cementum overgrowth	HP:0033788
Drumstick-shaped root	HP:0033788
Cementum overdeveloped	HP:0033788
Cementum hypertrophy	HP:0033788
Cementation hyperplasia	HP:0033788
Thistle tube shaped pulp	HP:0033790
Flame-shaped pulp	HP:0033790
Tooth ankylosis	HP:0033791
Cross bite	HP:0033792
Acral overgrowth	HP:0033794
Acromegalic growth	HP:0033794
Acromegaly	HP:0033794
Acral enlargement	HP:0033794
Acral hypertrophy	HP:0033794
Growth without growth hormone	HP:0033795
Abnormal leukocyte physiology	HP:0033796
Abnormal leukocyte migration	HP:0033797
Leukocyte migration defect	HP:0033797
Defects of leukocyte migration	HP:0033797
Impaired leukocyte adhesion	HP:0033798
Abnormal circulating sex steroid concentration	HP:0033799
Abnormal circulating sex hormone concentration	HP:0033799
Abnormal circulating gonadal steroid concentration	HP:0033799
Abnormal circulating gonadocorticoid concentration	HP:0033799
Blistering by anatomical location	HP:0033800
Blistering by histological location	HP:0033801
Intra-epidermal blistering	HP:0033802
Blistering with sub-lamina densa plane of cleavage	HP:0033803
Sub-lamina densa cleavage	HP:0033803
Subepidermal blistering	HP:0033804
Non-necrotizing granuloma	HP:0033805
Abnormal epidermis stratum granulosum morphology	HP:0033806
Absent keratohyalin granules	HP:0033807
Spermatocele	HP:0033808
Increased circulating 17 hydroxypregnenolone concentration	HP:0033809
Decreased circulating dihydrotestosterone concentration	HP:0033810
Abnormal circulating androstenedione concentration	HP:0033811
Decreased circulating androstenedione concentration	HP:0033812
Pulmonary mass	HP:0033821
Mass on thoracic imaging	HP:0033822
Mediastinal mass	HP:0033823
Pleural mass	HP:0033824
Superior mediastinal mass	HP:0033825
Inferior mediastinal mass	HP:0033826
Anterior mediastinal mass	HP:0033827
Middle mediastinal mass	HP:0033828
Posterior mediastinal mass	HP:0033829
Hyperdense pulmonary mass	HP:0033830
Cavitating pulmonary mass	HP:0033831
Livedoid dermatitis	HP:0033832
Livedo	HP:0033832
Elevated circulating interleukin-2 receptor alpha-chain	HP:0033833
Elevated circulating soluble CD25 concentration	HP:0033833
Malaise	HP:0033834
Abnormal renal vascular morphology	HP:0033835
Abnormal kidney arterial blood vessel morphology	HP:0033836
Abnormal intrarenal artery morphology	HP:0033836
Abnormalities of arcuate arteries	HP:0033837
Abnormal arcuate artery morphology	HP:0033837
Dysphoria	HP:0033838
Testicular pain	HP:0033839
Pain in testicles	HP:0033839
Postmenopausal bleeding	HP:0033840
Ocular itch	HP:0033841
Itchy eyes	HP:0033841
Ocular pruritus	HP:0033841
Early satiety	HP:0033842
Not able to finish a normal-sized meal	HP:0033842
Feeling full quickly when eating	HP:0033842
Postprandial fullness	HP:0033843
Racing thoughts	HP:0033844
Tachyphrenia	HP:0033844
Sense of doom	HP:0033845
Sense of impending doom	HP:0033845
Spinal hypomyelination	HP:0033846
Phantageusia	HP:0033847
Phantom taste	HP:0033847
Fluent aphasia	HP:0033848
Receptive aphasia	HP:0033848
Wernicke aphasia	HP:0033848
Bilingual aphasia	HP:0033849
Coolness to palpation	HP:0033850
Cold skin temperature	HP:0033850
Cool skin	HP:0033850
Coldness	HP:0033850
