Abnormality of taste sensation	HP:0000223
High maternal serum alpha-fetoprotein MoM	None
High maternal serum alpha-fetoprotein	None
Umbilical cord hematoma	None
Umbilical cord haematoma	None
Fetal anemia	None
1-minute APGAR score of 6	None
Low maternal serum alpha-fetoprotein	None
Low maternal circulating alpha-fetoprotein concentration	None
10-minute APGAR score of 6	None
Abnormal cord blood measurement	None
Spontaneous abortion, recurrent	None
Recurrent spontaneous abortion	None
Foetal renal pelvic dilatation	None
Mild foetal hydronephrosis	None
Fetal pyelectasis	None
Foetal pyelectasis	None
Fetal renal pelvic dilatation	None
Mild fetal hydronephrosis	None
Umbilical vein varix	None
Incomplete breech presentation	None
Foetal hyperkinesia	None
Fetal hyperkinesia	None
Increased foetal movement	None
Increased fetal movement	None
Long umbilical cord	None
Abnormal umbilical artery doppler waveform during pregnancy	None
Abnormal fetal cardiovascular physiology	None
Maternal anticardiolipin antibody positive	None
Delivery by Odon device	None
Reversed end-diastolic umbilical artery flow	None
Abnormal umbilical blood flow measurement	None
Abnormal fetal skeletal morphology	None
Sonographic non-visualized fetal bladder	None
Placenta percreta	None
Abnormal placental pentration beyond the uterine wall	None
High blood phenylalanine level in mother	None
Maternal hyperphenylalaninemia	None
Fetal choroid plexus cysts	None
Foetal choroid plexus cysts	None
5-minute APGAR score of 4	None
Edematous chorionic villi	None
Repeated implantation failure	None
Recurrent implantation failure	None
Congenital pulmonary airway malformation	None
Congenital cystic disease of the lung	None
Congenital cystic adenomatoid malformation of the lung	None
Cystic adenomatoid lung disease	None
CCAM	None
5-minute APGAR score of 1	None
Abnormality of the umbilical cord	None
Umbilical cord issue	None
Maternal hypertension	None
Zygotic cleavage failure	None
Failure of zygotic cell division	None
Low maternal circulating estriol concentration	None
Low maternal serum estriol	None
Placental thickness increased	None
Increased placental thickness	None
Low cord blood oxygen level	None
Hypoxemia in cord blood	None
Fetal pericardial effusion	None
Caseous vernix-like desquamation	None
Greasy, thick vernix caseosa-like scale	None
Increased fetal long bone echogenicity	None
Foetal cystic hygroma	None
Fetal cystic hygroma	None
Abnormal fetal pulmonary morphology	None
Abnormal fetal morphology	None
Structural fetal anomaly	None
Enlarged foetal cisterna magna	None
Enlarged fetal cisterna magna	None
Lemon sign	None
Extra-abdominal umbilical vein varix	None
Premature rupture of membranes	None
Meconium staining of amniotic fluid	None
Meconium stained amniotic fluid	None
Meconium-stained amniotic fluid	None
Hydrops of the placenta	None
Hydropic placenta	None
Fetal nuchal edema	None
Two vessel cord	None
Single umbilical artery	None
Two vessel umbilical cord	None
Two-vessel cord	None
2 vessel umbilical cord	None
Only one artery in umbilical cord instead of two	None
2 vessel cord	None
Desquamation of skin soon after birth	None
Therapeutic abortion	None
5-minute APGAR score of 3	None
Subchorionic thrombohematoma	None
Breus' mole	None
Abnormal CO2 level in cord blood	None
Abnormal umbilical cord blood levels of carbon dioxide	None
Abnormal carbon dioxide level in cord blood	None
Low maternal serum hCG	None
Low maternal serum chorionic gonadotropin	None
Low maternal circulating chorionic gonadotropin concentration	None
Pre-eclampsia	None
Preeclampsia	None
10-minute APGAR score of 0	None
Abnormality of the fetal circulation system	None
Abnormality of the foetal cardiovascular system	None
Abnormal fetal cardiovascular morphology	None
Abnormality of the foetal circulation system	None
Abnormality of the fetal cardiovascular system	None
Persistent patent ductus venosus	None
Placental issue	None
Abnormal placenta morphology	None
Abnormality of the placenta	None
gestational diabetes	None
maternal hyperglycemia	None
Maternal diabetes	None
Decreased middle cerebral artery pulsatility index	None
Abnormal amniotic fluid	None
Abnormality of the amniotic fluid	None
Agenesis of the ductus venosus	None
Ductus venosus agenesis	None
Premature delivery	None
Shortened gestation time	None
Premature delivery of affected infants	None
Premature birth	None
Preterm birth	None
Preterm delivery	None
Maternal teratogenic exposure	None
Abnormal fetal central nervous system morphology	None
Abnormal fetal CNS morphology	None
Maternal vascular malperfusion	None
Fetal polyuria	None
Foetal polyuria	None
10-minute APGAR score of 5	None
Furcate cord insertion	None
Placenta increta	None
Increased fetal lens echogenicity	None
Abruptio placentae	None
Placental abruption	None
Fetal distress	None
Foetal distress	None
Amniotic bands	None
Amniotic constriction ring	None
Pseudoainhum	None
Congenital constriction band sequence	None
Amniotic constriction band	None
Abnormal fetal physiology	None
Functional fetal anomaly	None
Low 1-minute APGAR score	None
Low one-minute APGAR score	None
Four-vessel umbilical cord	None
Hyperoxemia in cord blood	None
High cord blood oxygen level	None
Fetal chylothorax	None
Abnormal fetal nasal bone visualization	None
1-minute APGAR score of 3	None
Secondary Caesarian section	None
Elevated fetal middle cerebral artery peak systolic velocity	None
Small placenta	None
Redundant septum primum flap	None
Fetal atrial septal dilatation	None
Foramen ovale aneurysm	None
Fetal lower urinary tract obstruction	None
Feet or buttocks of foetus positioned near opening of uterus	None
Feet or buttocks of fetus positioned near opening of uterus	None
Breech presentation at birth	None
Breech presentation	None
Early severe fetal akinesia sequence	None
Early severe foetal akinesia sequence	None
Foetal akinesia	None
Fetal akinesia sequence	None
Fetal akinesia	None
Foetal akinesia sequence	None
Low maternal serum PAPP-A	None
Low maternal circulating PAPP-A concentration	None
Oligohydramnios	None
Decreased amniotic fluid index	None
Low levels of amniotic fluid	None
Maternal oligohydramnios	None
Premature delivery because of cervical insufficiency or membrane fragility	None
Battledore placenta	None
Marginal cord insertion	None
Marginal umbilical cord insertion	None
Thickened nuchal skin	None
Thickened nuchal skin fold	None
Increased nuchal fold	None
Thickened skin folds of neck	None
Thickened skin over the neck	None
Increased nuchal fold thickness	None
Thick nuchal fold	None
Excess nuchal skin	None
Abnormal fetal genitourinary system morphology	None
Omphalitis	None
Umbilical cord stump infection	None
Neonatal omphalitis	None
Fetal anomaly	None
Congenital portosystemic venous shunt	None
Underdeveloped fetal nose bone	None
Underdeveloped foetal nose bone	None
Hypoplasia of fetal nasal bone	None
Hypoplasia of foetal nasal bone	None
Moderate to late preterm birth	None
1-minute APGAR score of 1	None
5-minute APGAR score of 6	None
Abnormal intrauterine movements	None
Prenatal movement abnormality	None
Vasa previa	None
Umbilical cord cyst	None
Reduced fetal femur/foot length ratio	None
Elevated umbilical artery pulsatility	None
Increased umbilical artery pulsatility index	None
Elevated umbilical artery Dopplers	None
Champagne cork sign	None
Cephalohematoma	None
Cephalohaematoma	None
High maternal serum chorionic gonadotropin	None
High maternal serum hCG	None
High maternal circulating chorionic gonadotropin concentration	None
Fetal head anomaly	None
Vaginal birth after Caesarian	None
Amnion-chorion separation	None
Spontaneous chorioamniotic separation	None
Formation of multiple pronuclei during fertilization	None
Hyperemesis gravidarum	None
Abnormal cord blood oxygen levels	None
Abnormal O2 level in cord blood	None
Abnormal oxygen amount in umbilical cord blood	None
Abnormal oxygen level in cord blood	None
Fetal scalp mass	None
Fetal skin edema	None
Choriocarcinoma	None
10-minute APGAR score of 4	None
Hypoplastic nasal bone	None
Distended jugular lymphatic sacs	None
Low 5-minute APGAR score	None
Low five-minute APGAR score	None
1-minute APGAR score of 0	None
Absent end-diastolic umbilical artery flow	None
Abnormality of ductus venosus blood flow	None
Single-twin demise	None
Intrauterine fetal demise of one twin after midgestation	None
Intrauterine foetal demise of one twin after midgestation	None
Large placenta	None
Placental enlargement	None
Twin-to-twin transfusion	None
Twin to twin transfusion syndrome	None
Placenta acreta	None
Short fetal humerus length	None
Short fetal long bone in upper arm length	None
Short foetal humerus length	None
Short foetal long bone in upper arm length	None
Absence of fetal nasal bone	None
Unossified nasal bone	None
Absent fetal nasal bone	None
Abnormality of prenatal development or birth	None
Very preterm birth	None
Eclampsia	None
Amniotic Sheet	None
Amniotic shelf	None
Forceps delivery	None
Abnormal maternal serum screening	None
Maternal fever during pregnancy	None
Maternal fever in pregnancy	None
5-minute APGAR score of 0	None
Caesarian section	None
Maternal virilization in pregnancy	None
Low APGAR score	None
Abnormal placental adhesion into the uterine wall	None
Subchorionic septal cyst	None
Absent lanugo	None
Abnormal fetal long-bone echogenicity	None
Non-immune fetal hydrops	None
Hydrops fetalis, non-immune	None
Hydrops fetalis, nonimmune	None
Nonimmune hydrops	None
Non-immune foetal hydrops	None
Nonimmune hydrops fetalis	None
Peripheral cyanosis	None
Abnormal location of eyebrows	None
Abnormal location of the eyebrow	None
Abnormally placed eyebrows	None
Differential cyanosis	None
Oropharyngeal squamous cell carcinoma	None
Vesicular eruption	None
Spinous keratoses of palms and soles	None
Absent eyelashes	None
Atrichia of eyelashes	None
Aplasia of eyelashes	None
Failure of development of eyelashes	None
Agenesis of eyelashes	None
Abnormal cutaneous collagen fibril morphology	None
Epidermal thickening	None
Abnormality of keratinization	None
Generalised ichthyosis	None
Generalized ichthyosis	None
Absent/small sweat glands	None
Absent/underdeveloped sweat glands	None
Aplasia/Hypoplasia of the sweat glands	None
Perifollicular hyperkeratosis	None
Elevated terminal:vellus ratio	None
Increased facial hair growth	None
Facial hypertrichosis	None
Projection of scalp hair onto lateral cheek	None
Hair displacement, preauricular, towards lateral cheekbone	None
Preauricular hair displacement	None
Hair growing down to cheek	None
Recurrent vulvovaginal candidiasis	None
Skin nodule	None
Growth of abnormal tissue on or under the skin	None
Underdeveloped sweat glands	None
Hypoplastic sweat glands	None
Serpiginous cutaneous lesion	None
Serpiginous eruption	None
Generalized seborrheic dermatitis	None
Generalised seborrheic dermatitis	None
Generalized seborrheic eczema	None
Generalised seborrheic eczema	None
Trichoschisis	None
Onycholysis of fingernails	None
Onycholysis of fingernail	None
Detachment of fingernails	None
Patchy loss of skin colour	None
Hypopigmented skin patches	None
Patchy loss of skin color	None
Symmetric great toe depigmentation	None
Abnormality of hairline at front of head	None
Abnormality of the frontal hairline	None
Cutaneous leiomyomata	None
Cutaneous leiomyomas	None
Cutaneous leiomyoma	None
Pitted nails	None
Nail pits	None
Nail pitting	None
Hypohidrosis or hyperhidrosis	None
Lack of sweating or excessive sweating	None
Perifollicular fibroma	None
Superficial spreading melanoma	None
Red-blue papule	None
Erythematous papule	None
Nail bed haemorrhage	None
Nail bed hemorrhage	None
Periarticular subcutaneous nodules	None
Monilethrix	None
Absent skin pigmentation	None
Lack of skin coloration	None
Cutaneous mastocytosis	None
Vascular skin abnormality	None
Vascular abnormalities restricted to skin	None
Skin vascular malformation	None
Decreased palmar creases	None
Shallow palmar creases	None
Hypoplastic palmar creases	None
Shallow palm line	None
Poorly formed palmar creases	None
Abnormality of pace of hair growth	None
Abnormality of hair growth rate	None
Abnormality of speed of hair growth	None
Pyoderma gangrenosum	None
Psoriasis	None
Psoriasiform dermatitis	None
Keratoacanthoma	None
Triple row of eyelashes	None
Three rows of eyelashes	None
Livedoid dermatitis	None
Livedo	None
Deep wrinkles in soles of feet	None
Deep plantar creases	None
Hyperpigmented streaks	None
Congenital absence of skin	None
Absence of part of skin at birth	None
Aplasia cutis congenita	None
Congenital scars	None
Cutis aplasia	None
Abnormality of nail color	None
Nail dyschromia	None
Abnormality of nail colour	None
Conjunctival telangiectases	None
Small dilated blood vessels near membrane covering front of eye and eyelids	None
Conjunctival telangiectasia	None
Telangiectasia, conjunctival	None
Yellow skin plaque	None
Acral lentiginous melanoma	None
Skin dimples	None
Skin dimple	None
Hyperkeratosis of the palms and soles	None
Thickening of the outer layer of the skin of the palms and soles	None
Palmoplantar keratoses	None
Palmoplantar keratosis	None
Hyperkeratosis of palms and soles	None
Palmoplantar hyperkeratosis	None
Thickened palms and soles	None
Thick palms and soles	None
Palmoplantar psoriasis	None
Palmoplantar scaling skin	None
Angiooedema	None
Quincke edema	None
Angioedema	None
Quincke oedema	None
Angioneurotic oedema	None
Nevus roseus	None
Heliotrope erythema	None
Heliotrope rash	None
Dorsocervical fat pad	None
Buffalo hump	None
Xerosis	None
Dry skin	None
Increased fat below the skin in trunk	None
Increased subcutaneous truncal adipose tissue	None
Genital warts	None
Hyperkeratosis, generalized	None
Hyperkeratosis, generalised	None
Generalised hyperkeratosis	None
Generalized hyperkeratosis	None
Nevus spilus	None
Speckled lentiginous Nevus	None
Dystrophic toenail changes	None
Dystrophic toenails	None
Dystrophic toenail	None
Poor toenail formation	None
Abnormal dermoepidermal junction morphology	None
Palmoplantar pustules	None
Palmoplantar pustulosis	None
Pustulosis palmaris et plantaris	None
Pustulosis of palms and soles	None
Linear hyperpigmentation	None
Small thumbnail	None
Hypoplastic thumbnail	None
Underdeveloped thumbnail	None
Gastrointestinal telangiectasia	None
GI telangiectasia	None
Small, enlarged blood vessels near skin	None
Popliteal pterygium	None
Recurrent cutaneous fungal infections	None
Irregular hyperpigmentation	None
Hypoplastic dermoepidermal hemidesmosomes	None
Carbuncle	None
Spinal dimple	None
Pilonidal dimple	None
Sacral dimple	None
Chronic oral thrush	None
Chronic oral candidiasis	None
Thin lower eyelashes	None
Sparse lower eyelashes	None
Partial absence of lower eyelashes	None
Hypotrichosis of lower eyelashes	None
Scanty lower eyelashes	None
Caseous vernix-like desquamation	None
Greasy, thick vernix caseosa-like scale	None
Pale pigmentation	None
Generalised hypopigmentation	None
Fair skin	None
Generalized hypopigmentation	None
Hypohidrotic ectodermal dysplasia	None
Palatal angioectasia	None
Palatal telangiectasia	None
Telangiectasia of the roof of the mouth	None
Palate telangiectases	None
Palate telangiectasia	None
Spider veins of the roof of the mouth	None
Palatal spider veins	None
Palate teleangiectases	None
Abnormality of hair texture	None
Abnormality of hair consistency	None
Abnormality of hair curl pattern	None
Abnormality of hair volume	None
Palmar telangiectasia	None
Telangiectases of palms and soles	None
Teleangiectases of palms	None
Extension of eyebrows towards upper eyelid	None
Abnormally loose or hyperelastic skin	None
Abnormally lax or hyperextensible skin	None
Abnormally loose or stretchable skin	None
Bull's eye rash	None
Abnormal number of hair whorls	None
Abnormal number of hair swirls	None
Extra hair whorl	None
Supernumary hair swirls	None
Extra hair swirls	None
Supernumary hair whorl	None
Double crown (hair whorls)	None
Cheekbone rash	None
Butterfly rash	None
Malar rash	None
Circumferential skin creases on extremities	None
Absent nail of fifth finger	None
Absent fifth fingernail	None
Hordeolum externum	None
Gustatory sweating	None
Epidermal nevi	None
Epidermal nevus	None
Nevus simplex	None
Nevus flammeus	None
port-wine stain	None
Localized epidermolytic hyperkeratosis	None
Localised epidermolytic hyperkeratosis	None
Abnormal fetal skin morphology	None
Cutaneous osteosis	None
Osteoma cutis	None
Miliary osteoma	None
Osteomatosis	None
Spiegler-Fendt sarcoid	None
Lymphocytoma cutis	None
Skin pseudolymphoma	None
Chilblains	None
Chilblain lesions	None
Abnormality of the nail	None
Nail disease	None
Mottled pigmentation of photoexposed areas	None
Abnormal skin structure	None
Abnormal skin morphology	None
Abnormality of skin morphology	None
Dilated superficial abdominal veins	None
Dilatation of the superficial abdominal veins	None
Laterally curved eyebrow	None
Unusual skin infection	None
Irregular hyperpigmentation of back	None
Cobblestone-like hyperkeratosis	None
Freckling	None
Acute cutaneous wound	None
Congenital partial albinism on face, trunk, or limbs	None
Partial albinism	None
Congenital partial leucoderma	None
Partial absent skin pigmentation	None
Xanthelasma palpebrarum	None
Xanthoma of eyelid	None
Xanthoma	None
Xanthoma of periocular region	None
Xanthelasma	None
Fatty deposits in skin around the eyes	None
Xanthelasma of eyelid	None
Fatty deposits on eyelids	None
Xanthelasma of periocular region	None
Lack of eyebrow curvature	None
Straight eyebrows	None
Straight eyebrow	None
Lack of eyebrow arch	None
Flat eyebrow	None
Horizontal eyebrow	None
Pili torti	None
Flattened and twisted hair	None
Abnormality of the toenails	None
Abnormal toenail morphology	None
Abnormality of the toenail	None
Sweating dysfunction	None
Anhydrosis	None
Lack of sweating	None
Anhidrosis	None
Sudomotor dysfunction	None
Psoriatic-like lesion	None
Erythematosquamous plaque	None
Psoriasiform lesion	None
Erythemato-squamous plaque	None
Subcutaneous calcification	None
Skin calcification	None
Skin-colored papule	None
Flesh-colored papule	None
Medial thinning of eyebrow	None
Sparse medial eyebrow	None
Angioma serpentinum	None
Keratosis pilaris	None
Carpet tack sign	None
Hyperkeratosis pilaris	None
Follicular keratosis	None
Follicular plugging	None
Lichen pilaris	None
Chicken skin	None
Follicular keratotic plug	None
Bowed and upward slanting eyebrows	None
Thick, flared eyebrows	None
High arched eyebrows	None
High, rounded eyebrows	None
Broad, arched eyebrows	None
High-arched eyebrows	None
Arched eyebrows	None
Highly arched eyebrow	None
Wrinkled skin	None
Premature skin wrinkling	None
Cutaneous myxoma	None
Hyperkeratosis, palmoplantar, focal friction-related	None
Focal friction-related palmoplantar hyperkeratosis	None
Linear arrays of macular hyperkeratoses in flexural areas	None
Macular hyperpigmented dermopathy	None
Onychomadesis	None
Fragmented elastic fibres in the dermis	None
Fragmented elastic fibers in the dermis	None
Linear C3 deposits along the epidermal basement membrane zone	None
Onychogryposis	None
Thick nail	None
Thickened nails	None
Dystrophic thickened nails	None
Intermittent yellow skin	None
Intermittent icterus	None
Intermittent yellowing of skin	None
Intermittent jaundice	None
Sporadic excessive sweating	None
Hyperhidrosis, episodic	None
Episodic hyperhidrosis	None
Prominent veins	None
Marked subcutaneous veins	None
Prominent superficial veins	None
Aplasia cutis congenita over parietal area	None
Absent cutis congenita over parietal area	None
Chronic furunculosis	None
Acquired abnormal hair pattern	None
Anetoderma	None
Hypoplastic fifth fingernail	None
Underdeveloped fingernail of pinkie finger	None
Underdeveloped fifth fingernail	None
Underdeveloped fingernail of little finger	None
Underdeveloped fingernail of pinky finger	None
Generalised bronze hyperpigmentation	None
Bronze skin	None
Generalized bronze hyperpigmentation	None
Angiokeratoma circumscriptum naeviforme	None
Eruptive xanthomas	None
Telangiectasia macularis eruptiva perstans	None
Congenital giant melanocytic nevus	None
Giant pigmented hairy nevus	None
Giant pigmented mole	None
Giant pigmented nevus	None
Fingernail dysplasia	None
Dysplastic fingernails	None
Abnormal fingernail development	None
Reduced terminal:vellus ratio	None
Oral cavity telangiectasia	None
Angioectasias of the mouth	None
Oral cavity teleangiectasia	None
Spider veins of the oral cavity	None
Spider veins of the mouth	None
Angioectasias of the oral cavity	None
Extra skin on fingers	None
Redundant skin on fingers	None
Lentigo maligna melanoma	None
Dermatoglyphic ridges abnormal	None
Nodular melanoma	None
Absent pigmentation of the limbs	None
Orthokeratosis	None
Macular telangiectasia	None
Juxtafoveal telangiectasia	None
Parafoveal telangiectasia	None
Aged leonine appearance	None
Pyoderma	None
Pus-filled lesion	None
Atheroeruptive xanthoma	None
Streaks of hyperkeratosis along each finger onto the palm	None
Anagen effluvium	None
Axillary and groin hyperpigmentation and hypopigmentation	None
Coarse hair	None
Rough hair texture	None
Coarse hair texture	None
Poor wound healing	None
Absent/small toenails	None
Absent/underdeveloped toenails	None
Aplastic/hypoplastic toenail	None
Hypoplastic-absent toenails	None
Aplastic/hypoplastic toenails	None
Multiple pterygia	None
Hair sulfur content reduced	None
Reduced hair sulfur content	None
Eyelashes fell out	None
Milphosis	None
Ciliary Madarosis	None
Loss of eyelashes	None
Missing eyelashes	None
Macular hypopigmented whorls, streaks, and patches	None
Hyperpigmented nevi and streak	None
Hyperpigmentation of exposed areas	None
Hyperpigmentation in sun-exposed areas	None
Increased pigmentation in sun-exposed areas	None
Abnormal perifollicular morphology	None
Boil	None
Furuncle	None
Skin dimple over apex of long bone angulation	None
Beaked nails	None
Blistering by histological location	None
Exanthem	None
Spontaneous hematomas	None
Erythematous plaque	None
Violaceous plaque	None
Eczematoid dermatitis	None
Blue discoloration of the skin	None
Cyanosis	None
Striae distensae	None
Striae atrophicae	None
Striae cutis distensae	None
Purplish striae	None
Striae	None
Stretch marks	None
Cauliflower deformity of dermal collagen fibrils	None
Vein of servelle	None
Lateral venous anomaly	None
Lateral marginal vein of Servelle	None
Longitudinally grooved fingernails	None
Ridged fingernail	None
Ridged fingernails	None
Nonepidermolytic palmoplantar keratoderma	None
Nonepidermolytic palmoplantar hyperkeratosis	None
Disseminated dermatophytosis	None
Ear pit	None
Preauricular earpits	None
Preauricular pits	None
Pit in front of the ear	None
Preauricular fistulas	None
Preauricular sinus	None
Preauricular pit	None
Numerous moles	None
Numerous nevi	None
Multiple pigmented nevi	None
Excessive wrinkled skin	None
Abnormality of hair density	None
Abnormal hair quantity	None
Punctate palmar hyperkeratosis	None
Squamous papilloma of the uvula	None
Oropharyngeal squamous papilloma	None
Abnormality of the palmar creases	None
Abnormality of the palm lines	None
Split nail	None
Longitudinal splitting of nail	None
Nail bed telangiectasia	None
Nail bed telangiectases	None
Abnormal iron deposition in mitochondria	None
IgA hypergammaglobulinemia	None
Increased circulating IgA level	None
Increased serum IgA	None
Elevated serum IgA	None
Increased levels of IgA	None
Elevated IgA	None
Defective lymphocyte proliferation to anti-CD3	None
Decreased lymphocyte proliferation in response to anti-CD3	None
Defective proliferation of lymphocytes following anti-CD3 stimulation	None
Abnormal T cell proliferation	None
Increased anti-gluten IgE antibody level	None
Increased level of anti-gluten IgE antibody	None
Reduced fibroblast CD16 level	None
Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Rosette	None
Increased cellular sensitivity to UV light	None
Increased hepatitis B virus antibody level	None
Chronic partially decreased circulating IgG3	None
Chronic partially decreased IgG3 in blood	None
Acid phosphatase elevated	None
Elevated serum acid phosphatase	None
Increased anti-egg IgE antibody level	None
Increased anti-nut food product IgE antibody level	None
Abnormal IgA level in blood	None
Abnormal circulating IgA level	None
Increased hepatitis C virus antibody level	None
Complete or near-complete absence of isohemagglutinins	None
Absent isohemagglutinin level	None
Absent natural antibody to blood group agents	None
Defective B cell activation	None
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material	None
Fingerprint profiles ultrastructurally in cells	None
Fingerprint profiles ultrastructurally	None
Partial absence of specific antibody response to hepatitis B vaccine	None
Chronic decreased circulating total IgG	None
Chronic decreased total IgG in blood	None
Reduced cell surface marker level	None
Increased IgG level	None
Increased total IgG in blood	None
Increased circulating IgG level	None
Increased levels of IgG	None
Reduced granulocyte surface marker level	None
Abnormality of redox activity	None
Abnormal level of natural antibody to blood group agents	None
Abnormal isohemagglutinin level	None
Abnormal natural antibody level to blood group antigens in blood (isohemagglutinin)	None
Perinuclear cardiomyocyte vacuolization	None
Monoclonal elevation of IgG light chain	None
Abnormal CD25 upregulation upon TCR activation	None
Increased circulating IgG subclass	None
Increased susceptibility to spontaneous sister chromatid exchange	None
Premature chromatid separation	None
Decreased natural antibody to blood group agents	None
Partial absence of isohemagglutinins	None
Reduced isohemagglutinin level	None
Abnormality of mucopolysaccharide metabolism	None
Abnormal zona pellucida morphology	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Folate-dependent fragile site at Xq28	None
Chronic decreased IgE in blood	None
Chronic decreased circulating IgE	None
Transient decreased circulating IgG3	None
Transient decreased IgG3 in blood	None
Newborn gammaglobulin deficiency	None
Transient hypogammaglobulinemia of infancy	None
Elevated leukocyte cystine	None
Abnormal cardiomyocyte connexin43 staining	None
Abnormality of DNA repair	None
Reduced granulocyte CD18 level	None
Decreased activity of the pyruvate dehydrogenase complex	None
Decreased activity of the PDH complex	None
Pyruvate dehydrogenase complex deficiency	None
Intranuclear cardiomyocyte mitochondria	None
Decreased serum IgG	None
Decreased circulating IgG level	None
Decreased IgG level in blood	None
Decreased IgG level	None
IgG deficiency	None
Reduced IgG levels	None
Decreased gamma-globin expression	None
Decreased immunoglobulin G	None
Decreased CD69 upregulation upon TCR activation	None
True ependymal rosette	None
Chronic decreased IgG3 in blood	None
Chronic decreased circulating IgG3	None
Abnormal IgG level in blood	None
Abnormal circulating IgG level	None
Transient decreased circulating total IgG	None
Chronic (near) absent IgG2 in blood	None
Chronic (near) absent circulating IgG2	None
Megamitochondria	None
Mitochondrial hypertrophy	None
Pineocytomatous rosette	None
Neurocytic rosette	None
Abnormal chromosome morphology	None
Chronic absent circulating IgE	None
Chronic (near) absent IgE in blood	None
Decreased lymphocyte proliferation in response to mitogen	None
Reduced lymphocyte proliferation to mitogen	None
Increased levels of IgD	None
Increased serum IgD	None
Elevated serum IgD	None
Increased circulating IgD level	None
IgD hypergammaglobulinemia	None
Increased IgD level	None
Elevated IgD	None
Increased anti-venom IgE antibody level	None
Elevated intracellular cystine	None
Polyclonal elevation of IgM	None
Chronic partially decreased circulating IgG4	None
Chronic partially decreased IgG4 in blood	None
Oligoclonal T cell expansion	None
Increased rate of premature chromosome condensation	None
Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Abnormality of the cell cycle	None
Increased sensitivity to ionising radiation	None
Increased sensitivity to ionizing radiation	None
Defective DNA repair after ultraviolet radiation damage	None
Increased anti-meat allergen IgE antibody level	None
High immunoglobulin E	None
Elevated immunoglobulin E	None
Elevated serum IgE	None
Increased circulating IgE level	None
Flexner-Wintersteiner rosette	None
Complete or near-complete absence of specific antibody response to tetanus vaccine	None
Abnormal T-cell activation	None
Abnormal T-lymphocyte activation	None
Abnormal T cell activation	None
Abnormal T lymphocyte activation	None
Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	None
Intraaxonal accumulation of curvilinear profiles	None
Increased oocyte death	None
Cardiomyocyte degeneration	None
Secretory IgA deficiency	None
Mitochondrial swelling	None
Impaired T cell function	None
T-cell dysfunction	None
Decreased activity of mitochondrial complex I	None
Respiratory complex I deficiency	None
Increased level of antigen-precipitating IgG antibodies	None
Increased circulating precipitin level	None
Monoclonal elevation of IgG kappa chain	None
Abnormal cell proliferation	None
Increased anti-fungus IgE antibody level	None
Increased anti-fungal IgE antibody level	None
Increased anti-fungi IgE antibody level	None
Abnormal circulating IgE level	None
Abnormal IgE level in blood	None
Endopolyploidy on chromosome studies of bone marrow	None
Defective T cell proliferation	None
Transient decreased circulating IgE	None
Transient decreased IgE in blood	None
Mitochondrial propionyl-CoA carboxylase defect	None
Mitochondrial PCC defect	None
Chronic decreased circulating IgG1	None
Chronic decreased IgG1 in blood	None
Increased intracellular Na+ levels	None
High intracellular Na	None
Increased intracellular sodium	None
Defective interstrand cross-link repair	None
Increased hepatitis A virus antibody level	None
Increased circulating IgG4 level	None
Oligoclonal elevation of circulating IgG	None
Abnormality of glycosaminoglycan metabolism	None
Waldenstrom macroglobulinemia	None
Monoclonal immunoglobulin M proteinemia	None
Deficiency or absence of cytochrome b	None
Deficiency or absence of cytochrome b(-245)	None
Increased activity of mitochondrial respiratory chain	None
Abnormal circulating IgM level	None
Abnormal IgM level in blood	None
Transient decreaseed IgD in blood	None
Transient decreased circulating IgD	None
Reduced reactive oxygen species production in neutrophils	None
Decreased specific antibody response to polysaccharide vaccine	None
Transient decreased circulating IgG4	None
Transient decreased IgG4 in blood	None
Granular osmiophilic deposits (GROD) in cells	None
Partial IgA deficiency	None
Decreased CD25 upregulation upon TCR activation	None
Reduced IL2RA upregulation upon TCR activation	None
Poor CD25 upregulation upon TCR activation	None
Abnormal Langerhans cell morphology	None
Intracellular accumulation of autofluorescent lipopigment storage material	None
Impaired memory B cell generation	None
Abnormal mitochondrial shape	None
Cardiomyocyte inclusion bodies	None
Lipogranulomatosis	None
IgM heavy chain paraproteinemia	None
Increased level of anti-plant based food allergen IgE antibody	None
Increased anti-plant based food allergen IgE antibody level	None
Cardiomyocyte hypertrophy	None
Myocyte cellular hypertrophy	None
Increased anti-dairy IgE antibody level	None
Increased anti-dairy protein IgE antibody level	None
Mitochondrial respiratory chain defects	None
Oligoclonal elevation of circulating IgM	None
Deficient excision of UV-induced pyrimidine dimers in DNA	None
Decreased circulating level of specific antibody	None
Abnormal specific antibody response	None
Decreased specific antibody in blood	None
Specific antibody deficiency	None
Heavy-chain paraproteinemia	None
Monoclonal elevation of IgG lambda chain	None
Abnormal natural killer cell physiology	None
Reduced fibroblast surface marker level	None
Panhypogammaglobulinaemia	None
Panypogammaglobulinemia	None
Panhypogammaglobulinemia	None
Polyclonal elevation of circulating IgA	None
Monoclonal elevation of IgG heavy chain	None
Chronic absent circulating total IgG	None
Chronic (near) absent total IgG in blood	None
