Lower lip pit	HP:0000196
Elevated prostaglandin E2	None
Increased serum prostaglandin E2	None
Reduced circulating C-reactive protein concecntration	None
Reduced C-reactive protein level	None
Elevated urine keto acid level	None
Abnormal albumin levels in cerebrospinal fluid	None
Abnormal CSF albumin concentration	None
Decreased total iron binding capacity	None
Absent urinary urothione	None
Abnormal circulating dicarboxylic acid concentration	None
Hypercystinemia	None
Increased blood cystine concentraions	None
High blood cystine levels	None
Increased anti-meat allergen IgE antibody level	None
Decreased circulating selenium concentration	None
Hyperphenylalaninemia	None
Abnormal circulating albumin concentration	None
Abnormal albumin level	None
Increased circulating ethanolamine concentration	None
High ethanolamine levels in the blood	None
Chronic respiratory acidosis	None
Decreased activities of mitochondrial-encoded respiratory chain complexes	None
Decreased activity of mitochondrial respiratory complexes	None
Decreased activity of mitochondrial respiratory chain	None
High bili total	None
Increased bilirubin	None
Increased total bilirubin	None
Abnormal circulating C-peptide concentration	None
Abnormal C peptide level	None
Abnormal C-peptide level	None
IgM deficiency	None
Decreased IgM	None
Decreased IgM level	None
Decreased circulating total IgM	None
Reduced IgM levels	None
Increased circulating very-low-density lipoprotein levels	None
Increased plasma VLDL cholesterol	None
Increased circulating very-low-density lipoprotein cholesterol	None
Increased VLDL cholesterol concentration	None
Persistent EBV viremia	None
Elevated 8(9)-cholestenol	None
Accumulation of acid in body due to kidney problem	None
Renal tubular acidosis	None
Abnormal circulating tyrosine concentration	None
Sterile pyuria	None
Aseptic leukocyturia	None
Reduced circulating complement factor H related protein 1 concentration	None
High urine trimethylamine levels	None
Trimethylaminuria	None
Decreased urine bicarbonate concentration	None
Decreased urine HCO3 concentration	None
Partial absence of specific antibody response to unconjugated pneumococcus vaccine	None
Partial absence of specific antibody response to hepatitis B vaccine	None
Fatty acids abnormal	None
Abnormality of fatty acid metabolism	None
Abnormal circulating fatty-acid concentration	None
Decreased G6PD level in tissue	None
Decreased glucose-6-phosphate dehydrogenase level in tissue	None
Elevated aldolase level	None
Elevated circulating 4-hydroxyphenylacetic acid concentration	None
Increased proteinogenic amino acid level in urine	None
Increased serum bile acid concentration	None
Urinary lipid excretion	None
Lipiduria	None
High urine uracil levels	None
Uraciluria	None
Elevated maternal serum alpha-fetoprotein	None
Increased circulating thyroglobulin level	None
Metabolic alkalosis	None
Increased urinary squamous epithelial cell count	None
High serine levels in cerebrospinal fluid	None
Increased CSF serine concentration	None
Amyloidosis of peripheral nerves	None
Phenylalaninuria	None
Increased level of phenylalanine in urine	None
Glycogen accumulation in muscle fiber lysosomes	None
Glycogen accumulation in muscle fibre lysosomes	None
Abnormal blood phosphate concentration	None
Abnormality of phosphate homeostasis	None
Hypertryptophanemia	None
High blood tryptophan concentration	None
Increased tryptophan in blood	None
Elevated circulating o-phosphoethanolamine concentration	None
Increased urinary high-mannose-type oligosaccharide	None
Increased concentration of high-mannose-type oligosaccharides in urine	None
Hypouricemia	None
Low blood uric acid levels	None
Increased circulating GABA concentration	None
Elevated circulating gamma-aminobutyric acid concentration	None
Increased level of GABA in serum	None
Increased level of gamma-aminobutyric acid in serum	None
Decreased FasL-mediated apoptosis	None
Abnormal superoxide dismutase level	None
Abnormal superoxide:superoxide oxidoreductase activity	None
Decreased CSF isoleucine concentration	None
Low levels of isoleucine in cerebrospinal fluid	None
Abnormal circulating carbohydrate concentration	None
Hypermagnesiuria	None
Reduced glutathione synthetase level	None
Glutathione synthetase deficiency	None
Inappropriate absence of fever	None
Non-immune fetal hydrops	None
Hydrops fetalis, non-immune	None
Hydrops fetalis, nonimmune	None
Nonimmune hydrops	None
Non-immune foetal hydrops	None
Nonimmune hydrops fetalis	None
Abnormal circulating fatty-acid anion concentration	None
Abnormality of fatty acid anion	None
Histidinemia	None
High blood histidine level	None
Hyperhistidinemia	None
High lysine levels in cerebrospinal fluid	None
Increased CSF lysine concentration	None
Maternal fever during pregnancy	None
Maternal fever in pregnancy	None
Low glutamine levels in cerebrospinal fluid	None
Decreased CSF glutamine concentration	None
Ketotic hypoglycemia	None
Ketotic low blood sugar	None
Platelet-activating factor acetylhydrolase deficiency	None
Elevated urinary cytidine	None
Low blood sugar	None
Hypoglycaemia	None
Hypoglycemia	None
Chondroitin sulphate excretion in urine	None
Chondroitin sulfate excretion in urine	None
Abnormally low body temperature	None
Hypothermia	None
2,8-dihydroxyadenine urinary crystals	None
2,8-dihydroxyadenine crystalluria	None
3-Methylglutaconicaciduria	None
3-Methylglutaconic aciduria	None
Elevated circulating guanidinoacetic acid concentration	None
Increased circulating oleate level	None
Positive blood arsenic test	None
Elevated urine mevalonic acid	None
Elevated urine mevalonate levels	None
Elevated urine mevalonic acid level	None
Elevated urine mevalonate	None
Mevalonate aciduria	None
Reduced thyroxin-binding globulin	None
Abnormality of Krebs cycle metabolism	None
Abnormality of the tricarboxylic cycle	None
Abnormality of citric acid cycle	None
Abnormal sweat electrolytes	None
Metabolic ketoacidosis	None
Starvation ketoacidosis	None
Cutaneous amyloidosis	None
Abnormal circulating free fatty acid level	None
Abnormal circulating free fatty acid concentration	None
Low blood tyrosine concentration	None
Decreased tyrosine in blood	None
Hypotyrosinemia	None
Lambda Bence Jones proteinuria	None
Elevated cholesterol ester level	None
Increased cholesteryl esters	None
Elevated cholesteryl ester level	None
Increased cholesterol esters	None
Increased level of propane-1,2-diol in blood	None
Increased level of propylene glycol in blood	None
Partial absence of specific antibody response to meningococcus vaccine	None
Suppressed plasma renin activity	None
Low plasma renin activity	None
Decreased circulating renin level	None
Decreased plasma renin activity	None
Abnormality of the parathyroid gland	None
Parathyroid disease	None
Hypocortisolism	None
Hypocortisolemia	None
Decreased cortisol production	None
Glucocorticoid insufficiency	None
Low to undetectable plasma cortisol	None
Decreased circulating cortisol level	None
Plasma cortisol low	None
Low blood cortisol level	None
Decreased serum insulin-like growth factor 1	None
Decreased circulating ACTH level	None
Increased circulating ACTH level	None
High blood corticotropin levels	None
Increased plasma ACTH	None
Abnormality of adrenal physiology	None
Increased circulating progesterone	None
Increased LH response to gonadotropin-releasing hormone stimulation test	None
Elevated vascular endothelial growth factor level	None
Elevated circulating VEGF concentration	None
Elevated serum 21-hydroxyprogesterone	None
Elevated serum deoxycorticosterone	None
Elevated serum 11-deoxycortisol	None
Tympanic nerve tumours	None
Tympanic nerve tumour	None
Glomus tympanicum paraganglioma	None
Tympanic nerve tumor	None
Tympanic nerve tumors	None
Abnormal endocrine morphology	None
Increased urinary 11-deoxycortisol level	None
Focal pancreatic islet hyperplasia	None
Tertiary hyperparathyroidism	None
Decreased circulating free T3	None
Decreased circulating free triiodothyronine	None
ACTH deficient adrenal insufficiency	None
Adrenocorticotropin deficient adrenal insufficiency	None
Abnormal glucagon level	None
Aplasia of the pituitary gland	None
Anterior pituitary agenesis	None
Absent pituitary gland	None
Corticotropin-secreting pituitary adenoma	None
ACTH-producing pituitary adenoma	None
Pituitary corticotropic cell adenoma	None
Parathyroid dysgenesis	None
Heteropic thyroid gland	None
Abnormal thryoid location	None
Aberrant thyroid gland	None
Ectopic thyroid gland	None
Ectopic thyroid	None
Aberrant thyroid	None
Paradoxical increased cortisol secretion on dexamethasone suppression test	None
Abnormal serum estradiol	None
Abnormality of the pineal gland	None
Abnormality of the posterior pituitary	None
Abnormality of the neurohypophysis	None
Elevated circulating rT3/T3 ratio	None
Small adrenal medulla	None
Adrenal medullary hypoplasia	None
Pseudohypoaldosteronism	None
Abnormal response to hCG stimulation test	None
Abnormal response to human chorionic gonadotrophin stimulation test	None
Delayed start of first period	None
Delayed menarche	None
Adrenocortical hypoplasia	None
Small adrenal cortex	None
Small intestine carcinoid	None
Congenital adrenal gland hypoplasia	None
Congenital adrenal hypoplasia	None
Increased thyroid-stimulating hormone	None
Elevated thyroid stimulating hormone	None
Increased serum thyroid-stimulating hormone	None
Elevated circulating thyroid-stimulating hormone concentration	None
Increased thyrotropin level	None
Increased thyroid-stimulating hormone level	None
Elevated thyroid stimulating hormone levels	None
TSH excess	None
Thyroid-stimulating hormone excess	None
High TSH	None
Parathyroid hyperplasia	None
Enlarged parathyroid glands	None
Neoplasm of the anterior pituitary	None
Neoplasm of the adenohypophysis	None
Neoplasm of the pars anterior	None
Pituitary spindle cell oncocytoma	None
Thyroid papillary adenoma	None
Increased pineal volume	None
Reduced circulating leptin level	None
Decreased serum leptin	None
Neoplasm of the adrenal cortex	None
Cortical adrenal neoplasia	None
disorder of pituitary gland	None
Abnormality of the pituitary gland	None
Abnormal response to glucagon stimulation test	None
High blood insulin levels while fasting	None
Fasting hyperinsulinemia	None
Increased urinary 11-deoxycorticosterone level	None
Adrenal calcification	None
Macronodular adrenal hyperplasia	None
Increased pituitary glycoprotein polypeptide alpha subunit level	None
Increased pituitary glycoprotein hormone alpha subunit level	None
Increased pituitary glycoprotein alpha subunit level	None
Pituitary prolactinoma	None
Prolactin-secreting pituitary adenoma	None
Pituitary prolactin cell adenoma	None
Graves disease	None
Morbus Basedow	None
Thyroid follicular adenoma	None
Impaired growth-hormone response to insulin stimulation test	None
Decreased serum estriol	None
Thyroid defect in oxidation and organification of iodide	None
Hypoadrenalism	None
Adrenal insufficiency	None
Thyroid crisis	None
Adrenal neoplasia	None
Neoplasm of the adrenal gland	None
Neurohypophysis dysplasia	None
Posterior pituitary dysplasia	None
Posterior pituitary dysgenesis	None
Decreased circulating 18-hydroxycortisone level	None
Diffuse pancreatic islet hyperplasia	None
Abnormal circulating follicle-stimulating hormone level	None
Abnormal circulating follicle-stimulating hormone concentration	None
Familial primary hyperaldosteronism type 1	None
Glucocorticoid-remediable familial primary aldosteronism	None
Dexamethasone-suppressible primary hyperaldosteronism	None
Secondary growth hormone deficiency	None
Increased urinary 11-deoxytetrahydrocorticosterone level	None
Dysplastic adrenal glands	None
Adrenal gland dysgenesis	None
Adrenal gland dysplasia	None
Reduced response to gonadotropin-releasing hormone stimulation test	None
Reduce response to GnRH stimulation test	None
Microprolactinoma	None
Abnormal circulating progesterone level	None
Adrenal gland carinoma	None
Adrenocortical carcinoma	None
Adrenal carcinoma	None
Anterior hypopituitarism	None
Increased cortisol production	None
Hypercortisolism	None
Cushing syndrome	None
Increased circulating cortisol level	None
Lingual thyroid	None
Gonadotropin deficiency	None
Pituitary gonadotropin deficiency	None
Abnormal circulating luteinizing hormone level	None
Abnormal circulating luteinizing hormone concentration	None
Increased circulating lutropin	None
Abnormal luteinizing hormone level	None
Absent TSH response to thyrotrophin-releasing hormone stimulation test	None
Abnormality of circulating hormone level	None
Abnormal circulating hormone level	None
Abnormal circulating hormone concentration	None
Elevated circulating insulin:C-peptide ratio	None
Elevated serum pth	None
Increased serum parathyroid hormone	None
Elevated circulating PTH level	None
Elevated circulating parathyroid hormone level	None
Elevated serum parathyroid hormone	None
Elevated serum parathyroid hormone level	None
gestational diabetes	None
maternal hyperglycemia	None
Maternal diabetes	None
Euthyroid multinodular goiter	None
Euthyroid multinodular goitre	None
Beta-cell dysfunction	None
Absence of pubertal development	None
Abnormal response to corticotropin releasing hormone stimulation test	None
Abnormal response to CRH stimulation test	None
Underdeveloped adrenal glands	None
Adrenal hypoplasia	None
Hypoplastic adrenal glands	None
Small adrenal glands	None
Adrenal gland hypoplasia	None
Adrenocorticotropin receptor defect	None
ACTHR defect	None
ACTH receptor defect	None
Adrenocorticotropic hormone-resistant adrenal insufficiency	None
Elevated circulating erythropoietin	None
Elevated circulating erythropoietin concentration	None
Hashimoto's thyroiditis	None
Hashimoto thyroiditis	None
Chronic lymphocytic thyroiditis	None
Abnormal circulating aldosterone	None
Abnormal plasma aldosterone	None
Decreased adiponectin level	None
Increased circulating free T3	None
Increased serum fT3	None
Increased serum free triiodothyronine	None
Increased serum free T3	None
Increased circulating free triiodothyronine	None
Pineal cyst	None
Abnormal circulating sex steroid concentration	None
Abnormal circulating sex hormone concentration	None
Abnormal circulating gonadal steroid concentration	None
Abnormal circulating gonadocorticoid concentration	None
Elevated plasma aldosterone	None
Hyperaldosteronism	None
Mineralocorticoid excess	None
Increased aldosterone	None
Increased aldosterone production	None
Abnormal calcium-phosphate regulating hormone level	None
Abnormal Ca2+ PO4 regulating hormone level	None
Abnormal Ca-PHOS regulating hormone level	None
Elevated gonadotropins	None
Gonadotropin excess	None
Increased circulating gonadotropin level	None
Elevated serum gonadotropins	None
Precocious puberty in females	None
Pituitary thyrotropinoma	None
Pituitary thyrotropic cell adenoma	None
Ectopic anterior pituitary gland	None
Increased serum IGF1	None
Increased circulating insulin-like growth factor 1 concentration	None
Elevated serum IGF1	None
Increased serum insulin-like growth factor 1	None
Decreased inhibin B level	None
Thyroid hypoplasia	None
Hypoplastic thyroid	None
Small thyroid gland	None
Secretory adrenal adenoma	None
Secretory adrenocortical adenoma	None
Thyroid goitre	None
Thyroid goiter	None
Goiter	None
Goitre	None
Enlarged thyroid gland in neck	None
Abnormal growth hormone level	None
Abnormal somatotropin level	None
Aplasia/Hypoplasia of the thyroid gland	None
Increased circulating follicle stimulating hormone level	None
Elevated plasma follicle stimulating hormone	None
Elevated follicle stimulating hormone	None
Elevated FSH level	None
Elevated follicle-stimulating hormone	None
Elevated circulating follicle stimulating hormone level	None
Catecholamine levels abnormal	None
Abnormality of circulating catecholamine level	None
Pancreatic insulinoma	None
Insulinoma	None
Abnormality of the parathyroid morphology	None
Decreased circulating PTH level	None
Decreased serum parathyroid hormone	None
Decreased serum PTH	None
Decreased serum parathyroid hormone level	None
Decreased circulating parathyroid hormone level	None
Secondary hyperparathyroidism	None
Thyroid agenesis	None
Athyroidal hypothyroidism	None
Elevated circulating 17-OHP	None
Elevated circulating 17-hydroxyprogesterone	None
Pubertal developmental failure in females	None
Hypoaldosteronism	None
Low blood aldosterone level	None
Decreased aldosterone production	None
Decreased aldosterone	None
Mineralocorticoid insufficiency	None
Decreased circulating aldosterone level	None
Decreased serum aldosterone	None
Adrenal overactivity	None
Increased radioactive iodine uptake	None
Reduced T4 plasma level	None
Decreased circulating T4 concentration	None
Decreased circulating T4 level	None
Decreased circulating thyroxine level	None
Pituitary resistance to thyroid hormone	None
Abnormality of the pancreatic islet cells	None
Hyperprolactinaemia	None
Prolactin excess	None
Hyperprolactinemia	None
Increased circulating prolactin concentration	None
Carotid body tumours	None
Carotid body tumors	None
Paraganglioma	None
Paragangliomas	None
Non-secretory adrenocortical adenoma	None
Non-secretory adrenal adenoma	None
Thyroid cancer, nonmedullary	None
Non-medullary thyroid carcinoma	None
Nonmedullary thyroid carcinoma	None
Abnormality of circulating adrenocorticotropic hormone level	None
Abnormal circulating adrenocorticotropin concentration	None
Abnormality of circulating corticotropin level	None
Abnormality of circulating ACTH level	None
Abnormality of circulating adrenocorticotropin level	None
Primary hyperparathyroidism	None
Abnormal circulating 18-hydroxycorticosterone level	None
Impaired cortisol response to insulin stimulation test	None
Hyperinsulinemia	None
Elevated insulin level	None
Primary gonadal insufficiency	None
Thyroid microfollicular adenoma	None
Reduced TSH response to thyrotrophin-releasing hormone stimulation test	None
Hyperpituitarism	None
Abnormal circulating testosterone concentration	None
Abnormal testosterone level	None
Abnormal serum testosterone level	None
Decreased circulating free T4 level	None
Decreased circulating free T4 concentration	None
Thymoma	None
Abnormal hypothalamus physiology	None
Neoplasm of the endocrine system	None
Endocrine neoplasia	None
Increased serum estrone	None
Decreased pineal volume	None
Impaired growth-hormone response to glucagon stimulation test	None
Agenesis of pineal gland	None
Inactivating thyroid-stimulating hormone receptor defect	None
Inactivating TSHR defect	None
Abnormal pineal melatonin secretion	None
Paraganglioma of head and neck	None
Paragangliomas, head and neck	None
Congenital goiter	None
Congenital goitre	None
Congenital adrenal hyperplasia	None
Abnormal circulating androstenedione concentration	None
Abnormal pineal morphology	None
Abnormality of pineal morphology	None
Abnormal radioactive iodine uptake test result	None
Abnormal pituitary glycoprotein hormone alpha subunit level	None
Parathyroid Cancer	None
Parathyroid carcinoma	None
Thyrotoxicosis from ectopic thyroid tissue	None
Ectopic thymus tissue	None
Abnormal thymus position	None
Thyroid macrofollicular adenoma	None
Elevated calcitonin	None
Abnormal response to gonadotropin-releasing hormone stimulation test	None
Abnormal response to GnRH stimulation test	None
Thyroid dysgenesis	None
Thyroid dysplasia	None
Abnormal circulating deoxycorticosterone level	None
Mild hypothyroidism	None
Subclinical hypothyroidism	None
Compensated hypothyroidism	None
Abnormality of circulating glucocorticoid level	None
Pituitary somatotropinoma	None
Pituitary growth hormone cell adenoma	None
Abnormal circulating osteocalcin level	None
Insulin-resistant diabetes mellitus at puberty	None
ACTH deficiency	None
Corticotropin deficiency	None
Adrenocorticotropic hormone deficiency	None
Low T4	None
Hypothyroidism	None
Underactive thyroid	None
Pituitary acidophilic stem cell adenoma	None
Asymptomatic hyperthyroxinemia	None
Euthyroid hyperthyroxinemia	None
Thyroglossal cyst	None
Thyroglossal duct cyst	None
Hyperinsulinemic hypoglycemia	None
Hyperinsulinemia hypoglycemia	None
Hyperinsulinaemic hypoglycaemia	None
Hypogonadotrophic hypogonadism	None
Low gonadotropins (secondary hypogonadism)	None
Hypogonadotropic hypogonadism	None
Isolated hypogonadotropic hypogonadism	None
Abnormality of the anterior pituitary	None
Pituitary disease	None
Pituitary carcinoma	None
Abnormality of the thyroid gland	None
Thyroid abnormality	None
Thyroid disease	None
Noncancerous tumor in pituitary gland	None
Pituitary adenoma	None
Noncancerous tumour in pituitary gland	None
Pituitary gland adenoma	None
Thyroid atypical adenoma	None
Parathyroid absence	None
Parathyroid aplasia	None
Parathyroid agenesis	None
Adrenal gland disease	None
Abnormality of the adrenal glands	None
Adrenal abnormalities	None
Elevated circulating reverse triiodothyronine concentration	None
Elevated circulating reverse T3 concentration	None
Elevated rT3	None
Abnormal antimullerian hormone level	None
Abnormal circulating antimullerian hormone concentration	None
Increased antimullerian hormone level	None
Increased plasma AMH	None
Reduced circulating prolactin concentration	None
Prolactin deficiency	None
Hypergastrinemia	None
Elevated gastrin in the blood	None
Increased blood gastrin	None
Abnormal size of pituitary gland	None
Increased circulating androstenedione concentration	None
Increased serum androstenedione	None
Abnormality of the endocrine system	None
Endocrine system disease	None
Increased circulating osteocalcin level	None
Abnormal adrenal gland position	None
Ectopic adrenal gland	None
ACTH-dependent hypercortisolemia	None
Secondary hypercortisolism	None
Increased T3/T4 ratio	None
Nodular goiter	None
Nodular goitre	None
Elevated circulating somatotropin concentration	None
Somatotropin excess	None
Elevated circulating growth hormone concentration	None
Growth hormone excess	None
Puberty and gonadal disorders	None
Thyroid adenoma	None
Hurthle cell thyroid adenoma	None
Ectopic posterior pituitary	None
Ectopic neurohypophysis	None
Delayed thelarche	None
CRH deficient adrenal insufficiency	None
Tertiary adrenal insufficiency	None
Corticotropin-releasing hormone deficient adrenal insufficiency	None
Weakness of the vocal cords	None
Vocal cord paresis in severe cases	None
Vocal cord paresis	None
Hoarse voice due to vocal cord paresis	None
Vocal cord paralysis	None
Laryngeal paralysis	None
Inability to move vocal cords	None
Abnormality of the voice	None
Voice abnormality	None
Hoarse voice	None
Hoarseness	None
Husky voice	None
Hypernasal voice	None
Nasal voice	None
Nasal speech	None
Hypernasal speech	None
Weak cry	None
Hoarse cry	None
Dysphonia	None
Inability to produce voice sounds	None
Voice change	None
High pitched voice	None
High-pitched voice	None
Quiet voice	None
Hypophonia	None
Weak voice	None
Soft voice	None
Aphonia	None
Loss of voice	None
Imperfect vocal cord adduction	None
Pseudobulbar palsy	None
Pseudobulbar paralysis	None
Pseudobulbar syndrome	None
Unilateral vocal cord paralysis	None
Unilateral paralysis of the vocal cord	None
Speech articulation difficulties	None
Abnormally low-pitched voice	None
Spasmodic dysphonia	None
Laryngeal dystonia	None
Bilateral vocal cord paralysis	None
Unilateral vocal cord paresis	None
Bilateral vocal cord paresis	None
Abnormal cry	None
High-pitched cry	None
Staccato cry	None
Abnormal speech prosody	None
Monotonic speech	None
Increased pitch variability of speech	None
Vocal cord dysfunction	None
Hyponasal speech	None
Cat cry	None
cri de chat-associated cry	None
cat-like cry	None
Cervical spine joint hypermobility	None
Cervical spine hypermobility	None
Split hand	None
Ectrodactyly of the hand	None
Hand ectrodactyly	None
Split-hand	None
Sclerosis of humeral diaphysis	None
Increased bone density in shaft of long bone in upper arm	None
Aplastic/hypoplastic metacarpals	None
Hypoplastic/absent metacarpal bones	None
Absent/underdeveloped long bones of hand	None
Hypoplastic/absent metacarpals	None
Absent/small long bones of hand	None
Metacarpal aplasia/hypoplasia	None
Hypoplastic metacarpals	None
Absent or hypoplastic metacarpals	None
Aplasia/Hypoplasia involving the metacarpal bones	None
Contracture of the innermost hinge joint of the 4th toe	None
Camptodactyly of the 4th toe	None
Contracture of the proximal interphalangeal joint of the 4th toe	None
Camptodactyly of the fourth toe	None
Lower jaw hypoplasia	None
Hypotrophic mandible	None
Little mandible	None
Hypoplastic mandible condyle	None
Decreased size of lower jaw	None
Micrognathia of lower jaw	None
Underdevelopment of mandible	None
Hypoplasia of lower jaw	None
Micromandible	None
Small lower jaw	None
Robin mandible	None
Severe hypoplasia of mandible	None
Mandibular micrognathia	None
Micrognathia	None
Lower jaw retrusion	None
Mandibular hypoplasia	None
Little lower jaw	None
Small jaw	None
Underdevelopment of lower jaw	None
Decreased size of mandible	None
Mandibular deficiency	None
Mandibular retrognathia	None
Decreased projection of mandible	None
Hypotrophic lower jaw	None
Mandibular retrusion	None
Retrusion of lower jaw	None
Hypoplasia of mandible	None
Decreased projection of lower jaw	None
Lower jaw deficiency	None
Deficiency of lower jaw	None
Small mandible	None
Hypoplastic mandible	None
Increased bone density in 4th toe bone	None
Sclerosis of 4th toe phalanx	None
Sclerosis of the phalanges of the 4th toe	None
Elbow ankylosis	None
Abnormality of muscle morphology	None
Abnormal skeletal muscle morphology	None
Abnormal muscle morphology	None
Abnormally shaped muscle	None
Issue with muscle structure	None
Partial duplication of the middle bones of hand	None
Partial duplication of the middle phalanges of the hand	None
Loss of fat tissue	None
Adipose tissue loss	None
Pseudoarthroses	None
Pseudoarthrosis	None
Abnormality of the sphenoidal sinus	None
Abnormality of the sphenoid sinus	None
Uneven increase in bone density in the middle bone of the middle finger	None
Patchy sclerosis of the middle phalanx of the 3rd finger	None
Unilateral ulnar hypoplasia	None
Absent rib calcification in utero	None
Absent in utero rib ossification	None
Obliteration of cranial cancellous bone	None
Obliteration of the calvarial diploe	None
Abnormality of the occipital bone	None
Abnormal occipital bone morphology	None
Heterotopic ossification	None
Ectopic ossification	None
Ectopic bone formation	None
Symphalangism of middle phalanx of 5th finger	None
Fused middle bones of pinkie finger	None
Fused middle bones of pinky finger	None
Fused middle bones of little finger	None
Absent distal phalanges	None
Absent outermost digital bones	None
Difficulty walking	None
Difficulty in walking	None
Walking disability	None
Enlarged sagittal diameter of the cervical canal	None
Fractured proximal phalanx of pedal digit 1	None
bone proximal phalanx of pedal digit 1	None
Abnormal hyoid bone morphology	None
Abnormality of hyoid bone	None
Epiphyseal deformities of tubular bones	None
Abnormality of ethmoid bone	None
Malformation of the ethmoid bone	None
Deformity of the ethmoid bone	None
Abnormal ethmoid bone morphology	None
Anomaly of the ethmoid bone	None
Abnormal neck or head of thigh bone	None
Abnormality of the femoral neck or head region	None
Abnormal femoral neck/head morphology	None
Abnormal ossification of the pubic bone	None
Abnormal maturation of the pubic bone	None
Increased bone density in thumb bone	None
Sclerosis of the phalanges of the thumb	None
Sclerosis of thumb phalanx	None
Cone-shaped epiphysis of the distal phalanx of the 3rd toe	None
Cone-shaped end part of the outermost bone of the 3rd toe	None
Abnormality of the chest musculature	None
Muscle issues in the chest	None
Abnormal morphology of the chest musculature	None
Broad middle phalanx of finger	None
Broad middle finger bones	None
Broad middle phalanges of the hand	None
Broad middle phalanges of finger	None
Finger pain	None
Frontal encephalocele	None
Partial duplication of the middle phalanx of the 2nd toe	None
Partial duplication of the middle bone of the 2nd toe	None
Osteolysis involving bones of the upper limbs	None
Cervical vertebral dysplasia	None
Curved olecranon	None
Speckled calcifications in end part of the middle bone of the pinky finger	None
Speckled calcifications in end part of the middle bone of the little finger	None
Stippling of the epiphysis of the middle phalanx of the 5th finger	None
Speckled calcifications in end part of the middle bone of the pinkie finger	None
Uneven increase in bone density in thumb bone	None
Patchy sclerosis of thumb phalanx	None
Patchy sclerosis of the phalanges of the thumb	None
Aplasia of the musculature of the pelvis	None
Absent epiphysis of the proximal phalanx of the thumb	None
Absent end part of thumb innermost long bone	None
Ivory epiphysis of the proximal phalanx of the 2nd finger	None
Increased bone density of end part of the innermost bone of the index finger	None
Anterior wedging of L1	None
Wide 1st long bone of hand	None
Broad 1st metacarpal	None
Decreased mobility of joints	None
Limited joint mobility	None
Limited joint motion	None
Limitation of joint mobility	None
Decreased joint mobility	None
Difficulty descending stairs	None
Difficulty walking down stairs	None
Absent middle bone of 4th toe	None
Aplasia of the middle phalanx of the 4th toe	None
Macrodactyly of finger	None
Macrodactyly of hands	None
Tapered humerus	None
Tapered long bone of upper arm	None
Cupped ribs	None
Rib flaring	None
Rib cupping	None
Bracket shaped end part of the middle long bone of the index finger	None
Bracket epiphysis of the middle phalanx of the 2nd finger	None
Pectoralis major muscle hypoplasia	None
Pectoralis major hypoplasia	None
Right diaphragmatic hernia	None
Aplasia of the right hemidiaphragm	None
Displacement of big toe	None
Displacement of the hallux	None
Deviation of the hallux	None
Unilateral facial weakness	None
Unilateral facial palsy	None
Unilateral facial muscle weakness	None
Facial droop	None
Unilateral facial muscle paralysis	None
Weakness of one side of the face	None
Paralysis of one side of the face	None
Unilateral facial paralysis	None
Triangular epiphysis of the distal phalanx of the hallux	None
Triangular end part of the outermost bone of the big toe	None
Hypoplastic 5th lumbar vertebrae	None
Underdeveloped 5th lumbar vertebrae	None
Medial calcification of small arteries	None
Abnormality of the glenoid fossa	None
Acro-osteolysis of distal phalanges	None
Osteolytic defects of the distal phalanges of the hand	None
Osteolytic defects of the outermost finger bone of the hand	None
Acroosteolysis of distal phalanges	None
Small outermost segments of shoulder blade	None
Small distal segments of the shoulder blade	None
Underdeveloped outermost segments of shoulder blade	None
Hypoplastic distal segments of scapulae	None
Abnormal metacarpophalangeal joint morphology	None
Abnormality of metacarpophalangeal joint	None
Abnormality of the knuckle	None
bone metacarpophalangeal joint	None
Fractured metacarpophalangeal joint	None
Upper limb muscle hypertrophy	None
Abnormality of forearm bone	None
Abnormal forearm bone morphology	None
Muscle fibre necrosis	None
Muscle fiber necrosis	None
Wrist swelling	None
Small wrist bones	None
Hypoplastic carpal bones	None
Small carpal bones	None
Carpal bone hypoplasia	None
Small carpals	None
Hypoplasia of carpal bones	None
Tibial pseudoarthrosis	None
Tibial pseudarthrosis	None
Pseudoepiphyses of second metacarpal	None
Pseudoepiphysis of the 2nd metacarpal	None
Extra bone on end of second long bone of hand	None
Fractured lumbar vertebra	None
bone lumbar vertebra	None
Myofibrillar changes	None
Myofibrillar myopathy	None
Short-trunk dwarfism identifiable during childhood	None
Childhood-onset short-trunk short stature	None
Disproportionate short-trunk short stature, identifiable in childhood	None
Bracket shaped end part of the outermost pinkie finger bone	None
Bracket shaped end part of the outermost little finger bone	None
Bracket shaped end part of the outermost pinky finger bone	None
Bracket epiphysis of the distal phalanx of the 5th finger	None
Triangular shaped pinkie finger bones	None
Triangular shaped pinky finger bones	None
Triangular shaped phalanges of the 5th finger	None
Triangular shaped little finger bones	None
Horizontal sacrum	None
Square metaphysis of long bone of upper arm	None
Square humeral metaphysis	None
Patella alta	None
Absent/underdeveloped pinky toe bones	None
Absent/small pinky toe bones	None
Absent/small pinkie toe bones	None
Absent/small little toe bones	None
Aplasia/Hypoplasia of the phalanges of the 5th toe	None
Abnormality of radial epiphyseal plates	None
Abnormality of radial epiphyses	None
Curved little toe bones	None
Curved 5th toe phalanx	None
Curved phalanges of the 5th toe	None
Curved pinky toe bones	None
Curved pinkie toe bones	None
Increased IM fat	None
Increased intramuscular fat	None
