Abnormality of body height	HP:0000002
Reduced muscle fiber perlecan	None
Reduced muscle fibre perlecan	None
Loss of truncal adipose tissue	None
Loss of subcutaneous truncal adipose tissue	None
Loss of truncal subcutaneous adipose tissue	None
Loss of fat tissue in trunk	None
Partial duplication of the middle phalanx of the 2nd toe	None
Partial duplication of the middle bone of the 2nd toe	None
Hypoplasia of sella turcica	None
Small pituitary fossa	None
Hypoplasia of pituitary fossa	None
Small hypophyseal fossa	None
Small sella turcica	None
Hypoplasia of hypophseal fossa	None
Big lower jaw	None
Prognathism	None
Prominent jaw	None
Macromandible	None
Mandibular hyperplasia	None
Hypertrophy of lower jaw	None
Mandible prognathism	None
Increased projection of mandible	None
Increased size of lower jaw	None
Increased size of mandible	None
Mandibular macrognathia	None
Enlarged mandible	None
Large mandible	None
Large lower jaw	None
Prominent chin	None
Mandibular prognathia	None
Prominent mandible	None
Enlargement of mandible	None
Prognathia	None
Lower jaw excess	None
Prominent lower jaw	None
Lower jaw hyperplasia	None
Increased projection of lower jaw	None
Big mandible	None
Relative mandibular prognathism	None
Mandibular excess	None
Hyperplasia of lower jaw	None
Mandibular prognathism	None
Hypertrophy of mandible	None
Postaxial polysyndactyly of foot	None
Sparse bone trabeculae	None
Abnormal shoulder morphology	None
Abnormality of the shoulder	None
Late-onset muscular dystrophy	None
Hypoplastic/small proximal phalanx of the 5th finger	None
Short innermost pinkie finger bone	None
Short proximal phalanx of the 5th finger	None
Short innermost little finger bone	None
Short innermost pinky finger bone	None
Short proximal phalanx of the fifth finger	None
bone distal phalanx	None
Fractured distal phalanx	None
Absent end part of thumb outermost long bone	None
Absent epiphysis of the distal phalanx of the thumb	None
Aplastic/hypoplastic phalanges of the hand	None
Aplastic/hypoplastic phalanges	None
Aplasia/Hypoplasia of the phalanges of the hand	None
Hypoplastic/absent phalanges	None
Sclerosis of the distal phalanx of the 4th finger	None
Increased bone density in the outermost bone of the ring finger	None
Small end part of the middle bone of the 3rd toe	None
Small epiphysis of the middle phalanx of the 3rd toe	None
Fractured tarsal bone	None
bone tarsal bone	None
Calvarial osteosclerosis	None
Proximal femoral metaphyseal irregularity	None
Irregular proximal femoral metaphyses	None
Costochondral joint sclerosis	None
Sclerotic costochondral joints	None
Abnormal morphology of the cortex of the humerus	None
Abnormal muscle fibre calpain-3	None
Abnormal muscle fiber calpain-3	None
Angulated forearm bones	None
Fragmentation of the end part of the innermost hand bones	None
Fragmentation of the epiphyses of the proximal phalanges of the hand	None
Bifid proximal phalanx of the thumb	None
Notched thumb bone	None
Pseudoepiphysis of the distal phalanx of the 5th toe	None
Carotid body tumours	None
Carotid body tumors	None
Paraganglioma	None
Paragangliomas	None
Nose cancer	None
Nasal tumor	None
Tumor of the nose	None
Neoplasia of the nose	None
Neoplasm of the nose	None
Tumour of the nose	None
Nasal tumour	None
Nasal neoplasm	None
Papillary cystadenoma of the epididymis	None
Noncancerous growth of membranes covering brain	None
Meningioma	None
Lymphoma	None
Cancer of lymphatic system	None
Salivary gland neoplasia	None
Tumour of salivary gland	None
Tumor of salivary gland	None
Cancer of salivary gland	None
Salivary gland neoplasm	None
Laryngeal cancer	None
Cancer of the larynx	None
Laryngeal carcinoma	None
Renal tumours	None
Kidney cancer	None
Renal neoplasia	None
Renal neoplasm	None
Renal tumors	None
Neoplasia of the kidneys	None
Uterine leiomyoma	None
Benign uterine leiomyomas	None
Uterine fibroid	None
Renal oncocytoma	None
Cutaneous T-cell lymphoma	None
Basal cell hamartoma with follicular differentiation	None
Follicular infundibulum tumour	None
Follicular infundibulum tumor	None
Malignant ovarian granulosa cell tumour	None
Malignant ovarian granulosa cell tumor	None
Pulmonary myomatosis	None
Pulmonary lymphangiomyomatosis	None
Lymphangioleiomyomatosis	None
Medullary thyroid carcinoma	None
Medullary thyroid cancer	None
Anal canal neoplasm	None
Anal canal tumor	None
Anal canal tumour	None
Plexiform neurofibroma	None
Cardiac hemangioma	None
Transient myeloproliferative disorder	None
Transient leukemia of Down syndrome	None
TMD	None
Transient myeloproliferative syndrome	None
Transient leukaemia of Down syndrome	None
Ovarian epithelial cancer	None
Ovarian carcinoma	None
Enchondroma	None
Non-Hodgkin lymphoma	None
Angiolymphoid hyperplasia with eosinophilia	None
Epithelioid hemangioma	None
Small cell lung cancer	None
Oat cell carcinoma of lung	None
Oat cell lung cancer	None
Small cell lung carcinoma	None
Paraspinal neurofibromas	None
Tubulonodular pericallosal lipoma	None
Basal cell carcinomas	None
Basal cell carcinoma	None
Basalioma	None
Basal cell epithelioma	None
Basal cell nevus	None
Digital fibrous tumour of Reye	None
Infantile digital fibromatosis	None
Inclusion body fibromatosis	None
Digital fibrous tumor of Reye	None
Infantile digital fibroma	None
Bronchial neoplasm	None
Salivary gland oncocytoma	None
Parotid oncocytoma	None
Intrathoracic hemangioma	None
Chest hemangioma	None
Subungual fibroma	None
Subungual fibromas	None
Cancer of connective tissue	None
Sarcoma	None
Malignant connective tissue tumour	None
Malignant connective tissue tumor	None
Bile duct cancer	None
Cholangiocarcinoma	None
Epithelial neoplasm	None
Facial neoplasm	None
Face tumour	None
Face tumor	None
Colorectal polyps	None
Colorectal polyposis	None
Neuroma	None
Nerve tumor	None
Pinched nerve	None
Nerve tumour	None
T-cell lymphoma	None
T cell lymphoma	None
Ceruminoma	None
Adenoma of the ceruminous gland	None
Neoplasm of the ceruminal gland	None
Ceruminous adenoma	None
Curvilinear pericallosal lipoma	None
Orbital schwannoma	None
Calcified amorphous tumor of the heart	None
Calcified amorphous tumour of the heart	None
Anal margin basal cell carcinoma	None
Multiple enchondromatosis	None
Atypical neurofibromatosis	None
Fibrous hamartoma of infancy	None
Fibrous hamartoma	None
Papillary renal cell carcinoma type 1	None
Neoplasm of the lip	None
Tumour of the lip	None
Tumor of the lip	None
Neoplasia of the lip	None
Lip tumor	None
Lip tumour	None
Tympanic nerve tumours	None
Tympanic nerve tumour	None
Glomus tympanicum paraganglioma	None
Tympanic nerve tumor	None
Tympanic nerve tumors	None
Carcinoid tumors	None
Carcinoid tumour	None
Carcinoid	None
Carcinoid tumor	None
Carcinoid tumours	None
Extraadrenal pheochromocytoma	None
Pheochromocytoma, extraadrenal	None
Juvenile GI polyposis	None
Juvenile gastrointestinal polyposis	None
Tracheobronchial leiomyomatosis	None
Giant cell tumor of bone	None
Giant cell tumour of bone	None
Ossifying fibroma of the jaw	None
Adenocarcinoma of the small intestine	None
Glioblastoma multiforme	None
Glioblastoma	None
Hamartomatous stomach polyps	None
Corticotropin-secreting pituitary adenoma	None
ACTH-producing pituitary adenoma	None
Pituitary corticotropic cell adenoma	None
Inner ear tumour	None
Neoplasm of the inner ear	None
Inner ear tumor	None
Chondrosarcoma	None
Renal sarcoma	None
Atypical pulmonary carcinoid tumour	None
Atypical pulmonary carcinoid tumor	None
Epididymal neoplasm	None
Thyroid atypical adenoma	None
Retinal hamartoma	None
Uterine cancer	None
Uterine tumor	None
Uterine neoplasm	None
Uterine neoplasia	None
Uterine tumour	None
Arachnoid hemangiomatosis	None
Juvenile type testicular granulosa cell tumor	None
Noncancerous fatty lump	None
Lipoma	None
Fatty lump	None
Ciliary body melanoma	None
Diffuse leiomyomatosis	None
Multiple mucosal neuromas	None
Cortical tubers	None
Alveolar rhabdomyosarcoma	None
Ependymoma	None
Facial hemangioma	None
Facial hemangiomata	None
Uterine leiomyosarcoma	None
Parathyroid adenomas	None
Parathyroid adenoma	None
Superficial spreading melanoma	None
Neoplasia of the male external genitalia	None
Neoplasm of the male external genitalia	None
Subcutaneous panniculitis-like T-cell lymphoma	None
Strawberry birthmark	None
Capillary hemangiomata	None
Capillary hemangioma	None
Choroid plexus carcinoma	None
Frontal cutaneous lipoma	None
Neoplasia of the skeletal system	None
Skeletal tumor	None
Neoplasm of the skeletal system	None
Bone neoplasm	None
Skeletal tumour	None
Embryonal rhabdomyosarcoma	None
Retinal cavernous haemangioma	None
Retinal cavernous hemangioma	None
Perifollicular fibroma	None
Pilocytic astrocytoma	None
Parathyroid Cancer	None
Parathyroid carcinoma	None
Ganglioneuroblastoma	None
Ovarian teratoma	None
Papillary thyroid carcinoma	None
Papillary carcinoma of thyroid	None
Thyroid papillary carcinoma	None
Hepatic hemangioma	None
Liver hemangioma	None
Hemangioma of the liver	None
Skin hamartoma	None
Cutaneous hamartoma	None
Genitourinary tract neoplasm	None
Neoplasm of the genitourinary tract	None
Genitourinary tract tumors	None
Neoplasm of the GU tract	None
Genitourinary tract tumours	None
Genitourinary tract neoplasia	None
Penis tumor	None
Neoplasm of the penis	None
Neoplasia of the penis	None
Penis tumour	None
Visceral hemangioma	None
Multiple gastric polyps	None
Hemangiomatosis	None
Neoplasm of the nasopharynx	None
Tumor of the nasopharynx	None
Nasopharyngeal neoplasm	None
Neoplasia of the nasopharynx	None
Tumour of the nasopharynx	None
Ductal carcinoma in situ	None
Philadelphia-positive acute lymphoblastic leukaemia	None
Ph-positive acute lymphoblastic leukemia	None
Philadelphia-positive acute lymphoblastic leukemia	None
Ph-positive acute lymphoblastic leukaemia	None
Urinary tract neoplasia	None
Urinary tract neoplasm	None
Cholesteatoma	None
Spinal meningioma	None
amine precursor uptake and decarboxylation tumours	None
APUdoma	None
Acrosyringeal adenomatosis	None
Eccrine syringofibroadenomatous hyperplasia	None
Eccrine syringofibroadenoma	None
Syringofibroadenoma	None
Craniopharyngioma	None
Testicular adrenal rest tumour	None
Testicular adrenal rest tumor	None
Esophageal neoplasm	None
Esophageal tumour	None
Esophageal tumor	None
Increased hepatocellular carcinoma risk	None
Hepatocellular carcinoma	None
Increased incidence of hepatocellular carcinoma	None
Primitive neuroectodermal tumor	None
Primitive neuroectodermal tumour	None
Cardiac fibroma	None
Germinoma	None
Medullar adrenal neoplasia	None
Neoplasm of the adrenal medulla	None
Brain tumour	None
Brain tumor	None
Brain neoplasm	None
Myxoid liposarcoma	None
Ganglioneuroma	None
Cutaneous angiolipomas	None
Chronic myeloid leukaemia	None
Chronic myelogenous leukemia	None
Chronic myelocytic leukemia	None
Chronic myelogenous leukaemia	None
Chronic myelocytic leukaemia	None
Chronic myeloid leukemia	None
Pulmonary lymphoma	None
Pancreatic islet cell adenoma	None
Sacral lipoma	None
Kaposi's sarcoma	None
Altman type II sacrococcygeal teratoma	None
Duodenal cancer	None
Duodenal adenocarcinoma	None
Peripheral neuroepithelioma	None
Neoplasm by anatomical site	None
Spinal nerve root neurofibromas, symmetric, multiple	None
Symmetric spinal nerve root neurofibromas	None
Cavernous hemangioma of the face	None
Astrocytoma	None
Pineal parenchymal tumor	None
Supratentorial neoplasm	None
Pineal parenchymal tumour	None
Pheochromocytomas, adrenal	None
Pheochromocytoma, adrenal	None
Adrenal pheochromocytoma	None
Neoplasia of the thyroid gland	None
Neoplasm of the thyroid gland	None
Angiofibromas	None
Vulvar adenocarcinoma	None
Acanthoma	None
Peritoneal mesothelioma	None
Lingual hamartoma	None
Hamartoma of tongue	None
Odontogenic neoplasm	None
Odontogenic tumor	None
Odontogenic tumour	None
Renal hamartoma	None
Optic nerve sheath meningioma	None
Gastrointestinal tract tumour	None
Gastrointestinal tract tumor	None
Neoplasm of the gastrointestinal tract	None
GI tract tumor	None
Gastrointestinal tract neoplasia	None
Neoplasm of the GI tract	None
Gastrointestinal tract neoplasm	None
GI tract tumour	None
Papillary renal cell carcinoma	None
Vagal paraganglioma	None
Vagal nerve tumors	None
Glomus vagale tumour	None
Glomus vagale tumor	None
Glomus vagale paraganglioma	None
Vagal nerve tumours	None
Breast carcinoma	None
Breast cancer	None
Verrucae	None
Warts	None
Visceral angiomatosis	None
Retinal hemangioblastoma	None
Retinal capillary hemangioma	None
Nephroblastoma	None
Wilm's tumour	None
Wilm's tumor	None
Wilms tumour	None
Wilms tumor	None
Primary central nervous system lymphoma	None
Primary CNS lymphoma	None
Squamous papilloma of the uvula	None
Oropharyngeal squamous papilloma	None
Macroprolactinoma	None
Acute leukaemia	None
Acute leukemia	None
Acute blood cancer	None
Acute leukemias	None
Barrett's esophagus	None
Endobrachyesophagus	None
Barret syndrome	None
Barrett oesophagus	None
Barrett's oesophagus	None
Barrett esophagus	None
Cutaneous leiomyomata	None
Cutaneous leiomyomas	None
Cutaneous leiomyoma	None
Squamous skin carcinoma	None
Squamous cell carcinoma of the skin	None
Hypoplastic myelodysplasia	None
Myelodysplasia	None
Myelodysplastic syndrome	None
Ampulla of Vater carcinoma	None
Airway hemangioma	None
Subglottic hemangioma	None
Optic nerve glioma	None
Optic glioma	None
Facial capillary hemangioma	None
T cell chronic lymphocytic lymphoma/leukemia	None
Stomach tumor	None
Neoplasia of the stomach	None
Neoplasm of the stomach	None
Stomach tumour	None
Neoplasm of the larynx	None
Renal pelvic carcinoma	None
Plasmacytoma	None
Esophageal squamous papilloma	None
Leydig cell neoplasia	None
Ovarian papillary adenocarcinoma	None
Malignant neoplasm of the central nervous system	None
Malignant neoplasm of the CNS	None
Juvenile nasopharyngeal angiofibroma	None
Microprolactinoma	None
Labial hemangioma	None
Strawberry mark	None
Hemangioma	None
Hemangiomata	None
Histiocytoma	None
Craniofacial teratoma	None
Adenocarcinoma of the large intestine	None
Peripheral Schwannoma	None
Prolactinoma	None
Hair follicle neoplasm	None
Follicular thyroid carcinoma	None
Neurocytoma	None
Neoplasm of the anterior pituitary	None
Neoplasm of the adenohypophysis	None
Neoplasm of the pars anterior	None
Gastrointestinal carcinoma	None
GI carcinoma	None
Cerebellar hemangioblastoma	None
Hemangioblastoma, sporadic cerebellar	None
Tracheal papilloma	None
Tumor of fatty tissue	None
Tumour of fatty tissue	None
Neoplasm of fatty tissue	None
Hodgkin's lymphoma	None
Hodgkin lymphoma	None
Hodgkin disease	None
Fibroma	None
Multiple pancreatic beta-cell adenomas	None
Metastatic angiosarcoma	None
Burkitt lymphoma	None
Squamous cell carcinoma of the pancreas	None
Pancreatic squamous cell carcinoma	None
Cerebellar glioma	None
Small intestinal polyposis	None
Trichodiscoma	None
False perception of self-motion	None
Absent malleus	None
Mozart ear	None
Large fleshy ears	None
Thickened ears	None
Abnormal antitragus morphology	None
Recurrent episodes of otitis media	None
Multiple episodes of otitis media	None
Susceptibility to otitis media	None
Recurrent otitis media	None
Otitis media, recurrent	None
Recurrent middle ear infection	None
Frequent otitis media	None
Abnormal number of tubercles	None
Small antitragus	None
Hypotrophic antitragus	None
Underdeveloped antitragus	None
Hypoplastic antitragus	None
Increased incisura width	None
Hypoplasia of the vestibular nerve	None
Hypoplasia of cranial nerve VIII	None
Hypoplasia of the eighth cranial nerve	None
Thin vestibular nerve	None
Chronic middle ear infection	None
Chronic otitis media	None
Chronic ear infection	None
Chronic infections of the middle ear	None
Otitis media, chronic	None
Decreased incisura length	None
Abnormal cerumen color	None
Abnormal cerumen pigmentation	None
Abnormal cerumen colour	None
Atretic auditory canal	None
Atretic auditory canals	None
Atretic external auditory canals	None
Atresia of the external auditory canal	None
Absent auditory canals	None
Absent ear canal	None
Auditory canal atresia	None
External auditory canal atresia	None
Atretic external auditory canal	None
External auditory meatal atresia	None
Absent external auditory canals	None
External auditory meatus atresia	None
External acoustic meatus atresia	None
Atresia of the external auditory canals	None
Focal absence of the external ear	None
Abnormality of the tympanic membrane	None
Abnormality of the eardrum	None
Underdeveloped helices	None
Hypoplastic helices	None
Aplasia/Hypoplasia of the earlobes	None
Absent/small ear lobes	None
Absent/underdeveloped ear lobes	None
Earlobe crease	None
Transverse earlobe creases	None
Anterior creases of earlobe	None
Mid-frequency hearing loss	None
Abnormal vestibulo-ocular reflex	None
Abnormal vestibuloocular reflex	None
Conductive hearing loss, severe	None
Severe conductive hearing impairment	None
Abnormality of the crus of the helix	None
Abnormality of the crus of the ear	None
Question mark ear	None
Constricted ear	None
Question mark ears	None
Cosman ear	None
Widened vestibular aqueduct	None
Enlarged vestibular aqueduct	None
Dilated vestibular aqueduct	None
Recurrent infections of the middle ear	None
Abnormality of the vestibular nerve	None
Long hairs growing from helix of pinna	None
Long hairs growing from helix of ear	None
Ear hair	None
Simple ear	None
Serpiginous crus of helix	None
Helix, crus, serpiginous	None
Fleshy earlobes	None
Prominent ear lobes	None
Large earlobe	None
Prominent ear lobules	None
Fleshy earlobe	None
Congenital conductive hearing loss	None
Congenital conductive hearing impairment	None
Congenital conductive deafness	None
Serpiginous stem of antihelix	None
Antihelix, stem, serpiginous	None
Abnormality of cartilage of external ear	None
Aminoglycoside-induced hearing loss	None
Angulated antihelix	None
Incomplete partition of the cochlea type I	None
Crus of helix connected to antihelix	None
Helix, crus, connected to antihelix	None
Otalgia	None
Ear pain	None
Pain in the ear	None
Satyr ear	None
Devil ear	None
Abnormality of the round window	None
Ear anomaly	None
Abnormality of the ear	None
Impairment of the reflex of the tensor tympani muscle	None
Overfolded ears	None
Overfolded helix	None
Over-folded helices	None
Overfolded helices	None
Microtia, first degree	None
First-degree microtia	None
Prominent antitragus	None
Enlarged antitragus	None
Hyperplastic antitragus	None
Hypertrophic antitragus	None
Abnormality of the helix	None
Helix abnormal	None
Abnormal helices	None
Abnormal helix morphology	None
Stenosis of the Eustachian tube	None
Inner ear tumour	None
Neoplasm of the inner ear	None
Inner ear tumor	None
Absent vestibule	None
Aplasia of the vestibule	None
Mild neurosensory hearing loss	None
Mild neurosensory hearing impairment	None
Hypertrophic inferior crus of antihelix	None
Prominent inferior crus of antihelix	None
Hyperplastic inferior crus of antihelix	None
Antihelix, inferior crus, prominent	None
Absent antitragus	None
Abnormality of the cochlear nerve	None
Unilateral external ear deformity	None
Deformed external ear on one side	None
Abnormality of the internal acoustic meatus	None
Abnormality of the internal auditory canal	None
Vestibular hypofunction	None
Absent internal auditory canal	None
Abnormal incisura morphology	None
Abnormality of stem of antihelix	None
Helix, crus, tragal bridge	None
Tragal bridge of crus of helix	None
Hypoplasia of the antihelix	None
Hypoplastic antihelix	None
Underfolded helix	None
Poorly folded helices	None
Morphological abnormality of the inner ear	None
Low-frequency hearing loss	None
Auditory canal abnormality	None
Abnormality of the auditory canal	None
Presbycusis	None
Old-aged sensorineural hearing impairment	None
Absent vestibular function	None
Inner ear abnormality	None
Abnormality of the inner ear	None
Postlingual sensorineural hearing impairment	None
Hypertrophic antihelix stem	None
Prominent stem of antihelix	None
Hyperplastic antihelix stem	None
Thin ear helix	None
Moderate sensorineural hearing impairment	None
Moderate neural deafness	None
Abnormally folded helix	None
Third crus	None
Stahl ear	None
Additional crus	None
Accesory tragus	None
Duplicated tragus	None
Tragus, duplicated	None
Hypoplastic inferior crus of antihelix	None
Hypotrophic inferior crus of antihelix	None
Underdeveloped inferior crus of antihelix	None
Antihelix, inferior crus, underdeveloped	None
Outer ear tumor	None
Outer ear tumour	None
Neoplasm of the outer ear	None
Protruding ears	None
Prominent ears	None
Protruding ear	None
Prominent ear	None
Tinnitus	None
Ringing in ears	None
Ringing in the ears	None
Obstruction of Eustachian tube	None
Blocked Eustachian tube	None
Congenital stapes ankylosis	None
Hypoplastic cochlea	None
Hypoplasia of the cochlea	None
Underdeveloped cochlea	None
Asymmetry of the size of ears	None
Darwin notch of helix	None
Helix, Darwin notch	None
Mild conductive hearing impairment	None
Conductive hearing loss, mild	None
Atresia of the Eustachian tube	None
Impairment of the the acoustic reflex	None
Vestibular dysfunction	None
Interictal vestibular dysfunction	None
Impaired vestibular function	None
Vestibular function defect	None
Morphological abnormality of the horizontal semicircular canal	None
Morphological abnormality of the lateral semicircular canal	None
Abnormal Eustachian tube morphology	None
Abnormality of the Eustachian tube	None
Low-frequency sensorineural hearing loss	None
Low-frequency sensorineural hearing impairment	None
Abnormality of stapedial reflex	None
Abnormal auditory reflex	None
Abnormality of the acoustic reflex	None
Abnormal middle-ear-muscles (MEM) reflex	None
Osseous atresia of the external auditory canal	None
Clicking tinnitus	None
Functional abnormality of the inner ear	None
Paroxysmal vertigo	None
Double antitragus	None
Bifid antitragus	None
Mondini defect	None
Mondini dysplasia	None
Mondini malformation	None
Incomplete partition of the cochlea type II	None
Cochlear malformation defect (Mondini dysplasia)	None
Notched helix	None
Cleft helix	None
Notching of the ear helix	None
Crimped helix	None
Indented helix	None
Helix, crimped	None
Abnormality of inferior crus of antihelix	None
Abnormality of anterior crus of antihelix	None
Broad inferior crus of antihelix	None
Antihelix, inferior crus, broad	None
Endolymphatic sac tumour	None
Aggressive papillary middle ear tumor	None
Aggressive papillary middle ear tumour	None
Heffner tumour	None
Endolymphatic sac tumor	None
Low-grade adenocarcinoma of endolymphatic sac origin	None
Heffner tumor	None
Hyperplastic superior crus of antihelix	None
Hypertrophic superior crus of antihelix	None
Prominent superior crus of antihelix	None
Bilateral sensorineural hearing impairment	None
Hearing loss, sensorineural, bilateral	None
Bilateral sensorineural deafness	None
Bilateral sensorineural hearing loss	None
Bilateral nerve deafness	None
Cochlear degeneration	None
Progressive cochlear degeneration	None
Hyperplastic helix crus	None
Hypertrophic helix crus	None
Helix, crus, prominent	None
Prominent crus of helix	None
Abnormal prominence of the crus of the ear	None
Darwin tubercle of helix	None
Helix, Darwin tubercle	None
Vestibular Schwann cell tumor	None
Acoustic Neuroma	None
Vestibular neurilemmoma	None
Vestibular schwannoma	None
Vestibular neurolemmoma	None
Vestibular neurinoma	None
Vestibular Schwann cell tumour	None
Abnormality of the reflex of the tensor tympani muscle	None
Impacted cerumen	None
Profound sensorineural hearing impairment	None
Cerumen abnormality	None
Congenital absence of external ear	None
Absent ear	None
Anotia	None
Absent ears	None
Absent stapes head	None
Hearing loss, mixed	None
Mixed hearing impairment	None
Mixed hearing loss	None
Cochlear malformation	None
Osseous stenosis of the external auditory canal	None
Aplasia of the semicircular canal	None
Absent semicircular canal	None
Dilated semicircular canal	None
Enlarged semicircular canal	None
Absent/underdeveloped tragus	None
Absent/small tragus	None
Aplasia/Hypoplasia of the tragus	None
Absent tragus	None
Morphological abnormality of the nerves of the inner ear	None
Abnormality of the oval window	None
Abnormality of the vestibular window	None
Otosclerosis	None
Bulbous internal auditory canal	None
Dilatated internal auditory canal	None
Enlarged internal auditory canal	None
Dizzy spell	None
Vertigo	None
Dizziness	None
External ear malformation	None
Third-degree microtia	None
Abnormal shape/structure of ear	None
Microtia, third degree	None
Abnormal ear morphology	None
Vestibular abnormality	None
Morphological abnormality of the vestibule of the inner ear	None
Underdeveloped superior helices	None
Hypoplastic superior helix	None
Excessive cerumen	None
External auditory canal exostoses	None
Exostosis of the external auditory canal	None
Bilateral congenital sensorineural deafness	None
Congenital sensorineural hearing impairment	None
Congenital neurosensory deafness	None
Congenital sensorineural deafness	None
Congenital sensorineural hearing loss	None
Hearing loss, congenital sensorineural	None
Congenital perceptive deafness	None
Absent stapes	None
Hypoplastic ears	None
Microtia	None
Bilateral microtia	None
Hypoplastic pinna	None
Underdeveloped ears	None
Small ears	None
Hypoplasia of the external ear	None
Small pinnae	None
Abnormality of the auricle	None
Malformed pinnae	None
Outer ear abnormality	None
Abnormal pinnae	None
Abnormality of the external ear	None
Abnormality of the outer ear	None
External ear malformations	None
Ear anomalies	None
Squared superior portion of helix	None
Lobeless ears	None
Lobule aplasia	None
Absent ear lobes	None
Absent earlobe	None
Earlobe, absent	None
Polyotia	None
Crumpled ear	None
Unilateral conductive hearing impairment	None
Abnormal middle ear reflexes	None
Cleft earlobe	None
Unilateral vestibular schwannoma	None
Abnormally shaped ears	None
Malformed ears	None
Malformed auricles	None
Abnormal form of ears	None
Auricular malformation	None
Deformed ears	None
Minor malformation of the auricles	None
Abnormal pinna morphology	None
Malformed external ears	None
Malformation of auricle	None
Deformed auricles	None
Poorly defined conchae	None
Dysplastic ears	None
Impaired visually enhanced vestibulo-ocular reflex	None
VVOR impairment	None
Visually enhanced vestibulo-ocular reflex impairment	None
Expanded terminal portion of crus of helix	None
Helix, crus, expanded terminal portion	None
Increased incisura length	None
Thickened helices	None
Thick helix	None
High-tone sensorineural deafness	None
High frequency sensorineural hearing impairment	None
High-frequency sensorineural hearing impairment	None
High-tone sensorineural hearing impairment	None
Vestibular saccular degeneration	None
Progressive conductive hearing impairment	None
Progressive conductive deafness	None
Dilated cochlear aqueduct	None
Enlarged cochlear aqueduct	None
Abnormality of the tragus	None
Abnormal tragus morphology	None
Absent inner ear	None
Aplasia of the inner ear	None
Labyrinthine aplasia	None
Michel deformity	None
Aplasia of the labyrinth	None
Hidden ear	None
Cryptotia	None
Buried ear	None
Hearing abnormality	None
Abnormal hearing	None
Cup-shaped ears	None
Cupped ears	None
Capuchin ears	None
Cupped ear	None
Simple, cup-shaped ears	None
Glue ear	None
Bilateral conductive deafness	None
Bilateral conductive hearing loss	None
Bilateral conductive hearing impairment	None
Acute middle ear infection	None
Acute otitis media	None
Aplasia/Hypoplasia of the external ear	None
Absent/underdeveloped external ear	None
Absent/small external ear	None
Asymmetry of the position of the ears	None
Uneven ears	None
Narrow auditory canals	None
Stenosis of the external auditory canal	None
External auditory canal stenosis	None
Stenotic external auditory canal	None
Narrow external auditory meatus	None
Narrow external auditory canals	None
Narrowing of passageway from outer ear to middle ear	None
Narrow ear canal	None
Poor speech discrimination	None
Abnormal speech discrimination	None
Abnormal earlobe morphology	None
Abnormal lobe of ear	None
Abnormality of auricular lobule	None
Abnormality of ear lobe	None
Abnormality of earlobe	None
Abnormality of lobulus auriculae	None
Abnormal earlobe	None
Sensorineural hearing impairment	None
Hearing loss, sensorineural	None
Sensorineural deafness	None
Sensorineural hearing loss	None
Prominent ear helix	None
Large helix	None
Absent antihelix	None
Tympanic calcification	None
Tympanosclerosis	None
Narrow internal auditory canal	None
Profound hearing impairment	None
Cartilaginous ossification of pinnae	None
Calcification of the auricular cartilage	None
Petrified ear	None
Ossification of pinnae	None
Ear cartilage calcification	None
Transient hearing impairment	None
Abnormal ear physiology	None
Abnormal vestibular saccule morphology	None
Snail ear	None
Ear, grade II dysplasia	None
Severe cupped ear, type III	None
Cockleshell ear	None
Constricted helix type IV	None
Microtia, second degree	None
Mini ear	None
Shell ear	None
Infantile sensorineural hearing loss	None
Infantile sensorineural hearing impairment	None
Spock's ear	None
Vulcan ear	None
Elfin ear	None
Pointed helix	None
Spock ear	None
Pointed ear	None
Upturned earlobe	None
Lobe, uplifted	None
Upturned earlobes	None
Uplifted earlobes	None
Uplifted earlobe	None
Fleshy upturned lobules	None
Abnormal cochlea morphology	None
Abnormality of cochlea	None
Abnormality of the middle ear	None
Middle ear abnormalities	None
Middle ear abnormality	None
Cutaneous stenosis of the external auditory canal	None
Helix, posterior pit	None
Ear, posterior helical groove	None
Pits in posterior aspect of ear helices	None
Posterior helix pit	None
Indentation in back of outer ear	None
Ear, posterior helical notch	None
Severe hearing impairment	None
Severe hearing loss	None
Severe deafness	None
Fusion of middle ear ossicles	None
Absence of acoustic reflex	None
Absence of acoustic middle ear muscle reflexes	None
Absent middle ear reflexes	None
Melotia	None
Low set ears	None
Low-set pinnae	None
Lowset ears	None
Low-set ears	None
Underfolded superior helices	None
Railroad track ears	None
Horizontal crus of helix	None
Railroad track sign	None
Horizontal orientation of the ear crus	None
Horizontal orientation of the crus of helix	None
Helix, crus, horizontal	None
Synotia	None
Asymmetry of the shape of the ears	None
Small earlobe	None
Small earlobes	None
Hypoplastic lobules	None
Hypoplastic earlobes	None
Abnormality of posterior crus of antihelix	None
Abnormality of superior crus of antihelix	None
Stapes ankylosis	None
Stapes fixation	None
Aplasia/Hypoplasia of the inner ear	None
Absent/small inner ear	None
Absent/underdeveloped inner ear	None
Abnormality of the breast	None
Gynecomastia	None
Enlarged male breast	None
Gynaecomastia	None
Nipple hypoplasia	None
Small nipples	None
Hypoplastic nipples	None
Accessory nipples	None
accessory mamilla	None
Supernumerary nipples	None
accessory mamillas	None
Supernumerary nipple	None
Increased nipple number	None
Accessory nipple	None
Athelia	None
Absent nipples	None
Absent nipple	None
Low-set nipples	None
Breast carcinoma	None
Breast cancer	None
