Inguinal hernia	HP:0000023
Synostosis involving the 2nd metacarpal	HP:0009705
Synostosis involving the 3rd metacarpal	HP:0009706
Fusion involving the 3rd long bone of hand	HP:0009706
Fusion involving the 4th long bone of hand	HP:0009707
Synostosis involving the 4th metacarpal	HP:0009707
Fusion involving the 5th long bone of hand	HP:0009708
Synostosis involving the 5th metacarpal	HP:0009708
Shagreen patch	HP:0009721
Tooth enamel pits	HP:0009722
Dental enamel pitting	HP:0009722
Dental enamel pits	HP:0009722
Pitting of tooth enamel	HP:0009722
Tumours of striated muscle	HP:0009728
Tumors of striated muscle	HP:0009728
Neoplasm of striated muscle	HP:0009728
Cardiac rhabdomyoma	HP:0009729
Rhabdomyoma	HP:0009730
Tibial pseudoarthrosis	HP:0009736
Tibial pseudarthrosis	HP:0009736
Stiff shoulders	HP:0009742
Absent pectoralis major muscle	HP:0009751
Aplasia of the pectoralis major muscle	HP:0009751
Cleft in cranial base	HP:0009752
Cleft in skull base	HP:0009752
Alveolar synechiae	HP:0009754
Fibrous syngnathia	HP:0009754
Fusion of the alveolar ridges	HP:0009754
Popliteal pterygium	HP:0009756
Intercrural pterygium	HP:0009757
Neck pterygia	HP:0009759
Neck pterygium	HP:0009759
Webbed elbow	HP:0009760
Antecubital pterygium	HP:0009760
Pterygium cubitale	HP:0009760
Anterior clefting of vertebral bodies	HP:0009761
Limb pain	HP:0009763
Pain in extremities	HP:0009763
Aplastic/hypoplastic phalanges of the hand	HP:0009767
Aplastic/hypoplastic phalanges	HP:0009767
Aplasia/Hypoplasia of the phalanges of the hand	HP:0009767
Hypoplastic/absent phalanges	HP:0009767
Broad phalanges of the hand	HP:0009768
Widening of phalanges of the hand	HP:0009768
Wide hand bones	HP:0009768
Bullet-shaped hand bones	HP:0009769
Bullet-shaped phalanges of the hands	HP:0009769
Bullet-shaped phalanges of the hand	HP:0009769
Conical bullet-shaped distal ends of phalanges	HP:0009769
Curved hand bones	HP:0009770
Curved phalanges of the hand	HP:0009770
Acro-osteolysis	HP:0009771
Acroosteolysis	HP:0009771
Breakdown of small bones of fingers	HP:0009771
Osteolytic defects of the phalanges of the hand	HP:0009771
Patchy sclerosis of the phalanges of the hand	HP:0009772
Uneven increase in bone density in finger bone	HP:0009772
Phalangeal sclerosis	HP:0009772
Patchy sclerosis of finger phalanx	HP:0009772
Synostosis involving phalanges of the hand	HP:0009773
Fused finger bones of the hand	HP:0009773
Symphalangism affecting the phalanges of the hand	HP:0009773
Triangular shaped hand bones	HP:0009774
Delta phalanx/delta-like phalanx	HP:0009774
Triangular shaped phalanges of the hand	HP:0009774
Adactyly	HP:0009776
Absent fingers or toes	HP:0009776
Aphalangy	HP:0009776
Absent thumbs	HP:0009777
Aplasia of the thumb	HP:0009777
Thumb aplasia	HP:0009777
Absent thumb	HP:0009777
Short thumbs	HP:0009778
Small thumbs	HP:0009778
Hypoplastic thumbs	HP:0009778
Thumb brachydactyly	HP:0009778
Short thumb	HP:0009778
Thumb hypoplasia	HP:0009778
Hypoplastic/small thumb	HP:0009778
Hypoplastic thumb	HP:0009778
syndactyly of 3rd - 4th toes	HP:0009779
Webbed 3rd-4th toes	HP:0009779
3-4 toe syndactyly	HP:0009779
Iliac horns	HP:0009780
Aplasia/Hypoplasia of the biceps	HP:0009782
Absent/small biceps	HP:0009782
Absent/underdeveloped biceps	HP:0009782
Biceps aplasia	HP:0009783
Absent biceps	HP:0009783
Absent/small triceps	HP:0009784
Aplasia/Hypoplasia of the triceps	HP:0009784
Absent/underdeveloped triceps	HP:0009784
Triceps aplasia	HP:0009785
Absent triceps	HP:0009785
Absent/underdeveloped thigh muscles	HP:0009786
Aplasia/Hypoplasia of the musculature of the thigh	HP:0009786
Absent/small thigh muscles	HP:0009786
Absent/underdeveloped quadriceps	HP:0009787
Absent/small quadriceps	HP:0009787
Aplasia/Hypoplasia of the quadriceps	HP:0009787
Quadriceps aplasia	HP:0009788
Absent quads	HP:0009788
Hemisacrum	HP:0009790
Bifid sacrum	HP:0009791
Retrorectal teratoma	HP:0009793
Altman type IV sacrococcygeal teratoma	HP:0009793
Presacral teratoma	HP:0009793
Aplasia of the phalanges of the hand	HP:0009802
Absent finger bone of the hand	HP:0009802
Short phalanx of finger	HP:0009803
Short finger bones	HP:0009803
Short phalanges	HP:0009803
Hypoplastic/small phalanges of the hand	HP:0009803
Hypoplastic phalanges of hands	HP:0009803
Phalangeal hypoplasia	HP:0009803
Rudimentary phalanges	HP:0009803
Shortened phalanges	HP:0009803
Hypoplastic phalanges	HP:0009803
Diaphyseal abnormality of the upper limbs	HP:0009808
Anomaly of the upper limb diaphyses	HP:0009808
Abnormality involving the diaphyses of the upper limbs	HP:0009808
Abnormality of shaft of long bone of the upper limbs	HP:0009808
Abnormality of the wide portion of upper limb bone	HP:0009809
Abnormal upper limb metaphysis morphology	HP:0009809
Metaphyseal abnormality of the upper limbs	HP:0009809
Abnormality of upper limb metaphysis	HP:0009809
Abnormality of the joints of the upper limbs	HP:0009810
Abnormality of upper limb joint	HP:0009810
Abnormality of the elbow	HP:0009811
Abnormality of the elbows	HP:0009811
Amelia involving the upper limbs	HP:0009812
Upper limb phocomelia	HP:0009813
Upper limb peromelia	HP:0009814
Aplasia/hypoplasia of the extremities	HP:0009815
Shortened limbs	HP:0009815
Absent/underdeveloped extremities	HP:0009815
Short or absent limbs	HP:0009815
Absent/small extremities	HP:0009815
Hypoplasia involving bones of the lower limbs	HP:0009816
Hypoplasia of the lower limbs	HP:0009816
Lower limb undergrowth	HP:0009816
Underdeveloped lower limb bones	HP:0009816
Aplasia involving bones of the lower limbs	HP:0009817
Absent bones of the lower limbs	HP:0009817
Amelia involving the lower limbs	HP:0009818
Lower limb phocomelia	HP:0009819
Lower limb peromelia	HP:0009820
Shortened forearm	HP:0009821
Short forearm bones	HP:0009821
Short forearms	HP:0009821
Forearm undergrowth	HP:0009821
Hypoplasia involving forearm bones	HP:0009821
Absent forearm bones	HP:0009822
Aplasia involving forearm bones	HP:0009822
Absent bones of the upper limbs	HP:0009823
Aplasia involving bones of the upper limbs	HP:0009823
Upper limb undergrowth	HP:0009824
Hypoplasia involving bones of the upper limbs	HP:0009824
Short arms	HP:0009824
Shortening of the arms	HP:0009824
Absent bones of the extremities	HP:0009825
Aplasia involving bones of the extremities	HP:0009825
Short limbs	HP:0009826
Short limb	HP:0009826
Hypoplasia involving bones of the extremities	HP:0009826
limb shortening	HP:0009826
Limb undergrowth	HP:0009826
Amelia	HP:0009827
Peromelia	HP:0009828
Phocomelia	HP:0009829
Abnormality of the distal phalanges of the hand	HP:0009832
Abnormal distal phalanx morphology of finger	HP:0009832
Abnormality of the outermost finger bone	HP:0009832
Abnormality of the distal phalanx of finger	HP:0009832
Abnormal terminal phalanges of the hand	HP:0009832
Abnormal middle phalanx morphology of the hand	HP:0009833
Abnormality of the middle finger bones of the hand	HP:0009833
Abnormality of the middle phalanges of the hand	HP:0009833
Abnormality of the innermost finger bones of the hand	HP:0009834
Abnormality of the proximal phalanges of the hand	HP:0009834
Abnormal proximal phalanx morphology of the hand	HP:0009834
Absent/underdeveloped outermost finger bone of the hand	HP:0009835
Aplasia/Hypoplasia of the distal phalanges of the hand	HP:0009835
Absent/small outermost finger bone of the hand	HP:0009835
Aplastic/hypoplastic distal phalanges	HP:0009835
Absent/hypoplastic distal phalanges	HP:0009835
Hypoplastic to absent terminal phalanges	HP:0009835
Hypoplastic/aplastic distal phalanx	HP:0009835
Small or absent distal phalanges	HP:0009835
Aplasia/Hypoplasia of the distal phalanges	HP:0009835
Hypoplastic/aplastic distal phalanges	HP:0009835
Broad distal phalanges of the hand	HP:0009836
Broad outermost finger bone	HP:0009836
Broad distal phalanges	HP:0009836
Spatulate terminal phalanges	HP:0009836
Broad distal phalanx of finger	HP:0009836
Broad terminal phalanges	HP:0009836
Broad distal phalanx	HP:0009836
Broad, square ends of distal phalanges	HP:0009836
Bullet-shaped outermost finger bone of the hand	HP:0009837
Bullet-shaped distal phalanges of the hand	HP:0009837
Curved outermost finger bone of the hand	HP:0009838
Curved distal phalanges of the hand	HP:0009838
Acro-osteolysis of distal phalanges	HP:0009839
Osteolytic defects of the distal phalanges of the hand	HP:0009839
Osteolytic defects of the outermost finger bone of the hand	HP:0009839
Acroosteolysis of distal phalanges	HP:0009839
Uneven increase in bone density in outermost finger bone	HP:0009840
Patchy sclerosis of distal phalanx of finger	HP:0009840
Patchy sclerosis of the distal phalanges of the hand	HP:0009840
Aplasia/hypoplasia of middle phalanges	HP:0009843
Absent/underdeveloped middle finger bone of the hand	HP:0009843
Short to absent middle phalanges	HP:0009843
Absent/hypoplastic middle phalanges	HP:0009843
Short/absent middle phalanges	HP:0009843
Absent/small middle finger bone of the hand	HP:0009843
Aplasia/Hypoplasia of the middle phalanges of the hand	HP:0009843
Hypoplastic/aplastic middle phalanx	HP:0009843
Aplastic/hypoplastic middle phalanges	HP:0009843
Broad middle phalanx of finger	HP:0009844
Broad middle finger bones	HP:0009844
Broad middle phalanges of the hand	HP:0009844
Broad middle phalanges of finger	HP:0009844
Bullet-shaped middle phalanges of the hand	HP:0009845
Curved middle finger bonds of the hand	HP:0009846
Curved middle phalanges of the hand	HP:0009846
Osteolytic defects of the middle phalanges of the hand	HP:0009847
Patchy sclerosis of middle phalanx of finger	HP:0009848
Patchy sclerosis of the middle phalanges of the hand	HP:0009848
Uneven increase in bone density in the middle finger bones of the hand	HP:0009848
Symphalangism of middle phalanx of finger	HP:0009849
Fused middle finger bone	HP:0009849
Triangular shaped middle phalanges of the hand	HP:0009850
Triangular shaped middle finger bones of the hand	HP:0009850
Aplasia/Hypoplasia of the proximal phalanges of the hand	HP:0009851
Absent/underdeveloped innermost finger bones of the hand	HP:0009851
Absent/small innermost finger bones of the hand	HP:0009851
Broad innermost finger bones of the hand	HP:0009852
Broad proximal phalanges of the hand	HP:0009852
Wide innermost finger bones of the hand	HP:0009852
Bullet-shaped proximal phalanges of the hand	HP:0009853
Bullet-shaped innermost finger bones of the hand	HP:0009853
Curved innermost finger bones of the hand	HP:0009854
Curved proximal phalanges of the hand	HP:0009854
Proximal phalanges osteolysis	HP:0009855
Osteolytic defects of the proximal phalanges of the hand	HP:0009855
Patchy sclerosis of the proximal phalanges of the hand	HP:0009856
Patchy sclerosis of proximal phalanx of finger	HP:0009856
Uneven increase in bone density in innermost finger bone	HP:0009856
Fused innermost hand bones	HP:0009857
Symphalangism affecting the proximal phalanges of the hand	HP:0009857
Triangular shaped innermost finger bone	HP:0009858
Triangular shaped proximal phalanges of the hand	HP:0009858
Triangular shaped distal phalanges of the hand	HP:0009875
Triangular shaped outermost bone of the hand	HP:0009875
Broad distal phalanges of all fingers	HP:0009880
Broad outermost hand bones	HP:0009880
Aplasia of outermost hand bone	HP:0009881
Aplasia of the distal phalanges of the hand	HP:0009881
Absent outermost hand bone	HP:0009881
Absent distal phalanges of the hand	HP:0009881
Short distal phalanges	HP:0009882
Hypoplasia of the distal phalanges	HP:0009882
Brachytelophalangy	HP:0009882
Distal phalangeal hypoplasia	HP:0009882
Hypoplastic terminal phalanges	HP:0009882
Hypoplastic distal phalanges	HP:0009882
Short distal phalanx of finger	HP:0009882
Short outermost finger bone	HP:0009882
Hypoplasic terminal phalanges	HP:0009882
Hypoplasia of the distal phalanges of the hand	HP:0009882
Terminal phalangeal hypoplasia of hand	HP:0009882
Partial/complete duplication of the distal phalanges of the hand	HP:0009883
Notched outermost bone of hand	HP:0009883
Bifid terminal phalanges	HP:0009883
Duplication of the outermost bone of hand	HP:0009883
Duplication of the distal phalanx of hand	HP:0009883
Tapered outermost finger bone	HP:0009884
Tapered distal phalanges	HP:0009884
Tapered distal phalanges of finger	HP:0009884
Tapered distal phalanges of the hand	HP:0009884
Abnormality of the crus of the helix	HP:0009895
Abnormality of the crus of the ear	HP:0009895
Railroad track ears	HP:0009897
Horizontal crus of helix	HP:0009897
Railroad track sign	HP:0009897
Horizontal orientation of the ear crus	HP:0009897
Horizontal orientation of the crus of helix	HP:0009897
Helix, crus, horizontal	HP:0009897
Underdeveloped crus of the helix	HP:0009898
Underdeveloped crus of the ear	HP:0009898
Hypoplasia of the crus of the ear	HP:0009898
Hyperplastic helix crus	HP:0009899
Hypertrophic helix crus	HP:0009899
Helix, crus, prominent	HP:0009899
Prominent crus of helix	HP:0009899
Abnormal prominence of the crus of the ear	HP:0009899
Abnormal temporal bone morphology	HP:0009911
Abnormality of the temporal bone	HP:0009911
Missing lower jaw	HP:0009939
Failure of development of lower jaw	HP:0009939
Mandibular aplasia	HP:0009939
Failure of development of mandible	HP:0009939
Agenesis of the mandible	HP:0009939
Aplasia of the lower jaw bone	HP:0009939
Absence of lower jaw	HP:0009939
Agnathia	HP:0009939
Absence of mandible	HP:0009939
Absence of lower jaw bone	HP:0009939
Absence of lower jaw bones	HP:0009939
Absent mandible	HP:0009939
Deviation of mandible	HP:0009940
Uneven lower jaw	HP:0009940
Lower jaw shifted to one side	HP:0009940
Tilted lower jaw	HP:0009940
Uneven mandible	HP:0009940
Crooked lower jaw	HP:0009940
Tilted mandible	HP:0009940
Deviation of lower jaw	HP:0009940
Deviation of the lower jaw	HP:0009940
Canted mandible	HP:0009940
Deviation of the mandible	HP:0009940
Canted lower jaw	HP:0009940
Asymmetry of the mandible	HP:0009940
Asymmetry of lower jaw	HP:0009940
Duplication of thumb phalanx	HP:0009942
Complete/partial duplication of phalanges of the thumb	HP:0009942
Duplication of phalanx of thumb	HP:0009942
Duplicated thumbs	HP:0009942
Duplicated thumb	HP:0009942
Complete duplication of thumb bones	HP:0009943
Complete duplication of the phalanges of the thumb	HP:0009943
Digitalization of thumbs	HP:0009943
Digitalization of thumb	HP:0009943
Complete duplication of thumb phalanx	HP:0009943
Partial duplication of thumb phalanx	HP:0009944
Bifid thumb	HP:0009944
Partial duplication of the phalanges of the thumb	HP:0009944
Partial duplication of the thumb bones	HP:0009944
Notching of thumb phalanges	HP:0009944
Duplication of the bones of index finger	HP:0009945
Duplication of phalanx of 2nd finger	HP:0009945
Partial/complete duplication of phalanges of the 2nd finger	HP:0009945
Polydactyly affecting the 2nd finger	HP:0009946
Extra index finger	HP:0009946
Partial/complete duplication of the proximal phalanx of the 2nd finger	HP:0009947
Duplication of the proximal phalanx of the 2nd finger	HP:0009947
Duplication of the proximal bone of the index finger	HP:0009947
Duplication of the distal phalanx of the 2nd finger	HP:0009948
Partial/complete duplication of the distal phalanx of the 2nd finger	HP:0009948
Partial/complete duplication of the outermost bone of the index finger	HP:0009948
Partial/complete duplication of the middle phalanx of the 2nd finger	HP:0009949
Partial/complete duplication of the middle bone of the index finger	HP:0009949
Duplication of the middle phalanx of the 2nd finger	HP:0009949
Complete duplication of the outermost bone of the index finger	HP:0009950
Complete duplication of the distal phalanx of the 2nd finger	HP:0009950
Bifid terminal phalanx of the 2nd finger	HP:0009951
Partial duplication of the outermost bone of the 2nd finger	HP:0009951
Notched outermost bone of the index finger	HP:0009951
Partial duplication of the distal phalanx of the 2nd finger	HP:0009951
Complete duplication of the middle phalanx of the 2nd finger	HP:0009952
Complete duplication of the middle bone of the index finger	HP:0009952
Partial duplication of the middle bone of the index finger	HP:0009953
Partial duplication of the middle phalanx of the 2nd finger	HP:0009953
Complete duplication of the proximal phalanx of the 2nd finger	HP:0009954
Complete duplication of the proximal bone of the index finger	HP:0009954
Partial duplication of the proximal bones of the index finger	HP:0009955
Partial duplication of the proximal phalanx of the 2nd finger	HP:0009955
Partial duplication of the bones of the index finger	HP:0009956
Partial duplication of the phalanges of the 2nd finger	HP:0009956
Complete duplication of the phalanges of the 2nd finger	HP:0009957
Complete duplication of the bones of the index finger	HP:0009957
Polydactyly affecting the 3rd finger	HP:0009958
Extra middle finger	HP:0009958
Duplication of middle finger bone	HP:0009959
Duplication of phalanx of 3rd finger	HP:0009959
Partial/complete duplication of phalanges of the 3rd finger	HP:0009959
Complete duplication of middle finger bones	HP:0009960
Complete duplication of the phalanges of the 3rd finger	HP:0009960
Partial duplication of the phalanges of the 3rd finger	HP:0009961
Partial duplication of middle finger bones	HP:0009961
Partial/complete duplication of the distal phalanx of the 3rd finger	HP:0009962
Partial/complete duplication of the outermost bone of the middle finger	HP:0009962
Duplication of the distal phalanx of the 3rd finger	HP:0009962
Duplication of the middle bone of the middle finger	HP:0009963
Duplication of the middle phalanx of the 3rd finger	HP:0009963
Partial/complete duplication of the middle phalanx of the 3rd finger	HP:0009963
Duplication of the proximal bone of the middle finger	HP:0009964
Duplication of the proximal phalanx of the 3rd finger	HP:0009964
Partial/complete duplication of the proximal phalanx of the 3rd finger	HP:0009964
Complete duplication of the outermost bone of the 3rd finger	HP:0009965
Complete duplication of the distal phalanx of the 3rd finger	HP:0009965
Complete duplication of the middle phalanx of the 3rd finger	HP:0009966
Complete duplication of the middle bone of the middle finger	HP:0009966
Complete duplication of the proximal phalanx of the 3rd finger	HP:0009967
Complete duplication of the innermost bone of the 3rd finger	HP:0009967
Partial duplication of the distal phalanx of the 3rd finger	HP:0009968
Partial duplication of the outermost bone of the middle finger	HP:0009968
Notched outermost bone of the middle finger	HP:0009968
Bifid terminal phalanx of the 3rd finger	HP:0009968
Partial duplication of the middle phalanx of the 3rd finger	HP:0009969
Partial duplication of the middle bone of the 3rd finger	HP:0009969
Partial duplication of the proximal bone of the middle finger	HP:0009970
Partial duplication of the proximal phalanx of the 3rd finger	HP:0009970
Polydactyly affecting the 4th finger	HP:0009971
Extra ring finger	HP:0009971
Partial/complete duplication of phalanges of the 4th finger	HP:0009972
Duplication of phalanx of 4th finger	HP:0009972
Duplication of bones of the ring finger	HP:0009972
Complete duplication of the bones of the ring finger	HP:0009973
Complete duplication of the phalanges of the 4th finger	HP:0009973
Partial duplication of the bones of the ring finger	HP:0009974
Partial duplication of the phalanges of the 4th finger	HP:0009974
Duplication of the distal phalanx of the 4th finger	HP:0009975
Partial/complete duplication of the outermost bone of the ring finger	HP:0009975
Partial/complete duplication of the distal phalanx of the 4th finger	HP:0009975
Partial/complete duplication of the middle phalanx of the 4th finger	HP:0009976
Duplication of the middle phalanx of the 4th finger	HP:0009976
Partial/complete duplication of the middle bone of the ring finger	HP:0009976
Partial/complete duplication of the proximal phalanx of the 4th finger	HP:0009977
Duplication of the proximal bone of the ring finger	HP:0009977
Duplication of the proximal phalanx of the 4th finger	HP:0009977
Complete duplication of the outermost bone of the ring finger	HP:0009978
Complete duplication of the distal phalanx of the 4th finger	HP:0009978
Complete duplication of the middle phalanx of the 4th finger	HP:0009979
Complete duplication of the middle bone of the ring finger	HP:0009979
Complete duplication of the proximal phalanx of the 4th finger	HP:0009980
Complete duplication of the proximal bone of the ring finger	HP:0009980
Notched outermost bone of the ring finger	HP:0009981
Bifid terminal phalanx of the 4th finger	HP:0009981
Partial duplication of the distal phalanx of the 4th finger	HP:0009981
Partial duplication of the outermost bone of the ring finger	HP:0009981
Partial duplication of the middle phalanx of the 4th finger	HP:0009982
Partial duplication of the middle bone of the ring finger	HP:0009982
Partial duplication of the proximal phalanx of the 4th finger	HP:0009983
Partial duplication of the innermost bone of the ring finger	HP:0009983
Partial/complete duplication of phalanges of the 5th finger	HP:0009985
Partial/complete duplication of pinky finger bone	HP:0009985
Partial/complete duplication of pinkie finger bone	HP:0009985
Partial/complete duplication of little finger bone	HP:0009985
Duplication of phalanx of 5th finger	HP:0009985
Complete duplication of the little finger bone	HP:0009986
Complete duplication of the pinky finger bone	HP:0009986
Complete duplication of the pinkie finger bone	HP:0009986
Complete duplication of the phalanges of the 5th finger	HP:0009986
Partial duplication of the pinkie finger bone	HP:0009987
Partial duplication of the phalanges of the 5th finger	HP:0009987
Partial duplication of the little finger bone	HP:0009987
Partial duplication of the pinky finger bone	HP:0009987
Partial/complete duplication of the distal phalanx of the 5th finger	HP:0009988
Duplication of the outermost little finger bone	HP:0009988
Duplication of the distal phalanx of the 5th finger	HP:0009988
Duplication of the outermost pinkie finger bone	HP:0009988
Duplication of the outermost pinky finger bone	HP:0009988
Duplication of the middle phalanx of the 5th finger	HP:0009989
Duplication of the middle pinky finger bone	HP:0009989
Partial/complete duplication of the middle phalanx of the 5th finger	HP:0009989
Duplication of the middle little finger bone	HP:0009989
Duplication of the middle pinkie finger bone	HP:0009989
Duplication of the innermost pinky finger bone	HP:0009990
Partial/complete duplication of the proximal phalanx of the 5th finger	HP:0009990
Duplication of the innermost little finger bone	HP:0009990
Duplication of the proximal phalanx of the 5th finger	HP:0009990
Duplication of the innermost pinkie finger bone	HP:0009990
Complete duplication of the distal phalanx of the 5th finger	HP:0009991
Complete duplication of the outermost little finger bone	HP:0009991
Complete duplication of the outermost pinkie finger bone	HP:0009991
Complete duplication of the outermost pinky finger bone	HP:0009991
Complete duplication of the middle phalanx of the 5th finger	HP:0009992
Complete duplication of the middle pinky finger bone	HP:0009992
Complete duplication of the middle little finger bone	HP:0009992
Complete duplication of the middle pinkie finger bone	HP:0009992
Complete duplication of the innermost little finger bone	HP:0009993
Complete duplication of the proximal phalanx of the 5th finger	HP:0009993
Complete duplication of the innermost pinkie finger bone	HP:0009993
Complete duplication of the innermost pinky finger bone	HP:0009993
Partial duplication of outermost pinky finger bone	HP:0009994
Bifid terminal phalanx of the 5th finger	HP:0009994
Partial duplication of the distal phalanx of the 5th finger	HP:0009994
Notched outermost pinky finger bone	HP:0009994
Partial duplication of outermost little finger bone	HP:0009994
Partial duplication of outermost pinkie finger bone	HP:0009994
Partial duplication of the middle pinky finger bone	HP:0009995
Partial duplication of the middle little finger bone	HP:0009995
Partial duplication of the middle phalanx of the 5th finger	HP:0009995
Partial duplication of the middle pinkie finger bone	HP:0009995
Partial duplication of the innermost pinkie finger bone	HP:0009996
Partial duplication of the proximal phalanx of the 5th finger	HP:0009996
Partial duplication of the innermost little finger bone	HP:0009996
Partial duplication of the innermost pinky finger bone	HP:0009996
Duplication of finger bones	HP:0009997
Duplication of phalanx of hand	HP:0009997
Complete duplication of hand bones	HP:0009998
Complete duplication of phalanx of hand	HP:0009998
Partial duplication of hand bones	HP:0009999
Partial duplication of the phalanx of hand	HP:0009999
Complete duplication of the proximal phalanges of the hand	HP:0010000
Complete duplication of the innermost bones of the hand	HP:0010000
Complete duplication of the distal phalanges of the hand	HP:0010001
Complete duplication of the outermost bones of the hand	HP:0010001
Complete duplication of the middle phalanges of the hand	HP:0010002
Complete duplication of the middle bones of the hand	HP:0010002
Partial duplication of the proximal phalanges of the hand	HP:0010003
Partial duplication of the innermost bones of the hand	HP:0010003
Bifid terminal phalanges of the hand	HP:0010004
Partial duplication of the distal phalanges of the hand	HP:0010004
Partial duplication of the outermost bone of the hand	HP:0010004
Partial duplication of the middle bones of hand	HP:0010005
Partial duplication of the middle phalanges of the hand	HP:0010005
Partial/complete duplication of the proximal phalanges of the hand	HP:0010006
Duplication of the proximal phalanx of hand	HP:0010006
Duplication of the innermost bones of hand	HP:0010006
Partial/complete duplication of the middle phalanges of the hand	HP:0010008
Duplication of the middle phalanx of hand	HP:0010008
Duplication of the middle bones of hand	HP:0010008
Abnormality of the 1st long bone of hand	HP:0010009
Abnormal 1st metacarpal morphology	HP:0010009
Abnormality of the 1st metacarpal	HP:0010009
Abnormality of the 2nd long bone of hand	HP:0010010
Abnormal 2nd metacarpal morphology	HP:0010010
Abnormality of the 2nd metacarpal	HP:0010010
Abnormality of the 3rd metacarpal	HP:0010011
Abnormality of the 3rd long bone of hand	HP:0010011
Abnormal 3rd metacarpal morphology	HP:0010011
Abnormality of the 4th long bone of hand	HP:0010012
Abnormal 4th metacarpal morphology	HP:0010012
Abnormality of the 4th metacarpal	HP:0010012
Abnormality of the 5th long bone of hand	HP:0010013
Abnormal 5th metacarpal morphology	HP:0010013
Abnormality of the 5th metacarpal	HP:0010013
Abnormality of the epiphysis of the 1st metacarpal	HP:0010014
Abnormality of the end part of the 1st long bone of hand	HP:0010014
Absent epiphysis of the 1st metacarpal	HP:0010015
Absent end part of the 1st long bone of hand	HP:0010015
Bracket shaped end part of 1st long bone of hand	HP:0010016
Bracket epiphysis of the 1st metacarpal	HP:0010016
Cone-shaped epiphysis of the 1st metacarpal	HP:0010017
Cone-shaped end part of the 1st long bone of hand	HP:0010017
Enlarged end part of the 1st long bone of hand	HP:0010018
Enlarged epiphysis of the 1st metacarpal	HP:0010018
Fragmentation of the epiphysis of the 1st metacarpal	HP:0010019
Fragmentation of the end part of the 1st long bone of hand	HP:0010019
Irregular end part of the 1st long bone of hand	HP:0010020
Irregular epiphysis of the 1st metacarpal	HP:0010020
Ivory epiphysis of the 1st metacarpal	HP:0010021
Increased bone density of end part of the 1st long bone of hand	HP:0010021
Pseudoepiphysis of the 1st metacarpal	HP:0010022
Small end part of the 1st long bone of hand	HP:0010023
Small epiphysis of the 1st metacarpal	HP:0010023
Speckled calcifications in the end part of the first long bone of hand	HP:0010024
Epiphyseal stippling of the first metacarpal	HP:0010024
Stippling of the epiphysis of the 1st metacarpal	HP:0010024
Triangular end part of the 1st long bone of hand	HP:0010025
Triangular epiphysis of the 1st metacarpal	HP:0010025
Absent/underdeveloped 1st long bone of hand	HP:0010026
Absent/small 1st long bone of hand	HP:0010026
Aplasia/Hypoplasia of the 1st metacarpal	HP:0010026
Wide 1st long bone of hand	HP:0010027
Broad 1st metacarpal	HP:0010027
Bullet-shaped 1st metacarpal	HP:0010028
Bullet-shaped 1st long bone of hand	HP:0010028
Curved 1st long bone of hand	HP:0010029
Curved 1st metacarpal	HP:0010029
Osteolytic defects of the 1st metacarpal	HP:0010030
Uneven increase in bone density in 1st long bone of hand	HP:0010031
Patchy sclerosis of the 1st metacarpal	HP:0010031
Triangular shaped 1st long bone of hand	HP:0010033
Triangular shaped 1st metacarpal	HP:0010033
First metacarpal hypoplasia	HP:0010034
First metacarpals hypoplastic	HP:0010034
Short 1st metacarpal	HP:0010034
Hypoplastic 1st metacarpal	HP:0010034
Short first metacarpals	HP:0010034
Short first metacarpal	HP:0010034
Shortened 1st long bone of hand	HP:0010034
Aplasia of the 1st metacarpal	HP:0010035
Absent 1st long bone of hand	HP:0010035
Absent first metacarpal	HP:0010035
Absent/underdeveloped 2nd long bone of hand	HP:0010036
Aplasia/Hypoplasia of the 2nd metacarpal	HP:0010036
Absent/small 2nd long bone of hand	HP:0010036
Aplasia of the 2nd metacarpal	HP:0010037
Absent 2nd long bone of hand	HP:0010037
Rudimentary 2nd metacarpal	HP:0010038
Hypoplastic 2nd metacarpal	HP:0010038
Shortened 2nd long bone of hand	HP:0010038
Short 2nd metacarpal	HP:0010038
Aplasia/Hypoplasia of the 3rd metacarpal	HP:0010039
Absent/small 3rd long bone of hand	HP:0010039
Absent/underdeveloped 3rd long bone of hand	HP:0010039
Absent 3rd long bone of hand	HP:0010040
Aplasia of the 3rd metacarpal	HP:0010040
Short 3rd metacarpal	HP:0010041
Small 3rd metacarpals	HP:0010041
Shortened 3rd long bone of hand	HP:0010041
Hypoplastic 3rd metacarpal	HP:0010041
Short third metacarpals	HP:0010041
Absent/underdeveloped 4th long bone of hand	HP:0010042
Absent/small 4th long bone of hand	HP:0010042
Aplasia/Hypoplasia of the 4th metacarpal	HP:0010042
Absent 4th long bone of hand	HP:0010043
Aplasia of the 4th metacarpal	HP:0010043
Short 4th metacarpal	HP:0010044
Short fourth metacarpals	HP:0010044
Short 4th metacarpals	HP:0010044
Hypoplastic fourth metacarpal	HP:0010044
Shortened 4th long bone of hand	HP:0010044
Aplasia/Hypoplasia of the 5th metacarpal	HP:0010045
Absent/small 5th long bone of hand	HP:0010045
Absent/underdeveloped 5th long bone of hand	HP:0010045
Absent 5th metacarpal	HP:0010046
Absent 5th long bone of hand	HP:0010046
Aplasia of the 5th metacarpal	HP:0010046
Short fifth metacarpals	HP:0010047
Short fifth metacarpal	HP:0010047
