Lower lip pit	HP:0000196
Notched outermost bone of the index finger	None
Partial duplication of the distal phalanx of the 2nd finger	None
Abnormal large bone of ankle	None
Abnormal talus morphology	None
Abnormality of the epiphysis of the distal phalanx of the 2nd toe	None
Abnormality of the end part of the outermost bone of the 2nd toe	None
bone distal tarsal bone 3	None
Fractured distal tarsal bone 3	None
Microcephaly, acquired	None
Acquired microcephaly	None
Deceleration of head growth	None
Secondary microcephaly	None
Postnatal microcephaly	None
Postnatal deceleration of head circumference	None
Development of small head that was not present at birth	None
Microcephaly, postnatal	None
Thoracic scoliosis	None
Increased density of long bone diaphyses	None
Increased density of shaft of long bone	None
Oligoarthritis	None
Joint crepitus	None
Increased bone density of end part of the outermost bone of the 2nd toe	None
Ivory epiphysis of the distal phalanx of the 2nd toe	None
Curved fingers	None
Severe limb shortening	None
Lumbar hemivertebrae	None
Forearm supination contracture	None
Supination contracture of the forearm	None
Abnormal muscle fiber valosin-containing protein	None
Abnormal muscle fibre valosin-containing protein	None
bone epiphysis of third metacarpal bone	None
Fractured epiphysis of third metacarpal bone	None
Fused fourth and fifth metacarpals	None
Synostosis of the fourth and fifth metacarpal bones	None
Ring finger and little finger metacarpal synostosis	None
Fused 4th-5th metacarpals	None
Fused 4th-5th long bones of hand	None
4-5 metacarpal synostosis	None
Abnormal ossification of the pubic bone	None
Abnormal maturation of the pubic bone	None
Hypoplasia of the hypothenar eminence	None
Hypothenar hypoplasia	None
Small hypothenar eminence	None
Osteolytic defects of the phalanges of the hallux	None
Fused innermost bone of ring finger with 4th long bone of hand	None
Symphalangism of the proximal phalanx of the 4th finger with the 4th metacarpal	None
Premature epimetaphyseal fusion in tibia	None
Iliac arterial calcification	None
Hypoplasia of the musculature of the pelvis	None
Abnormal epiphyseal ossification	None
Abnormal maturation of the end part of a bone	None
Abnormality of the mineralisation or ossification of the epiphyses	None
Thimble-shaped middle phalanges of hand	None
Thimble-shaped middle bones of hand	None
Broad bones of the 4th toe	None
Broad phalanges of the 4th toe	None
Mixed sclerosis of humeral metaphyses	None
Uneven increase in bone density in the middle bone of the little toe	None
Uneven increase in bone density in the middle bone of the pinky toe	None
Uneven increase in bone density in the middle bone of the pinkie toe	None
Patchy sclerosis of the middle phalanx of the 5th toe	None
Decreased size of cranium	None
Decreased circumference of cranium	None
Reduced head circumference	None
Decreased size of head	None
small calvarium	None
Microcephaly	None
Small skull	None
Abnormally small head	None
Decreased size of skull	None
Small head circumference	None
Abnormally small skull	None
Abnormally small cranium	None
small cranium	None
Small head	None
Tapered long bone of upper arm	None
Tapered humerus	None
Limited hip movement	None
Extrapyramidal muscular rigidity	None
Very short digits	None
Short digit	None
Knee osteoarthritis	None
Complete duplication of the middle phalanx of the 3rd finger	None
Complete duplication of the middle bone of the middle finger	None
Sclerosis of the distal phalanges of the hand	None
Increased bone density in outermost finger bone	None
Sclerosis of distal finger phalanx	None
Lytic defects of middle index finger phalanx	None
Osteolytic defects of the middle phalanx of the 2nd finger	None
Decreased anterioposterior diameter of lumbar vertebral bodies	None
Metaphyseal spurs	None
Absent little toe bones	None
Aplasia of the phalanges of the 5th toe	None
Absent pinky toe bones	None
Absent pinkie toe bones	None
Osteoarthritis of the distal interphalangeal joint	None
Deviation of the 4th finger	None
Deviation of the ring finger	None
Muscle biopsy: aconitase deficiency	None
Reduced muscle aconitase activity	None
Duplicated first metatarsals	None
Duplicated 1st long bone of foot	None
Duplication of the 1st metatarsal	None
Autophagic material in muscle biopsy	None
Skeletal muscle autophagosome accumulation	None
Posterior wedging	None
Posterior wedging of vertebral bodies	None
Accessory proximal metacarpal ossification centres	None
Accessory proximal metacarpal ossification centers	None
Pseudoepiphyses of the metacarpals	None
Metacarpal pseudoepiphyses	None
Irregular epiphyses of the fingers	None
Irregular end part of finger bones	None
Irregular epiphyses of the phalanges of the hand	None
Irregular epiphysis of the proximal phalanx of the 2nd finger	None
Irregular end part of innermost long bone of index finger	None
Short palm	None
Hypoplastic hands	None
Short palms	None
Short hands	None
Sclerotic foci of the humerus	None
Humeral sclerotic foci	None
Widely spaced toes	None
Reduced muscle fibre lamin A/C	None
Reduced muscle fiber lamin A/C	None
Patchy sclerosis of the distal phalanx of the 4th finger	None
Uneven increase in bone density in the outermost bone of the ring finger	None
Absent proximal finger flexion creases	None
Abnormality of the rib cage	None
Abnormal rib cage morphology	None
Sacroiliac arthritis	None
Sacroiliitis	None
Extra fontanelles	None
Irregular articular surfaces of the elbow joints	None
Abnormality of the epiphyses of the 4th finger	None
Abnormality of the end part of the ring finger	None
Limb girdle weakness	None
Muscle weakness, limb-girdle	None
Muscular weakness, limb-girdle	None
Limb-girdle muscle weakness	None
Patchy sclerosis of hand bones	None
Uneven increase in bone density in hand bones	None
Enlarged epiphyses of the 4th toe	None
Enlarged end part of the 4th toe bone	None
Abnormal ossification of the sacrum	None
Ileal ulcer	None
Liver cysts	None
Hepatic cysts	None
Intestinal blockage	None
Bowel obstruction	None
Intestinal obstruction	None
Intestinal oedema	None
Intestinal edema	None
H-type rectovestibular fistula	None
Abnormal connection between rectum and vagina	None
Rectovaginal fistula	None
Perforation of the colon	None
Colon perforation	None
Intractable diarrhoea	None
Intractable diarrhea	None
Esophageal stenosis	None
Narrowing of the oesophagus	None
Narrowing of the esophagus	None
Abnormality of the spleen	None
Decreased intestinal transit time	None
Depletion of mitochondrial DNA in liver	None
Intrahepatic cholestasis with episodic jaundice	None
Hepatic infarction	None
Chylous ascites	None
Chyloperitoneum	None
Aganglionosis of the small intestine	None
Hepatomegaly	None
Enlarged liver	None
Anal intraepithelial neoplasia	None
Peptic ulcer	None
Sore in the lining of gastrointestinal tract	None
Bowel duplication	None
Gut duplication	None
Intestinal duplication	None
Gastric malposition	None
Gastric ectopia	None
Malposition of the stomach	None
Abnormal stomach location	None
Meckel diverticulum	None
Secretory diarrhoea	None
Secretory diarrhea	None
Enterocolitis	None
Abnormality of the anus	None
Chloride high in stool	None
Elevations in fecal chloride concentration	None
Elevated stool chloride content	None
Fibro-obliterative loss of bile ducts	None
Fibro-obliterative bile-duct scarring	None
Fibro-obliterative bile-duct lesion	None
Ganglioneuromatosis	None
Viral hepatitis	None
Abnormal pancreas location	None
Ectopic pancreatic tissue	None
Narrowing of oesophagus due to inflammation and scar tissue	None
Narrowing of esophagus due to inflammation and scar tissue	None
Esophageal stricture	None
Morphological abnormality of the gastrointestinal tract	None
Abnormal shape of the digestive system	None
Morphological anomaly of the digestive system	None
Morphological abnormality of the GI tract	None
Clostridium difficile colitis	None
Abnormal faeces composition	None
Abnormal stool composition	None
Abnormal feces composition	None
Abnormal fecal test result	None
Mallory-Weiss tear	None
Fulminant hepatic failure	None
Segmental hypoplasia of liver	None
Abdominal mass	None
Bile duct inflammation	None
Cholangitis	None
Subacute progressive viral hepatitis	None
Haemorrhoids	None
Piles	None
Hemorrhoids	None
Increased intestinal transit time	None
Rectoperineal fistula	None
Ileal atresia	None
Nasogastric tube feeding in infancy	None
Nesidioblastosis	None
Feeding difficulties in infancy	None
Gastrointestinal duplication	None
GI duplication	None
Colorectal polyps	None
Colorectal polyposis	None
Small bowel diverticula	None
Gastrointestinal polyps	None
Intestinal polyposis	None
Multiple intestinal polyps	None
Growths in inner lining of intestine	None
Cloacogenic bladder	None
Persistent cloaca	None
Osmotic diarrhea	None
Intrahepatic cholestasis	None
Impaired release of bile from liver	None
Fluctuating hepatomegaly	None
Feeling full quickly when eating	None
Early satiety	None
Not able to finish a normal-sized meal	None
Abnormality of the biliary system	None
Infrequent bowel movements	None
Chronic constipation	None
Pancreatic dysplasia	None
Ductal bile plugs	None
Solitary splenic abscess	None
Unilocular splenic abscess	None
Unifocal splenic abscess	None
Biliary tract obstruction	None
Intussusception	None
Gastrointestinal arteriovenous malformation	None
GI arteriovenous malformation	None
Celiac sprue	None
Coeliac sprue	None
Coeliac disease	None
Celiac disease	None
Rectal arteriovenous malformation	None
Eosinophilic infiltration of the oesophagus	None
Eosinophilic esophagitis	None
Eosinophilic infiltration of the esophagus	None
Multilocular splenic abscess	None
Multifocal splenic abscess	None
Abnormality of enteric ganglion morphology	None
Abnormality of the enteric ganglia	None
Colonic atresia	None
Large intestinal atresia	None
Atresia of the large intestine	None
Micronodular cirrhosis	None
Acute hepatitis	None
Acute liver inflammation	None
Abnormal hepatic glycogen storage	None
Hyperechogenic liver	None
Increased hepatic echogenicity	None
Abnormality of the pancreas	None
Pancreatic disease	None
Anal margin basal cell carcinoma	None
Abnormality of the ileum	None
Abnormal ileum morphology	None
Reduced faecal osmolality	None
Reduced fecal osmolality	None
Liver hamartoma	None
Hepatitis	None
Liver inflammation	None
Haemobilia	None
Hemobilia	None
Anal margin melanoma	None
Anal canal neoplasm	None
Anal canal tumour	None
Anal canal tumor	None
Proximal polyposis of the stomach	None
Fundic gland polyps	None
Gastric polyposis	None
Fundic gland polyposis	None
Partial abdominal muscle agenesis	None
Gastric diverticulum	None
Stomach diverticulum	None
Tenesmus	None
Suppurative cholangitis	None
Muscularis propria malformation	None
Segmental additional circular muscle coat	None
Abnormal layering of muscularis propria	None
Gastric xanthoma	None
Gastric xanthomata	None
Gastric xanthomas	None
Hepatic periportal necrosis	None
Anorexia	None
Achlorhydria	None
Esophageal duplication	None
Hepatoblastoma	None
Esophageal exudate	None
Small intestine tumor	None
Small intestine tumour	None
Neoplasm of the small intestine	None
Neonatal cholestatic liver disease	None
Intestinal hypoperistalsis	None
Hypoperistalsis	None
Cloacal abnormality	None
Fulminant hepatitis	None
Inflammation of the oesophagus	None
Esophagitis	None
Oesophagitis	None
Inflammation of the esophagus	None
Gallstones	None
Cholelithiasis	None
Decreased liver function	None
Liver dysfunction, mild	None
Liver dysfunction	None
Hepatopathy	None
Decreased mitochondrial complex III activity in liver tissue	None
Abnormal liver sonography	None
Jejunoileal ulceration	None
Clostridium botulinum toxin in stool	None
Positive fecal Clostridium botulinum test	None
Anal fistula	None
Fistula in ano	None
Desmoid tumors	None
Desmoid tumours	None
Abnormality of the rectum	None
Anomaly of the rectum	None
Abnormal rectum morphology	None
Colonic varices	None
Pancreatic islet-cell hyperplasia	None
Hyperplastic islets of langerhans	None
Hypertrophic pancreatic islets	None
Pancreatic islet-cell hypertrophy	None
Islets of langerhans hypertrophy	None
Islet of Langerhans hyperplasia	None
Duplication of internal organs	None
Anal margin neoplasm	None
Abnormal hepatic echogenicity	None
High fecal coproporphyrin 1	None
Increased fecal coproporphyrin 1	None
Elevated faecal coproporphyrin 1	None
High faecal coproporphyrin 1	None
High stool coproporphyrin 1	None
Elevated stool coproporphyrin 1	None
Increased faecal coproporphyrin 1	None
Elevated fecal coproporphyrin 1	None
Hepatic bridging fibrosis	None
Congenital pyloric atresia	None
Storage in hepatocytes	None
Small intestinal dysmotility	None
Duplicated pancreatic duct	None
Duplication of pancreatic duct	None
Anteriorly displaced anus	None
Anus anteposition	None
Anteriorly placed anus	None
Visceromegaly	None
Vesicocolic fistula	None
Colovesicular fistula	None
Colovesical fistula	None
Episodic vomiting	None
Frequent vomiting	None
Abnormality of small intestinal villus morphology	None
Abnormal shape of small intestinal villus	None
Fat malabsorption	None
Abnormality of the gallbladder	None
Anomaly of the gallbladder	None
Rectal polyps	None
Rectal polyposis	None
Multiple rectal polyps	None
Brown pigment gallstones	None
GI dysmotility	None
Gastrointestinal dysmotility	None
Abdominal protuberance	None
Protuberant abdomen	None
Extended belly	None
Belly sticks out	None
Pancreatic aplasia	None
Absent pancreas	None
Inflammatory cap polyp	None
Birth defect in which part of esophagus did not develop	None
Birth defect in which part of oesophagus did not develop	None
Esophageal atresia	None
Stool pH low	None
Decreased fecal pH	None
Decreased faecal pH	None
Eosinophilic colitis	None
Eosinophilic infiltration in the colon	None
Colonic eosinophilia	None
Nausea and vomiting	None
Gallbladder wall thickening	None
Protein-losing enteropathy	None
Greasy stools	None
Fatty stool	None
Fat in feces	None
Fat in faeces	None
Steatorrhea	None
Ballooning hepatocyte degeneration	None
Ballooning degeneration of hepatocytes	None
Anal margin squamous cell carcinoma	None
Gastro-jejunal tube feeding in infancy	None
Gastrojejunal tube feeding in infancy	None
Enteropathy	None
Abnormal intestine morphology	None
Abnormality of the intestine	None
Kelosomia	None
Celosomia	None
Thoracoabdominal eventration	None
Abnormal liver iron level	None
Abnormal hepatic iron concentration	None
Abnormal liver iron concentration	None
Gastric duplication cyst	None
Gastric duplication	None
Rectal fistula	None
Necrotizing ileitis	None
Hypoplasia of the small intestine	None
Underdeveloped small intestine	None
Stomach ulcer	None
Gastric ulcer	None
Pancreatoblastoma	None
Duodenal arteriovenous malformation	None
Peritoneal abscess	None
Anoperineal fistula	None
Perianal fistula	None
Increased fecal isocoproporphyrin	None
Isocoproporphyrin high in stool	None
CAPV	None
Congenital absence of portal vein	None
Missing portal vein	None
Increased stool urobilinogen concentration	None
Decreased bowel sounds	None
Hypoactive bowel sounds	None
Nasogastric tube feeding	None
Sphincter of Oddi dyskinesia	None
Sphincter of Oddi dysfunction	None
Nasal regurgitation	None
Retroperitoneal fibrosis	None
Heptacarboxylporphyrin high in stool	None
Increased fecal heptacarboxylporphyrin	None
Beta-cell dysfunction	None
Hepatic vascular malformations	None
Liver vascular malformations	None
Anal canal squamous carcinoma	None
Rectovesical fistula	None
Vesicorectal fistula	None
Macronodular cirrhosis	None
anterior cervical hypertrichosis	HP:0004535
Hypertrichosis, anterior cervical	HP:0004535
congenital cervical hypertrichosis	HP:0004535
hypertrichosis , congenital anterior cervical	HP:0004535
epidermal hyperkeratosis	HP:0007543
increased thickness of skin epidermis	HP:0007543
hyperconvex fingernail	HP:0001812
tubular fingernails	HP:0001812
tubular fingernail	HP:0001812
hyperconvex fingernails	HP:0001812
cancer of the skin	HP:0008069
Neoplasm of Skin	HP:0008069
Skin cancer, NOS	HP:0008069
Malignant neoplasm of skin, unspecified	HP:0008069
Melanoma and Non-Melanoma Skin Cancer	HP:0008069
dermatological tumors	HP:0008069
Skin Cancer, Including Melanoma	HP:0008069
skin tumours	HP:0008069
Skin neoplasm malignant	HP:0008069
MALIGNANT NEOPLASM OF SKIN	HP:0008069
Skin tumor NOS	HP:0008069
Skin Neoplasms [Disease/Finding]	HP:0008069
Malignant skin neoplasm NOS	HP:0008069
skin cancer ( non - melanoma )	HP:0008069
skin tumors	HP:0008069
skin tumor	HP:0008069
Malignant Skin Tumor	HP:0008069
tumour of the skin	HP:0008069
Tumor of the Skin	HP:0008069
Cancer of Skin	HP:0008069
malignant neoplasm of skin	HP:0008069
CA - Skin cancer	HP:0008069
Malignant Tumor of Skin	HP:0008069
Skin Neoplasms	HP:0008069
Malignant Skin Neoplasm	HP:0008069
Skin tumor	HP:0008069
Neoplasm skin	HP:0008069
Neoplasm, skin	HP:0008069
Skin neoplasm malignant NOS	HP:0008069
Skin cancers	HP:0008069
dermatological tumor	HP:0008069
Neoplasm of skin by site	HP:0008069
Skin Cancers	HP:0008069
Neoplasm of skin by site (disorder)	HP:0008069
neoplasia of the skin	HP:0008069
dermatological tumour	HP:0008069
Neoplasm of the Skin	HP:0008069
Cancers, Skin	HP:0008069
Malignant neoplasm of skin NOS	HP:0008069
tumor of the skin	HP:0008069
Skin malignant neoplasm NOS	HP:0008069
Tumor of Skin	HP:0008069
neoplasm of the skin	HP:0008069
Cancer, Skin	HP:0008069
Skin Cancer	HP:0008069
Malignant Neoplasm of Skin	HP:0008069
Skin neoplasm NOS	HP:0008069
-- Skin Cancer	HP:0008069
Malignant tumour of skin	HP:0008069
Neoplasm malignant, skin	HP:0008069
Malignant tumour of skin (disorder)	HP:0008069
dermatological tumours	HP:0008069
[X]Malignant neoplasm of skin, unspecified (disorder)	HP:0008069
Nonmelanomatous skin (squamous and basal cell)	HP:0008069
Neoplasms, Skin	HP:0008069
Skin Neoplasms, Malignant	HP:0008069
Malignant tumor of skin	HP:0008069
Neoplasm malig;skin	HP:0008069
Skin Tumor	HP:0008069
[X]Malignant neoplasm of skin, unspecified	HP:0008069
skin tumour	HP:0008069
Malignant neoplasm of skin NOS (disorder)	HP:0008069
skin cancer	HP:0008069
Cancer of the Skin	HP:0008069
Neoplasm, Skin	HP:0008069
Neoplasm malignant;skin	HP:0008069
Malignant Neoplasm of the Skin	HP:0008069
malignant neoplasm of skin (diagnosis)	HP:0008069
Skin Neoplasm	HP:0008069
Skin tumour	HP:0008069
Malignant Tumor of the Skin	HP:0008069
Cancer of skin	HP:0008069
acquired abnormal hair pattern	HP:0011360
acquire abnormal hair pattern	HP:0011360
thinning scalp hair	HP:0002209
obsolete hypotrichosis of the scalp	HP:0002209
sparse scalp hair	HP:0002209
Hypotrichosis of the scalp	HP:0002209
reduced amount of scalp hair	HP:0002209
reduction in the number of scalp follicles	HP:0002209
sparse hair scalp	HP:0002209
thin scalp hair	HP:0002209
hypotrichosis on scalp	HP:0002209
reduced / lack of hair on scalp	HP:0002209
sparse hair scalp (physical finding)	HP:0002209
decreased number of scalp follicles	HP:0002209
Scalp hair, thinning	HP:0002209
scalp hypotrichosis	HP:0002209
reduction in the number of scalp follicle	HP:0002209
Sparse, thin scalp hair	HP:0002209
Reduction in the number of scalp follicle	HP:0002209
sparse-absent scalp hair	HP:0002209
decreased number of scalp follicle	HP:0002209
reduce / lack of hair on scalp	HP:0002209
dilatation of the superficial abdominal vein	HP:0030168
dilated superficial abdominal veins	HP:0030168
dilatation of the superficial abdominal veins	HP:0030168
dilate superficial abdominal vein	HP:0030168
absent fifth fingernail	HP:0200104
absent nail of fifth finger	HP:0200104
hypomelanotic macule	HP:0009719
hypomelanotic macules	HP:0009719
palpable purpura	HP:0031363
cauliflower deformity of dermal collagen fibrils	HP:0031519
cauliflower deformity of dermal collagen fibril	HP:0031519
rough hair texture	HP:0002208
coarse hair	HP:0002208
coarse hair texture	HP:0002208
fast - growing nails	HP:0030806
fast - grow nail	HP:0030806
foot crease	HP:0004681
longitudinal groove on soles	HP:0004681
deep longitudinal plantar crease	HP:0004681
longitudinal groove on sol	HP:0004681
Acrosclerosis	HP:0011838
Sclerodactyly ICD10CM:L94.3	HP:0011838
Acrosclerosis (disorder)	HP:0011838
deformity of fingers sclerodactyly	HP:0011838
sclerodactyli	HP:0011838
sclerodactyly	HP:0011838
Acroscleroderma	HP:0011838
telangiectasia macularis eruptiva perstans	HP:0007583
Vesicle	HP:0200037
Blister	HP:0200037
skin vesicle	HP:0200037
plantar crease between first and second toes	HP:0008107
plantar crease between first and second toe	HP:0008107
eruptive vellus hair cyst	HP:0025248
Onycholysis (disorder)	HP:0001806
oncholysis	HP:0001806
detachment of nail	HP:0001806
onycholysis	HP:0001806
Onycholysis [Disease/Finding]	HP:0001806
Onycholysis ICD10CM:L60.1	HP:0001806
absent / underdeveloped palm crease	HP:0010488
absent / small palm crease	HP:0010488
aplasia / hypoplasia of the palmar crease	HP:0010488
aplasia / hypoplasia of the palmar creases	HP:0010488
absent / underdevelop palm crease	HP:0010488
desquamation of skin soon after birth	HP:0007549
fordyce angiokeratoma	HP:0034409
acute vesiculation and crusting and scarring following sun exposure	HP:0032381
hydroa vacciniforme	HP:0032381
acute vesiculation and crusting and scar follow sun exposure	HP:0032381
abnormality of low eyelash	HP:0040052
abnormality of lower eyelashes	HP:0040052
nail ridging	HP:0001807
Ridged, nails	HP:0001807
ridged nails	HP:0001807
ridged nail	HP:0001807
grooved nails	HP:0001807
Ridged;nails	HP:0001807
Ridged, nail(s)	HP:0001807
longitudinal ridging	HP:0001807
RIDGED NAILS	HP:0001807
ridge nail	HP:0001807
groove nail	HP:0001807
lack of facial subcutaneous fat	HP:0005320
lack of facial fat below the skin	HP:0005320
heliotrope rash of eyelid	HP:0030845
chronic candidiasis of mucosa , skin and nails	HP:0002728
mucocutaneous candidiasis	HP:0002728
chronic candidiasis of mucosa , skin and nail	HP:0002728
Chronic Mucocutaneous Candidiases	HP:0002728
Mucocutaneous Candidiasis, Chronic	HP:0002728
chronic mucocutaneous candidiasis	HP:0002728
Candidiasis, Chronic Mucocutaneous	HP:0002728
Chronic Mucocutaneous Candidiasis	HP:0002728
Candidiases, Chronic Mucocutaneous	HP:0002728
Mucocutaneous Candidiases, Chronic	HP:0002728
Candidiasis, Chronic Mucocutaneous [Disease/Finding]	HP:0002728
Striae atrophicae NOS	HP:0001065
stria atrophicae	HP:0001065
Stretch marks <2>	HP:0001065
Physiological striae	HP:0001065
Striae Distensae	HP:0001065
purplish striae	HP:0001065
Stretch marks <1>	HP:0001065
Striae Distensae [Disease/Finding]	HP:0001065
Striae atrophicae NOS (disorder)	HP:0001065
stria	HP:0001065
STRIAE ATROPHICAE	HP:0001065
striae atrophicae	HP:0001065
stretch marks	HP:0001065
stria cutis distensae	HP:0001065
Skin striae	HP:0001065
Stretch Marks	HP:0001065
Striae purple	HP:0001065
striae cutis distensae	HP:0001065
striae distensae	HP:0001065
Skin striae (disorder)	HP:0001065
Physiological striae (disorder)	HP:0001065
stria distensae	HP:0001065
Striae atrophic	HP:0001065
striae	HP:0001065
stretch mark	HP:0001065
Striae skin	HP:0001065
purplish stria	HP:0001065
conjunctival telangiectases	HP:0000524
small dilate blood vessel near membrane cover front of eye and eyelid	HP:0000524
conjunctival telangiectasia	HP:0000524
telangiectasia , conjunctival	HP:0000524
small dilated blood vessels near membrane covering front of eye and eyelids	HP:0000524
trichodiscoma	HP:0032228
Parakeratoses	HP:0001036
parakeratosis	HP:0001036
Parakeratosis [Disease/Finding]	HP:0001036
angioma serpentinum	HP:0025108
telangiectasia of the skin	HP:0100585
teleangiectasia of the skin	HP:0100585
obsolete telangiectases in sun - expose and nonexposed skin	HP:0100585
obsolete telangiectases in sun - exposed and nonexposed skin	HP:0100585
lichenification	HP:0100725
Cutaneous lichenification	HP:0100725
Lichenification ICD9CM:698.3	HP:0100725
Lichenification (disorder)	HP:0100725
Lichenification NOS (disorder)	HP:0100725
Lichenification NOS	HP:0100725
hyperpigmented spots	HP:0001034
hypermelanotic macule	HP:0001034
hyperpigmented macules	HP:0001034
hyperpigmented macule	HP:0001034
hyperpigmented spot	HP:0001034
hyperpigmented skin patch	HP:0001034
hyperpigmented skin patches	HP:0001034
anhidrosis	HP:0000970
Absent sweating	HP:0000970
anhydrosis	HP:0000970
sudomotor dysfunction	HP:0000970
ANHIDROSIS	HP:0000970
lack of sweating	HP:0000970
Anhidrosis (disorder)	HP:0000970
Hypohidrosis	HP:0000970
sweat dysfunction	HP:0000970
Adiaphoresis	HP:0000970
lack of sweat	HP:0000970
sweating dysfunction	HP:0000970
confetti hypopigmentation pattern of low leg skin	HP:0007554
confetti hypopigmentation pattern of lower leg skin	HP:0007554
Chalazion [Disease/Finding]	HP:0010605
CHALAZION	HP:0010605
Meibomian gland cyst	HP:0010605
Cyst, meibomian	HP:0010605
Meibomian Cyst	HP:0010605
tarsal cyst	HP:0010605
Chalazions	HP:0010605
chalazion <1>	HP:0010605
Chalazion (disorder)	HP:0010605
Meibomian cyst	HP:0010605
eyelids chalazion	HP:0010605
meibomian gland lipogranuloma	HP:0010605
meibomian cyst	HP:0010605
Chalazia	HP:0010605
Cyst, Meibomian	HP:0010605
chalazion	HP:0010605
hyperpigmentation of eyelid	HP:0007406
pigmentation of eyelids	HP:0007406
dark eyelids	HP:0007406
Hyperpigmentation of Eyelids	HP:0007406
Blepharal pigmentation	HP:0007406
Hyperpigmentation of eyelid	HP:0007406
hyperpigmentation of eyelids	HP:0007406
eyelid hyperpigmentation	HP:0007406
brown eyelid	HP:0007406
Dyspigmentation of eyelid	HP:0007406
dark eyelid	HP:0007406
pigmentation of eyelid	HP:0007406
HYPERPIGMENTATION LID	HP:0007406
brown eyelids	HP:0007406
eyelid hyperpigmentation (physical finding)	HP:0007406
Nevi, Dysplastic	HP:0001062
[M]Dysplastic nevus	HP:0001062
dysplastic nevi	HP:0001062
Lentiginous Nevus	HP:0001062
Dysplastic Nevus Syndrome	HP:0001062
Dysplastic nevus	HP:0001062
Nevus with Architectural Disorder and Cytologic Atypia of Melanocytes	HP:0001062
dysplastic nevus	HP:0001062
NAD	HP:0001062
[M]Dysplastic naevus	HP:0001062
Nevus, Dysplastic	HP:0001062
[M] Dysplastic naevus	HP:0001062
Dysplastic Nevi	HP:0001062
Dysplastic naevus	HP:0001062
atypical mole	HP:0001062
atypical nevus	HP:0001062
Atypical Nevus	HP:0001062
[M] Dysplastic nevus	HP:0001062
NAD <2>	HP:0001062
Dysplastic naevus (disorder)	HP:0001062
Clark's Nevus	HP:0001062
curly hair	HP:0002212
HAIR, CURLY	HP:0002212
congenital alopecia totalis	HP:0005597
Dermatitis, purulent	HP:0000999
Dermatitis, suppurative	HP:0000999
pu - fill lesion	HP:0000999
pyoderma	HP:0000999
Pyoderma (skin infection)	HP:0000999
Pyoderma, unspecified	HP:0000999
Dermatitis pyogenic	HP:0000999
PYODERMA NOS	HP:0000999
Pyoderma NOS (disorder)	HP:0000999
Pyodermas	HP:0000999
pus - filled lesion	HP:0000999
Pyoderma NOS	HP:0000999
Pyoderma [Disease/Finding]	HP:0000999
focal hyperextensible skin	HP:0007458
Clastothrix (disorder)	HP:0009886
Trichorrhexis nodosa ICD10CM:L67.0	HP:0009886
Clastothrix	HP:0009886
trichorrhexis nodosa	HP:0009886
facial flushing after alcohol intake	HP:0001033
Alopecia areata ICD10CM:L63 ICD9CM:704.01	HP:0002232
alopecia areata	HP:0002232
Alopecia Areata [Disease/Finding]	HP:0002232
Circumscribed alopecia (disorder)	HP:0002232
obsolete alopecia areata	HP:0002232
ALOPECIA AREATA	HP:0002232
patchy alopecia	HP:0002232
Circumscribed alopecia ICD10CM:L63 ICD9CM:704.01	HP:0002232
patchy baldness	HP:0002232
Alopecia Circumscripta	HP:0002232
Diffuse alopecia	HP:0002232
Alopecia Areata	HP:0002232
Circumscribed alopecia	HP:0002232
nummular dermatitis	HP:0033120
nummular eczema	HP:0033120
discoid eczema	HP:0033120
episodic hyperhidrosis	HP:0001069
hyperhidrosis , episodic	HP:0001069
sporadic excessive sweating	HP:0001069
oral cavity teleangiectasia	HP:0000228
oral cavity telangiectasia	HP:0000228
angioectasias of the oral cavity	HP:0000228
angioectasias of the mouth	HP:0000228
spider veins of the mouth	HP:0000228
spider veins of the oral cavity	HP:0000228
spider vein of the mouth	HP:0000228
spider vein of the oral cavity	HP:0000228
deep - set nail	HP:0001814
deep - set nails	HP:0001814
hypoplastic dermoepidermal hemidesmosomes	HP:0020117
abnormal location of hair swirl	HP:0010814
abnormal position of hair whorl	HP:0010814
purpura <1>	HP:0000979
red or purple spot on the skin	HP:0000979
Disorder characterised by purpura	HP:0000979
Purpuras	HP:0000979
Purpura NOS	HP:0000979
red or purple spots on the skin	HP:0000979
Purpuric disorder	HP:0000979
blood spot	HP:0000979
Peliosis	HP:0000979
purpura	HP:0000979
Purpura (disorder)	HP:0000979
purpura <2>	HP:0000979
Purpura [Disease/Finding]	HP:0000979
Disorder characterized by purpura	HP:0000979
blood spots	HP:0000979
Purpuric disorder (disorder)	HP:0000979
verrucous papule	HP:0012500
papillomatous papule	HP:0012500
acrosyringeal adenomatosis	HP:0031018
eccrine syringofibroadenoma	HP:0031018
syringofibroadenoma	HP:0031018
eccrine syringofibroadenomatous hyperplasia	HP:0031018
keratoacanthoma	HP:0031525
platonychia	HP:0030803
axillary apocrine gland hypoplasia	HP:0007397
Plexiform Neurofibroma	HP:0009732
Plexiform Neurofibromas	HP:0009732
Elephantiasis Neuromatosis	HP:0009732
Neurofibroma, Plexiform [Disease/Finding]	HP:0009732
Neurofibroma, Plexiform	HP:0009732
Plexiform Neuromas	HP:0009732
plexiform neurofibroma	HP:0009732
Pachydermatocele	HP:0009732
Neuroma, Plexiform	HP:0009732
Pachydermatoceles	HP:0009732
Plexiform Neuroma	HP:0009732
Elephantiasis Neuromatoses	HP:0009732
